"","x","x1","rating","plan","abbreviation","type","ncqa","consumersat","prevention","treatment","instype","plantype"
"478",605,1239,3,"Anthem Blue Cross and Blue Shield in Kentucky","KY","HMO/POS","Yes",3.5,2.5,2,"Commercial","Anthem"
"479",606,1338,3,"Humana Health Plan","KY","HMO/POS","Yes",1.5,3,2.5,"Commercial","Humana"
"480",607,1437,3,"Humana Health Plan - Kentucky","KY","HMO/POS","Yes",2,3,2.5,"Commercial","Humana"
"481",608,1537,3,"Humana Health Plan - Kentucky","KY","PPO","Yes",3,3,2.5,"Commercial","Humana"
"482",609,1633,2.5,"Aetna Life Insurance Company (Kentucky)","KY","PPO","Yes",2.5,2,1.5,"Commercial","Aetna"
"483",610,1732,2.5,"Anthem Blue Cross and Blue Shield in Kentucky","KY","PPO","Yes",2.5,2,1.5,"Commercial","Anthem"
"484",611,1831,2,"Cigna Health and Life Insurance","KY","PPO","Yes",3,1.5,1,"Commercial","Cigna"
"485",612,1930,2,"Connecticut General Life Insurance (Cigna)","KY","PPO","Yes",3,1.5,1,"Commercial","Connecticut General"
"486",618,948,4,"Aetna Health (Pennsylvania)","KY","HMO","Yes",3.5,4,3,"Medicare","Aetna"
"487",619,1047,4,"Aetna Life Insurance Company (Kentucky)","KY","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"488",620,1144,4,"Aetna Life Insurance Company (Pennsylvania)","KY","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"489",621,1240,4,"Humana Health Plan","KY","HMO","Yes",3.5,3.5,3.5,"Medicare","Humana"
"490",622,1339,3.5,"Humana Health Plan - Kentucky","KY","HMO","Yes",3,3,3,"Medicare","Humana"
"491",623,1438,3.5,"Humana Healthplan of Ohio","KY","HMO","Yes",3.5,3,3.5,"Medicare","Humana"
"492",624,1538,3.5,"Humana Insurance (Ohio)","KY","PPO","Yes",3.5,3.5,3,"Medicare","Humana"
"493",625,1634,3.5,"Humana Insurance Company (Kentucky)","KY","PPO","Yes",3.5,3.5,3,"Medicare","Humana"
"494",626,1733,3.5,"UnitedHealthcare Insurance","KY","PPO","Yes",3,3.5,3,"Medicare","United"
"495",627,1832,3.5,"UnitedHealthcare of Ohio","KY","HMO/POS","Yes",3.5,3,3,"Medicare","United"
"496",628,1931,3,"Humana Insurance","KY","PPO","No",4,3,3,"Medicare","Humana"
"497",629,2027,3,"Humana Insurance (Indiana)","KY","PPO","No",4,3,3,"Medicare","Humana"
"498",630,2126,2.5,"WellCare of Kentucky","KY","HMO/POS","Yes",1.5,2,2.5,"Medicare","WellCare"
"499",632,949,4,"Passport Health Plan","KY","HMO","Yes",4,4,3,"Medicaid","Other"
"500",633,1048,3.5,"CoventryCares of Kentucky","KY","HMO","Yes",3.5,2.5,3,"Medicaid","Coventry"
"501",634,1145,3.5,"WellCare of Kentucky","KY","HMO","Yes",4,2.5,3,"Medicaid","WellCare"
"502",635,1241,2.5,"Anthem Blue Cross and Blue Shield in Kentucky","KY","HMO","No",3.5,NA,2.5,"Medicaid","Anthem"
"503",636,1340,2,"Humana Health Plan (HHP)","KY","HMO","No",3,2,2.5,"Medicaid","Humana"
"504",637,950,3.5,"Humana Health Benefit Plan of Louisiana","LA","HMO/POS","Yes",3,3,2.5,"Commercial","Humana"
"505",638,1049,3,"Coventry Health Care of Louisiana","LA","HMO/POS","Yes",3,3,2.5,"Commercial","Coventry"
"506",639,1146,3,"United HealthCare Services","LA","PPO","Yes",3,2,2,"Commercial","United"
"507",640,1242,3,"UnitedHealthcare Insurance","LA","PPO","Yes",3,2,2,"Commercial","United"
"508",641,1341,3,"Vantage Health Plan","LA","HMO/POS","Yes (Interim)",4,2.5,3,"Commercial","Other"
"509",642,1439,2.5,"Aetna Life Insurance Company (Louisiana)","LA","PPO","Yes",4.5,2,1.5,"Commercial","Aetna"
"510",643,1539,2,"Cigna Health and Life Insurance","LA","PPO","Yes",3.5,1.5,NA,"Commercial","Cigna"
"511",644,1635,2,"Connecticut General Life Insurance (Cigna)","LA","PPO","Yes",3.5,1.5,NA,"Commercial","Connecticut General"
"512",651,951,4,"Aetna Life Insurance Company (Pennsylvania)","LA","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"513",652,1050,4,"Humana Health Benefit Plan of Louisiana","LA","HMO","Yes",4,3.5,3,"Medicare","Humana"
"514",653,1147,4,"Peoples Health Network","LA","HMO","Yes",3,4,3.5,"Medicare","Health Net"
"515",654,1243,3.5,"Humana Insurance (Ohio)","LA","PPO","Yes",3.5,3.5,3,"Medicare","Humana"
"516",655,1342,3.5,"UnitedHealthcare Insurance","LA","PPO","Yes",3,3.5,3,"Medicare","United"
"517",656,1440,3,"Humana Insurance","LA","PPO","No",4,3,3,"Medicare","Humana"
"518",657,1540,3,"Vantage Health Plan (H5576)","LA","HMO/POS","Yes (Interim)",3.5,3,3,"Medicare","Other"
"519",658,1636,2,"WellCare of Louisiana","LA","HMO","No",2.5,2,2,"Medicare","WellCare"
"520",660,952,3,"AmeriHealth Caritas Louisiana","LA","HMO","Yes",4,2.5,2,"Medicaid","Other"
"521",664,953,5,"Harvard Pilgrim Health Care","ME","HMO/POS","Yes",4,4.5,4.5,"Commercial","Other"
"522",665,1052,4.5,"Anthem Blue Cross and Blue Shield in Maine","ME","HMO/POS","Yes",4,4,4,"Commercial","Anthem"
"523",666,1149,4.5,"Martin's Point US Family Health Plan","ME","HMO","Yes",5,3.5,4.5,"Commercial","Other"
"524",667,1245,4,"Aetna Health (Maine)","ME","HMO/POS","Yes",3.5,3.5,3.5,"Commercial","Aetna"
"525",668,1343,4,"Cigna Health and Life Insurance","ME","HMO/POS/PPO","Yes",4,4,3,"Commercial","Cigna"
"526",669,1441,4,"Connecticut General Life Insurance (Cigna)","ME","HMO/POS/PPO","Yes",4,4,3,"Commercial","Connecticut General"
"527",670,1541,2.5,"Aetna Life Insurance Company (Maine)","ME","PPO","Yes",3,2,2.5,"Commercial","Aetna"
"528",675,954,4.5,"Martin's Point Generations","ME","HMO/POS","Yes",4.5,4,3.5,"Medicare","Other"
"529",676,1053,4.5,"Martin's Point Generations","ME","PPO","Yes",4.5,3.5,3.5,"Medicare","Other"
"530",677,1150,4.5,"UnitedHealthcare Insurance","ME","PPO","Yes",4,4,3.5,"Medicare","United"
"531",678,1246,4,"Aetna Health (Maine)","ME","HMO","Yes",3.5,4,3.5,"Medicare","Aetna"
"532",679,1344,4,"Aetna Life Insurance Company (Maine)","ME","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"533",680,1442,4,"Aetna Life Insurance Company (Pennsylvania)","ME","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"534",681,1542,3.5,"UnitedHealthcare Insurance","ME","PPO","Yes",3,3.5,3,"Medicare","United"
"535",682,1638,3,"American Progressive Life & Health Insurance of New York","ME","PPO","No",3.5,3,3,"Medicare","Other"
"536",683,1737,3,"Northeast Community Care","ME","HMO","No",3.5,3,3,"Medicare","Other"
"537",686,955,5,"Kaiser Foundation Health Plan of the Mid-Atlantic States","MD","HMO","Yes",4,4.5,4.5,"Commercial","Kaiser"
"538",687,1054,4.5,"Johns Hopkins US Family Health Plan","MD","HMO","Yes",4,4,4,"Commercial","Other"
"539",688,1151,4,"Johns Hopkins Employer Health Programs","MD","POS","Yes",2.5,4,3,"Commercial","Other"
"540",689,1247,3.5,"Aetna Health (Pennsylvania) - Maryland","MD","HMO/POS","Yes",3.5,3,3,"Commercial","Aetna"
"541",690,1345,3.5,"Aetna Life Insurance Company (MD/DC)","MD","PPO","Yes",2.5,3,3,"Commercial","Aetna"
"542",691,1443,3.5,"CareFirst BlueChoice","MD","HMO/POS","Yes",3,3,2.5,"Commercial","Blue"
"543",692,1543,3.5,"CareFirst of Maryland","MD","HMO/POS","Yes",3,3,2.5,"Commercial","Other"
"544",693,1639,3.5,"Cigna Health and Life Insurance","MD","HMO/POS/PPO","Yes",3,3.5,3,"Commercial","Cigna"
"545",694,1738,3.5,"Connecticut General Life Insurance (Cigna)","MD","HMO/POS/PPO","Yes",3,3.5,3,"Commercial","Connecticut General"
"546",695,1836,3.5,"Coventry Health Care of Delaware","MD","HMO/POS","Yes",3,3.5,3,"Commercial","Coventry"
"547",696,1934,3.5,"Group Hospitalization and Medical Services","MD","HMO/POS","Yes",3,3,2.5,"Commercial","Other"
"548",697,2029,3.5,"MD - Individual Practice Association","MD","HMO/POS","Yes",4,3.5,2,"Commercial","Other"
"549",698,2128,3.5,"UnitedHealthcare of the Mid-Atlantic","MD","HMO/POS","Yes",3,3.5,2,"Commercial","United"
"550",699,2226,3,"CareFirst of Maryland","MD","PPO","Yes",2.5,3,2.5,"Commercial","Other"
"551",700,2324,3,"Group Hospitalization and Medical Services","MD","PPO","Yes",2.5,3,2.5,"Commercial","Other"
"552",701,2422,3,"Mamsi Life and Health Insurance","MD","PPO","No",3,3.5,3,"Commercial","Other"
"553",702,2518,3,"Optimum Choice","MD","HMO/POS","Yes",2.5,3,2,"Commercial","Other"
"554",703,2616,3,"United HealthCare Services","MD","PPO","Yes",3,3,2,"Commercial","United"
"555",704,2713,3,"UnitedHealthcare Insurance","MD","PPO","Yes",3,3,2,"Commercial","United"
"556",707,956,5,"Kaiser Foundation Health Plan of the Mid-Atlantic States","MD","HMO","Yes",3.5,5,4.5,"Medicare","Kaiser"
"557",708,1055,4,"Aetna Life Insurance Company (MD/DC)","MD","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"558",709,1152,4,"Aetna Life Insurance Company (Pennsylvania)","MD","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"559",710,1248,4,"UnitedHealthcare Insurance","MD","HMO","No",4,5,4,"Medicare","United"
"560",711,1346,3.5,"Humana Insurance (Ohio)","MD","PPO","Yes",3.5,3.5,3,"Medicare","Humana"
"561",712,1444,3.5,"UnitedHealthcare Insurance","MD","PPO","Yes",3,3.5,3,"Medicare","United"
"562",713,1544,3,"Aetna Health (Pennsylvania) - Maryland","MD","HMO","Yes",2.5,2.5,2.5,"Medicare","Aetna"
"563",714,1640,3,"Bravo Health Mid-Atlantic","MD","HMO","Yes",2,2.5,2.5,"Medicare","Other"
"564",715,1739,2,"UnitedHealthcare Insurance †","MD","PPO","No",2,1,2.5,"Medicare","United"
"565",716,957,4.5,"Jai Medical Systems","MD","HMO","Yes",NA,4,4,"Medicaid","Other"
"566",717,1056,4,"AMERIGROUP Maryland","MD","HMO","Yes",3,3.5,3,"Medicaid","Other"
"567",718,1153,4,"MedStar Family Choice","MD","HMO","Yes",3,3.5,3.5,"Medicaid","Other"
"568",719,1249,4,"Priority Partners","MD","HMO","Yes",3.5,3.5,3.5,"Medicaid","Other"
"569",720,1347,3.5,"UnitedHealthcare Community Plan","MD","HMO","Yes",2.5,3,3,"Medicaid","United"
"570",721,1445,3,"Maryland Physicians Care","MD","HMO","Yes (Interim)",3,3.5,3,"Medicaid","Other"
"571",724,958,5,"Harvard Pilgrim Health Care","MA","HMO/POS","Yes",4,4.5,4.5,"Commercial","Other"
"572",725,1057,5,"Harvard Pilgrim Health Care","MA","PPO","Yes",4,4.5,4.5,"Commercial","Other"
"573",726,1154,5,"Harvard Pilgrim Insurance","MA","PPO","Yes",4,4.5,4.5,"Commercial","Other"
"574",727,1250,5,"Tufts Associated Health Maintenance Organization","MA","HMO/POS","Yes",3.5,4.5,4.5,"Commercial","Other"
"575",728,1348,5,"Tufts Benefit Administrators","MA","PPO","Yes",4,4.5,4.5,"Commercial","Other"
"576",729,1446,4.5,"Blue Cross and Blue Shield of Massachusetts","MA","PPO","Yes",3.5,4.5,4.5,"Commercial","Blue"
"577",730,1546,4.5,"Blue Cross and Blue Shield of Massachusetts HMO Blue","MA","HMO/POS","Yes",3,4.5,4.5,"Commercial","Blue"
"578",731,1642,4.5,"Fallon Health","MA","HMO/POS","Yes",3,4.5,3.5,"Commercial","Other"
"579",732,1740,4.5,"Health New England","MA","HMO/POS","Yes",3,4.5,4.5,"Commercial","Other"
"580",733,1837,4,"Cigna Health and Life Insurance","MA","HMO/POS/PPO","Yes",2.5,4.5,3.5,"Commercial","Cigna"
"581",734,1935,4,"ConnectiCare of Massachusetts","MA","HMO/POS","Yes",3,4,3.5,"Commercial","Other"
"582",735,2030,4,"Connecticut General Life Insurance (Cigna)","MA","HMO/POS/PPO","Yes",2.5,4.5,3.5,"Commercial","Connecticut General"
"583",736,2129,4,"Neighborhood Health Plan","MA","HMO","Yes",2,4.5,3.5,"Commercial","Other"
"584",737,2227,3.5,"UnitedHealthcare Insurance","MA","PPO","Yes",3.5,3,2.5,"Commercial","United"
"585",738,2325,3.5,"UnitedHealthCare Services","MA","PPO","Yes",3.5,3,2.5,"Commercial","United"
"586",739,2423,3,"Aetna Life Insurance Company (Massachusetts)","MA","PPO","Yes",2.5,2.5,2.5,"Commercial","Aetna"
"587",745,959,4.5,"Blue Cross and Blue Shield of Massachusetts","MA","PPO","Yes",4,4,4,"Medicare","Blue"
"588",746,1058,4.5,"Blue Cross and Blue Shield of Massachusetts HMO Blue","MA","HMO","Yes",4.5,4.5,4,"Medicare","Blue"
"589",747,1155,4.5,"Health New England","MA","HMO/POS","Yes",4.5,4,4.5,"Medicare","Other"
"590",748,1251,4,"Aetna Health (Pennsylvania)","MA","HMO","Yes",3.5,4,3,"Medicare","Aetna"
"591",749,1349,4,"Aetna Health (Pennsylvania) - Massachusetts","MA","HMO","Yes",3.5,4,3,"Medicare","Aetna"
"592",750,1447,4,"Aetna Life Insurance Company (Massachusetts)","MA","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"593",751,1547,4,"Aetna Life Insurance Company (Pennsylvania)","MA","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"594",752,1643,4,"Fallon Health","MA","HMO","Yes",3.5,4,3.5,"Medicare","Other"
"595",753,1741,4,"UnitedHealthcare Insurance","MA","HMO","No",4,5,4,"Medicare","United"
"596",754,1838,4,"UnitedHealthcare Insurance (Regional)","MA","PPO","Yes",3,3.5,3.5,"Medicare","United"
"597",755,1936,3.5,"UnitedHealthcare Insurance","MA","HMO/POS","No",3,3.5,3.5,"Medicare","United"
"598",756,2031,3.5,"UnitedHealthcare Insurance","MA","PPO","Yes",3,3.5,3,"Medicare","United"
"599",757,2130,3,"Senior Whole Health (H2224) †","MA","HMO","No",2,3.5,3,"Medicare","Other"
"600",758,2228,3,"UnitedHealthcare Insurance of Massachusetts †","MA","HMO","No",2,3.5,3.5,"Medicare","United"
"601",764,960,4.5,"Fallon Health","MA","HMO","Yes",4,4.5,4,"Medicaid","Other"
"602",765,1059,4.5,"Neighborhood Health Plan","MA","HMO","Yes",3.5,4.5,4,"Medicaid","Other"
"603",766,1156,4.5,"THP-Network Health","MA","HMO","Yes",3,4.5,4,"Medicaid","Other"
"604",767,1252,4,"Boston Medical Center HealthNet Plan","MA","HMO","Yes",3,4,3.5,"Medicaid","Other"
"605",768,1350,4,"Health New England","MA","HMO","Yes",2.5,4,4,"Medicaid","Other"
"606",769,1448,2.5,"CeltiCare Health Plan of Massachusetts","MA","HMO","Yes",2.5,NA,2.5,"Medicaid","Other"
"607",770,961,4.5,"Grand Valley Health Plan","MI","HMO","Yes",4.5,4.5,3.5,"Commercial","Other"
"608",771,1060,4.5,"HealthPlus of Michigan","MI","HMO/POS","Yes",5,4,4,"Commercial","Other"
"609",772,1157,4.5,"Priority Health","MI","HMO/POS","Yes",4,4,4,"Commercial","Other"
"610",773,1253,4,"Blue Care Network of Michigan","MI","HMO","Yes",3.5,3.5,3.5,"Commercial","Blue"
"611",774,1351,4,"Health Alliance Plan of Michigan","MI","HMO/POS","Yes",3,3.5,3.5,"Commercial","Health Alliance"
"612",775,1449,4,"Physicians Health Plan","MI","HMO/POS","No",3,4.5,4,"Commercial","Other"
"613",776,1548,3.5,"Blue Cross Blue Shield of Michigan","MI","PPO","Yes",4,3,2.5,"Commercial","Blue"
"614",777,1644,3.5,"McLaren Health Plan","MI","HMO/POS","Yes",2.5,3,3.5,"Commercial","Other"
"615",778,1742,3.5,"United HealthCare Services","MI","PPO","Yes",3,3,2.5,"Commercial","United"
"616",779,1839,3.5,"UnitedHealthcare Insurance","MI","PPO","Yes",3,3,2.5,"Commercial","United"
"617",780,1937,3,"Aetna Life Insurance Company (Michigan)","MI","PPO","Yes",3.5,2,2,"Commercial","Aetna"
"618",781,2032,3,"Alliance Health and Life","MI","PPO","Yes",2.5,3,3,"Commercial","Other"
"619",782,2131,3,"Priority Health Insurance","MI","PPO","Yes",2.5,3,2,"Commercial","Other"
"620",783,2229,2.5,"Total Health Care USA","MI","HMO/POS","Yes",1.5,2.5,2,"Commercial","Other"
"621",787,962,4.5,"Blue Care Network of Michigan","MI","HMO/POS","Yes",3.5,3.5,4,"Medicare","Blue"
"622",788,1061,4.5,"Paramount Health Care","MI","HMO","Yes",4,4,4,"Medicare","Other"
"623",789,1158,4.5,"Priority Health","MI","HMO/POS","Yes",4,4,3.5,"Medicare","Other"
"624",790,1254,4,"Aetna Life Insurance Company (Michigan)","MI","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"625",791,1352,4,"Aetna Life Insurance Company (Pennsylvania)","MI","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"626",792,1450,4,"Health Alliance Plan of Michigan","MI","HMO/POS","Yes",3,3.5,3.5,"Medicare","Health Alliance"
"627",793,1549,4,"HealthPlus of Michigan","MI","HMO/POS","Yes",3,4,3.5,"Medicare","Other"
"628",794,1645,4,"Humana Insurance (Wisconsin)","MI","PPO","Yes",3.5,4,3.5,"Medicare","Humana"
"629",795,1743,4,"Priority Health","MI","PPO","Yes",4,4,3.5,"Medicare","Other"
"630",796,1840,4,"UnitedHealthcare Insurance","MI","HMO","No",4,5,4,"Medicare","United"
"631",797,1938,3.5,"Alliance Health and Life","MI","PPO","Yes",3,3.5,3,"Medicare","Other"
"632",798,2033,3.5,"Blue Cross Blue Shield of Michigan","MI","PPO","No",3.5,3.5,3,"Medicare","Blue"
"633",799,2132,3.5,"HealthPlus of Michigan","MI","PPO","No",4,3.5,3,"Medicare","Other"
"634",800,2230,3.5,"UnitedHealthcare Insurance","MI","PPO","Yes",3,3.5,3,"Medicare","United"
"635",801,2328,3,"Humana Insurance","MI","PPO","No",4,3,3,"Medicare","Humana"
"636",802,2426,2.5,"Molina Healthcare of Michigan †","MI","HMO","No",2,2.5,3,"Medicare","Molina"
"637",808,963,4.5,"Priority Health","MI","HMO","Yes",4,4,3.5,"Medicaid","Other"
"638",809,1062,4.5,"Upper Peninsula Health Plan","MI","HMO","Yes",4,4,4,"Medicaid","Other"
"639",810,1159,4,"Blue Cross Complete of Michigan","MI","HMO","Yes",3.5,3.5,3.5,"Medicaid","Blue"
"640",811,1255,4,"HealthPlus of Michigan","MI","HMO","Yes",3,3.5,3.5,"Medicaid","Other"
"641",812,1353,4,"Meridian Health Plan of Michigan","MI","HMO","Yes",3,4,3.5,"Medicaid","Other"
"642",813,1451,4,"Molina Healthcare of Michigan","MI","HMO","Yes",3.5,3.5,3.5,"Medicaid","Molina"
"643",814,1550,4,"UnitedHealthcare Community Plan","MI","HMO","Yes",3,3.5,3.5,"Medicaid","United"
"644",815,1646,3.5,"Aetna Better Health of Michigan (CoventryCares)","MI","HMO","Yes",2.5,3,2.5,"Medicaid","Coventry"
"645",816,1744,3.5,"McLaren Health Plan","MI","HMO","Yes",2.5,3,3,"Medicaid","Other"
"646",817,1841,3.5,"Midwest Health Plan","MI","HMO","Yes",2.5,3.5,3.5,"Medicaid","Other"
"647",818,1939,3.5,"Physicians Health Plan","MI","HMO","No",2.5,4,3.5,"Medicaid","Other"
"648",819,2034,3,"Total Health Care","MI","HMO","Yes",3,2.5,2.5,"Medicaid","Other"
"649",820,2133,2.5,"Harbor Health Plan","MI","HMO","No",NA,2,NA,"Medicaid","Other"
"650",821,964,4.5,"Group Health Plan","MN","HMO/POS/PPO","Yes",4,4,4.5,"Commercial","Group Health"
"651",822,1063,4.5,"HealthPartners","MN","HMO/POS/PPO","Yes",4,4,4.5,"Commercial","Other"
"652",823,1160,4.5,"HealthPartners Administrators","MN","HMO/POS/PPO","Yes",4,4,4.5,"Commercial","Other"
"653",824,1256,4,"Blue Cross Blue Shield of Minnesota","MN","PPO","Yes",3,3.5,3.5,"Commercial","Blue"
"654",825,1354,4,"Medica","MN","HMO/POS","Yes",3,3.5,4,"Commercial","Other"
"655",826,1452,4,"Medica Insurance Company (MIC)","MN","PPO","Yes",3,3.5,4,"Commercial","Medica "
"656",827,1551,4,"Medica Self-Insured (MSI)","MN","PPO","Yes",3,3.5,4,"Commercial","Medica "
"657",828,1647,3.5,"PreferredOne Community Health Plan","MN","POS","Yes",2.5,2.5,4,"Commercial","Other"
"658",829,1745,2.5,"Aetna Life Insurance Company (Minnesota)","MN","PPO","Yes",3,2,2,"Commercial","Aetna"
"659",834,965,5,"Group Health Plan (Cost)","MN","HMO","Yes",4.5,4.5,4,"Medicare","Group Health"
"660",835,1064,4.5,"UCare Minnesota","MN","HMO/POS","Yes",5,4,4,"Medicare","Other"
"661",836,1161,4,"Aetna Life Insurance Company (Pennsylvania)","MN","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"662",837,1257,4,"Medica (Cost)","MN","HMO","No",4,3.5,4,"Medicare","Medica "
"663",838,1355,3.5,"Blue Plus †","MN","HMO","No",4,3,3,"Medicare","Blue"
"664",839,1453,3.5,"HealthPartners (MSHO) †","MN","HMO","No",3.5,3,4,"Medicare","Other"
"665",840,1552,3.5,"Humana Insurance (Ohio)","MN","PPO","Yes",3.5,3.5,3,"Medicare","Humana"
"666",841,1648,3.5,"UnitedHealthcare Insurance","MN","PPO","Yes",3,3.5,3,"Medicare","United"
"667",847,966,4,"Blue Plus (MN Care)","MN","HMO","Yes",3.5,2.5,4,"Medicaid","Blue"
"668",848,1065,4,"Blue Plus (PMAP)","MN","HMO","Yes",4,3,3.5,"Medicaid","Blue"
"669",849,1162,4,"Medica","MN","HMO","Yes",3.5,3.5,4,"Medicaid","Other"
"670",862,967,4,"Cigna HealthCare of Tennessee","MS","HMO/POS","Yes",4,3,3,"Commercial","Cigna"
"671",863,1066,2.5,"United HealthCare Services","MS","PPO","Yes",3,1.5,2,"Commercial","United"
"672",864,1163,2.5,"UnitedHealthcare Insurance","MS","PPO","Yes",3,1.5,2,"Commercial","United"
"673",865,1259,2,"Aetna Life Insurance Company (Mississippi)","MS","PPO","Yes",3,1.5,1.5,"Commercial","Aetna"
"674",866,1357,1.5,"Cigna Health and Life Insurance","MS","PPO","Yes",3,1,NA,"Commercial","Cigna"
"675",867,1455,1.5,"Connecticut General Life Insurance (Cigna)","MS","PPO","Yes",3,1,NA,"Commercial","Connecticut General"
"676",870,968,4,"Aetna Life Insurance Company (Mississippi)","MS","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"677",871,1067,4,"Aetna Life Insurance Company (Pennsylvania)","MS","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"678",872,1164,4,"Humana Medical Plan - Florida","MS","HMO","Yes",3,4,3.5,"Medicare","Humana"
"679",873,1260,3.5,"HealthSpring of Tennessee (H4454)","MS","HMO","No",3.5,4,3.5,"Medicare","HealthSpring"
"680",874,1358,3.5,"Humana Insurance (Ohio)","MS","PPO","Yes",3.5,3.5,3,"Medicare","Humana"
"681",875,1456,3.5,"UnitedHealthcare Insurance","MS","PPO","Yes",3,3.5,3,"Medicare","United"
"682",876,1555,3,"HealthSpring of Tennessee (H1415)","MS","HMO","No",3.5,2.5,3,"Medicare","HealthSpring"
"683",877,1651,3,"HealthSpring of Tennessee (H4407)","MS","HMO","No",3,4,3,"Medicare","HealthSpring"
"684",878,1748,3,"Humana Insurance","MS","PPO","No",4,3,3,"Medicare","Humana"
"685",879,1845,1.5,"Windsor Health Plan (TN)","MS","HMO","No",2,1.5,1.5,"Medicare","Other"
"686",880,969,2.5,"Magnolia Health Plan","MS","HMO","Yes",3,1.5,2,"Medicaid","Other"
"687",881,1068,2.5,"UnitedHealthcare Community Plan (CAN)","MS","HMO","Yes",3.5,1.5,1.5,"Medicaid","United"
"688",882,970,4,"Blue Cross and Blue Shield of Kansas City, Good Health HMO","MO","HMO","Yes",4,3,3.5,"Commercial","Blue"
"689",883,1069,3.5,"Anthem Blue Cross and Blue Shield in Missouri","MO","HMO/POS","Yes",3,2.5,3.5,"Commercial","Anthem"
"690",884,1165,3.5,"Blue Cross and Blue Shield of Kansas City","MO","PPO","Yes",3.5,2.5,3,"Commercial","Blue"
"691",885,1261,3.5,"Cigna Health and Life Insurance","MO","PPO","Yes",3.5,3,3.5,"Commercial","Cigna"
"692",886,1359,3.5,"Connecticut General Life Insurance (Cigna)","MO","PPO","Yes",3.5,3,3.5,"Commercial","Connecticut General"
"693",887,1457,3.5,"Coventry Health Care of Kansas","MO","HMO/POS","Yes",3.5,2.5,3,"Commercial","Coventry"
"694",888,1556,3.5,"Coventry Health Care of Missouri","MO","HMO/POS","Yes",4,3,3,"Commercial","Coventry"
"695",889,1652,3.5,"Humana Health Plan - Kansas City","MO","HMO/POS","Yes",4.5,2.5,2.5,"Commercial","Humana"
"696",890,1749,3,"Aetna Health (Pennsylvania) - Missouri","MO","HMO/POS","Yes",NA,2,2.5,"Commercial","Aetna"
"697",891,1846,3,"Coventry Health and Life Insurance Company (Missouri)","MO","PPO","Yes",3.5,2.5,2.5,"Commercial","Coventry"
"698",892,1943,3,"Humana Health Plan","MO","HMO/POS","Yes",1.5,3,2.5,"Commercial","Humana"
"699",893,2038,3,"Humana Insurance (KS, MO)","MO","PPO","Yes",2,2.5,2.5,"Commercial","Humana"
"700",894,2137,3,"United HealthCare Services","MO","PPO","Yes",3,2.5,2.5,"Commercial","United"
"701",895,2232,3,"UnitedHealthcare Insurance","MO","PPO","Yes",3,2.5,2.5,"Commercial","United"
"702",896,2330,2.5,"Aetna Life Insurance Company (Missouri)","MO","PPO","Yes",3.5,1.5,2,"Commercial","Aetna"
"703",897,2427,2,"Cigna HealthCare of St. Louis","MO","HMO/POS","Yes",3,1.5,NA,"Commercial","Cigna"
"704",898,2523,2,"Coventry Health and Life Insurance Company (Kansas)","MO","PPO","Yes",2.5,1.5,1.5,"Commercial","Coventry"
"705",903,971,4,"Aetna Health (Pennsylvania)","MO","HMO","Yes",3.5,4,3,"Medicare","Aetna"
"706",904,1070,4,"Aetna Health (Pennsylvania) - Missouri","MO","HMO","Yes",3.5,4,3,"Medicare","Aetna"
"707",905,1166,4,"Aetna Life Insurance Company (Missouri)","MO","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"708",906,1262,4,"Aetna Life Insurance Company (Pennsylvania)","MO","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"709",907,1360,4,"Essence Healthcare","MO","HMO","No",5,4.5,3.5,"Medicare","Other"
"710",908,1458,4,"Humana Health Plan","MO","HMO","Yes",3.5,3.5,3.5,"Medicare","Humana"
"711",909,1557,4,"Humana Health Plan - Kansas City","MO","HMO","Yes",3.5,3.5,3.5,"Medicare","Humana"
"712",910,1653,3.5,"Coventry Health Care of Kansas","MO","HMO","No",3,3.5,3.5,"Medicare","Coventry"
"713",911,1750,3.5,"Coventry Health Care of Missouri (H2663)","MO","HMO/POS","No",3.5,4.5,3.5,"Medicare","Coventry"
"714",912,1847,3.5,"Coventry Health Care of Missouri (H2667)","MO","HMO/POS","No",4,4.5,3.5,"Medicare","Coventry"
"715",913,1944,3.5,"Humana Insurance (KS, MO)","MO","PPO","Yes",3.5,3,3,"Medicare","Humana"
"716",914,2039,3.5,"Humana Insurance (Ohio)","MO","PPO","Yes",3.5,3.5,3,"Medicare","Humana"
