"","x","x1","rating","plan","abbreviation","type","ncqa","consumersat","prevention","treatment","instype","plantype"
"478",608,1537,3,"Humana Health Plan - Kentucky","KY","PPO","Yes",3,3,2.5,"Commercial","Humana"
"479",609,1633,2.5,"Aetna Life Insurance Company (Kentucky)","KY","PPO","Yes",2.5,2,1.5,"Commercial","Aetna"
"480",610,1732,2.5,"Anthem Blue Cross and Blue Shield in Kentucky","KY","PPO","Yes",2.5,2,1.5,"Commercial","Anthem"
"481",611,1831,2,"Cigna Health and Life Insurance","KY","PPO","Yes",3,1.5,1,"Commercial","Cigna"
"482",612,1930,2,"Connecticut General Life Insurance (Cigna)","KY","PPO","Yes",3,1.5,1,"Commercial","Connecticut General"
"483",618,948,4,"Aetna Health (Pennsylvania)","KY","HMO","Yes",3.5,4,3,"Medicare","Aetna"
"484",619,1047,4,"Aetna Life Insurance Company (Kentucky)","KY","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"485",620,1144,4,"Aetna Life Insurance Company (Pennsylvania)","KY","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"486",621,1240,4,"Humana Health Plan","KY","HMO","Yes",3.5,3.5,3.5,"Medicare","Humana"
"487",622,1339,3.5,"Humana Health Plan - Kentucky","KY","HMO","Yes",3,3,3,"Medicare","Humana"
"488",623,1438,3.5,"Humana Healthplan of Ohio","KY","HMO","Yes",3.5,3,3.5,"Medicare","Humana"
"489",624,1538,3.5,"Humana Insurance (Ohio)","KY","PPO","Yes",3.5,3.5,3,"Medicare","Humana"
"490",625,1634,3.5,"Humana Insurance Company (Kentucky)","KY","PPO","Yes",3.5,3.5,3,"Medicare","Humana"
"491",626,1733,3.5,"UnitedHealthcare Insurance","KY","PPO","Yes",3,3.5,3,"Medicare","United"
"492",627,1832,3.5,"UnitedHealthcare of Ohio","KY","HMO/POS","Yes",3.5,3,3,"Medicare","United"
"493",628,1931,3,"Humana Insurance","KY","PPO","No",4,3,3,"Medicare","Humana"
"494",629,2027,3,"Humana Insurance (Indiana)","KY","PPO","No",4,3,3,"Medicare","Humana"
"495",630,2126,2.5,"WellCare of Kentucky","KY","HMO/POS","Yes",1.5,2,2.5,"Medicare","WellCare"
"496",632,949,4,"Passport Health Plan","KY","HMO","Yes",4,4,3,"Medicaid","Other"
"497",633,1048,3.5,"CoventryCares of Kentucky","KY","HMO","Yes",3.5,2.5,3,"Medicaid","Coventry"
"498",634,1145,3.5,"WellCare of Kentucky","KY","HMO","Yes",4,2.5,3,"Medicaid","WellCare"
"499",635,1241,2.5,"Anthem Blue Cross and Blue Shield in Kentucky","KY","HMO","No",3.5,NA,2.5,"Medicaid","Anthem"
"500",636,1340,2,"Humana Health Plan (HHP)","KY","HMO","No",3,2,2.5,"Medicaid","Humana"
"501",637,950,3.5,"Humana Health Benefit Plan of Louisiana","LA","HMO/POS","Yes",3,3,2.5,"Commercial","Humana"
"502",638,1049,3,"Coventry Health Care of Louisiana","LA","HMO/POS","Yes",3,3,2.5,"Commercial","Coventry"
"503",639,1146,3,"United HealthCare Services","LA","PPO","Yes",3,2,2,"Commercial","United"
"504",640,1242,3,"UnitedHealthcare Insurance","LA","PPO","Yes",3,2,2,"Commercial","United"
"505",641,1341,3,"Vantage Health Plan","LA","HMO/POS","Yes (Interim)",4,2.5,3,"Commercial","Other"
"506",642,1439,2.5,"Aetna Life Insurance Company (Louisiana)","LA","PPO","Yes",4.5,2,1.5,"Commercial","Aetna"
"507",643,1539,2,"Cigna Health and Life Insurance","LA","PPO","Yes",3.5,1.5,NA,"Commercial","Cigna"
"508",644,1635,2,"Connecticut General Life Insurance (Cigna)","LA","PPO","Yes",3.5,1.5,NA,"Commercial","Connecticut General"
"509",651,951,4,"Aetna Life Insurance Company (Pennsylvania)","LA","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"510",652,1050,4,"Humana Health Benefit Plan of Louisiana","LA","HMO","Yes",4,3.5,3,"Medicare","Humana"
"511",653,1147,4,"Peoples Health Network","LA","HMO","Yes",3,4,3.5,"Medicare","Health Net"
"512",654,1243,3.5,"Humana Insurance (Ohio)","LA","PPO","Yes",3.5,3.5,3,"Medicare","Humana"
"513",655,1342,3.5,"UnitedHealthcare Insurance","LA","PPO","Yes",3,3.5,3,"Medicare","United"
"514",656,1440,3,"Humana Insurance","LA","PPO","No",4,3,3,"Medicare","Humana"
"515",657,1540,3,"Vantage Health Plan (H5576)","LA","HMO/POS","Yes (Interim)",3.5,3,3,"Medicare","Other"
"516",658,1636,2,"WellCare of Louisiana","LA","HMO","No",2.5,2,2,"Medicare","WellCare"
"517",660,952,3,"AmeriHealth Caritas Louisiana","LA","HMO","Yes",4,2.5,2,"Medicaid","Other"
"518",664,953,5,"Harvard Pilgrim Health Care","ME","HMO/POS","Yes",4,4.5,4.5,"Commercial","Other"
"519",665,1052,4.5,"Anthem Blue Cross and Blue Shield in Maine","ME","HMO/POS","Yes",4,4,4,"Commercial","Anthem"
"520",666,1149,4.5,"Martin's Point US Family Health Plan","ME","HMO","Yes",5,3.5,4.5,"Commercial","Other"
"521",667,1245,4,"Aetna Health (Maine)","ME","HMO/POS","Yes",3.5,3.5,3.5,"Commercial","Aetna"
"522",668,1343,4,"Cigna Health and Life Insurance","ME","HMO/POS/PPO","Yes",4,4,3,"Commercial","Cigna"
"523",669,1441,4,"Connecticut General Life Insurance (Cigna)","ME","HMO/POS/PPO","Yes",4,4,3,"Commercial","Connecticut General"
"524",670,1541,2.5,"Aetna Life Insurance Company (Maine)","ME","PPO","Yes",3,2,2.5,"Commercial","Aetna"
"525",675,954,4.5,"Martin's Point Generations","ME","HMO/POS","Yes",4.5,4,3.5,"Medicare","Other"
"526",676,1053,4.5,"Martin's Point Generations","ME","PPO","Yes",4.5,3.5,3.5,"Medicare","Other"
"527",677,1150,4.5,"UnitedHealthcare Insurance","ME","PPO","Yes",4,4,3.5,"Medicare","United"
"528",678,1246,4,"Aetna Health (Maine)","ME","HMO","Yes",3.5,4,3.5,"Medicare","Aetna"
"529",679,1344,4,"Aetna Life Insurance Company (Maine)","ME","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"530",680,1442,4,"Aetna Life Insurance Company (Pennsylvania)","ME","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"531",681,1542,3.5,"UnitedHealthcare Insurance","ME","PPO","Yes",3,3.5,3,"Medicare","United"
"532",682,1638,3,"American Progressive Life & Health Insurance of New York","ME","PPO","No",3.5,3,3,"Medicare","Other"
"533",683,1737,3,"Northeast Community Care","ME","HMO","No",3.5,3,3,"Medicare","Other"
"534",686,955,5,"Kaiser Foundation Health Plan of the Mid-Atlantic States","MD","HMO","Yes",4,4.5,4.5,"Commercial","Kaiser"
"535",687,1054,4.5,"Johns Hopkins US Family Health Plan","MD","HMO","Yes",4,4,4,"Commercial","Other"
"536",688,1151,4,"Johns Hopkins Employer Health Programs","MD","POS","Yes",2.5,4,3,"Commercial","Other"
"537",689,1247,3.5,"Aetna Health (Pennsylvania) - Maryland","MD","HMO/POS","Yes",3.5,3,3,"Commercial","Aetna"
"538",690,1345,3.5,"Aetna Life Insurance Company (MD/DC)","MD","PPO","Yes",2.5,3,3,"Commercial","Aetna"
"539",691,1443,3.5,"CareFirst BlueChoice","MD","HMO/POS","Yes",3,3,2.5,"Commercial","Blue"
"540",692,1543,3.5,"CareFirst of Maryland","MD","HMO/POS","Yes",3,3,2.5,"Commercial","Other"
"541",693,1639,3.5,"Cigna Health and Life Insurance","MD","HMO/POS/PPO","Yes",3,3.5,3,"Commercial","Cigna"
"542",694,1738,3.5,"Connecticut General Life Insurance (Cigna)","MD","HMO/POS/PPO","Yes",3,3.5,3,"Commercial","Connecticut General"
"543",695,1836,3.5,"Coventry Health Care of Delaware","MD","HMO/POS","Yes",3,3.5,3,"Commercial","Coventry"
"544",696,1934,3.5,"Group Hospitalization and Medical Services","MD","HMO/POS","Yes",3,3,2.5,"Commercial","Other"
"545",697,2029,3.5,"MD - Individual Practice Association","MD","HMO/POS","Yes",4,3.5,2,"Commercial","Other"
"546",698,2128,3.5,"UnitedHealthcare of the Mid-Atlantic","MD","HMO/POS","Yes",3,3.5,2,"Commercial","United"
"547",699,2226,3,"CareFirst of Maryland","MD","PPO","Yes",2.5,3,2.5,"Commercial","Other"
"548",700,2324,3,"Group Hospitalization and Medical Services","MD","PPO","Yes",2.5,3,2.5,"Commercial","Other"
"549",701,2422,3,"Mamsi Life and Health Insurance","MD","PPO","No",3,3.5,3,"Commercial","Other"
"550",702,2518,3,"Optimum Choice","MD","HMO/POS","Yes",2.5,3,2,"Commercial","Other"
"551",703,2616,3,"United HealthCare Services","MD","PPO","Yes",3,3,2,"Commercial","United"
"552",704,2713,3,"UnitedHealthcare Insurance","MD","PPO","Yes",3,3,2,"Commercial","United"
"553",707,956,5,"Kaiser Foundation Health Plan of the Mid-Atlantic States","MD","HMO","Yes",3.5,5,4.5,"Medicare","Kaiser"
"554",708,1055,4,"Aetna Life Insurance Company (MD/DC)","MD","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"555",709,1152,4,"Aetna Life Insurance Company (Pennsylvania)","MD","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"556",710,1248,4,"UnitedHealthcare Insurance","MD","HMO","No",4,5,4,"Medicare","United"
"557",711,1346,3.5,"Humana Insurance (Ohio)","MD","PPO","Yes",3.5,3.5,3,"Medicare","Humana"
"558",712,1444,3.5,"UnitedHealthcare Insurance","MD","PPO","Yes",3,3.5,3,"Medicare","United"
"559",713,1544,3,"Aetna Health (Pennsylvania) - Maryland","MD","HMO","Yes",2.5,2.5,2.5,"Medicare","Aetna"
"560",714,1640,3,"Bravo Health Mid-Atlantic","MD","HMO","Yes",2,2.5,2.5,"Medicare","Other"
"561",715,1739,2,"UnitedHealthcare Insurance †","MD","PPO","No",2,1,2.5,"Medicare","United"
"562",717,1056,4,"AMERIGROUP Maryland","MD","HMO","Yes",3,3.5,3,"Medicaid","Other"
"563",718,1153,4,"MedStar Family Choice","MD","HMO","Yes",3,3.5,3.5,"Medicaid","Other"
"564",719,1249,4,"Priority Partners","MD","HMO","Yes",3.5,3.5,3.5,"Medicaid","Other"
"565",720,1347,3.5,"UnitedHealthcare Community Plan","MD","HMO","Yes",2.5,3,3,"Medicaid","United"
"566",721,1445,3,"Maryland Physicians Care","MD","HMO","Yes (Interim)",3,3.5,3,"Medicaid","Other"
"567",724,958,5,"Harvard Pilgrim Health Care","MA","HMO/POS","Yes",4,4.5,4.5,"Commercial","Other"
"568",725,1057,5,"Harvard Pilgrim Health Care","MA","PPO","Yes",4,4.5,4.5,"Commercial","Other"
"569",726,1154,5,"Harvard Pilgrim Insurance","MA","PPO","Yes",4,4.5,4.5,"Commercial","Other"
"570",727,1250,5,"Tufts Associated Health Maintenance Organization","MA","HMO/POS","Yes",3.5,4.5,4.5,"Commercial","Other"
"571",728,1348,5,"Tufts Benefit Administrators","MA","PPO","Yes",4,4.5,4.5,"Commercial","Other"
"572",729,1446,4.5,"Blue Cross and Blue Shield of Massachusetts","MA","PPO","Yes",3.5,4.5,4.5,"Commercial","Blue"
"573",730,1546,4.5,"Blue Cross and Blue Shield of Massachusetts HMO Blue","MA","HMO/POS","Yes",3,4.5,4.5,"Commercial","Blue"
"574",731,1642,4.5,"Fallon Health","MA","HMO/POS","Yes",3,4.5,3.5,"Commercial","Other"
"575",732,1740,4.5,"Health New England","MA","HMO/POS","Yes",3,4.5,4.5,"Commercial","Other"
"576",733,1837,4,"Cigna Health and Life Insurance","MA","HMO/POS/PPO","Yes",2.5,4.5,3.5,"Commercial","Cigna"
"577",734,1935,4,"ConnectiCare of Massachusetts","MA","HMO/POS","Yes",3,4,3.5,"Commercial","Other"
"578",735,2030,4,"Connecticut General Life Insurance (Cigna)","MA","HMO/POS/PPO","Yes",2.5,4.5,3.5,"Commercial","Connecticut General"
"579",736,2129,4,"Neighborhood Health Plan","MA","HMO","Yes",2,4.5,3.5,"Commercial","Other"
"580",737,2227,3.5,"UnitedHealthcare Insurance","MA","PPO","Yes",3.5,3,2.5,"Commercial","United"
"581",738,2325,3.5,"UnitedHealthCare Services","MA","PPO","Yes",3.5,3,2.5,"Commercial","United"
"582",739,2423,3,"Aetna Life Insurance Company (Massachusetts)","MA","PPO","Yes",2.5,2.5,2.5,"Commercial","Aetna"
"583",745,959,4.5,"Blue Cross and Blue Shield of Massachusetts","MA","PPO","Yes",4,4,4,"Medicare","Blue"
"584",746,1058,4.5,"Blue Cross and Blue Shield of Massachusetts HMO Blue","MA","HMO","Yes",4.5,4.5,4,"Medicare","Blue"
"585",747,1155,4.5,"Health New England","MA","HMO/POS","Yes",4.5,4,4.5,"Medicare","Other"
"586",748,1251,4,"Aetna Health (Pennsylvania)","MA","HMO","Yes",3.5,4,3,"Medicare","Aetna"
"587",749,1349,4,"Aetna Health (Pennsylvania) - Massachusetts","MA","HMO","Yes",3.5,4,3,"Medicare","Aetna"
"588",750,1447,4,"Aetna Life Insurance Company (Massachusetts)","MA","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"589",751,1547,4,"Aetna Life Insurance Company (Pennsylvania)","MA","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"590",752,1643,4,"Fallon Health","MA","HMO","Yes",3.5,4,3.5,"Medicare","Other"
"591",753,1741,4,"UnitedHealthcare Insurance","MA","HMO","No",4,5,4,"Medicare","United"
"592",754,1838,4,"UnitedHealthcare Insurance (Regional)","MA","PPO","Yes",3,3.5,3.5,"Medicare","United"
"593",755,1936,3.5,"UnitedHealthcare Insurance","MA","HMO/POS","No",3,3.5,3.5,"Medicare","United"
"594",756,2031,3.5,"UnitedHealthcare Insurance","MA","PPO","Yes",3,3.5,3,"Medicare","United"
"595",757,2130,3,"Senior Whole Health (H2224) †","MA","HMO","No",2,3.5,3,"Medicare","Other"
"596",758,2228,3,"UnitedHealthcare Insurance of Massachusetts †","MA","HMO","No",2,3.5,3.5,"Medicare","United"
"597",764,960,4.5,"Fallon Health","MA","HMO","Yes",4,4.5,4,"Medicaid","Other"
"598",765,1059,4.5,"Neighborhood Health Plan","MA","HMO","Yes",3.5,4.5,4,"Medicaid","Other"
"599",766,1156,4.5,"THP-Network Health","MA","HMO","Yes",3,4.5,4,"Medicaid","Other"
"600",767,1252,4,"Boston Medical Center HealthNet Plan","MA","HMO","Yes",3,4,3.5,"Medicaid","Other"
"601",768,1350,4,"Health New England","MA","HMO","Yes",2.5,4,4,"Medicaid","Other"
"602",769,1448,2.5,"CeltiCare Health Plan of Massachusetts","MA","HMO","Yes",2.5,NA,2.5,"Medicaid","Other"
"603",770,961,4.5,"Grand Valley Health Plan","MI","HMO","Yes",4.5,4.5,3.5,"Commercial","Other"
"604",771,1060,4.5,"HealthPlus of Michigan","MI","HMO/POS","Yes",5,4,4,"Commercial","Other"
"605",772,1157,4.5,"Priority Health","MI","HMO/POS","Yes",4,4,4,"Commercial","Other"
"606",773,1253,4,"Blue Care Network of Michigan","MI","HMO","Yes",3.5,3.5,3.5,"Commercial","Blue"
"607",774,1351,4,"Health Alliance Plan of Michigan","MI","HMO/POS","Yes",3,3.5,3.5,"Commercial","Health Alliance"
"608",775,1449,4,"Physicians Health Plan","MI","HMO/POS","No",3,4.5,4,"Commercial","Other"
"609",776,1548,3.5,"Blue Cross Blue Shield of Michigan","MI","PPO","Yes",4,3,2.5,"Commercial","Blue"
"610",777,1644,3.5,"McLaren Health Plan","MI","HMO/POS","Yes",2.5,3,3.5,"Commercial","Other"
"611",778,1742,3.5,"United HealthCare Services","MI","PPO","Yes",3,3,2.5,"Commercial","United"
"612",779,1839,3.5,"UnitedHealthcare Insurance","MI","PPO","Yes",3,3,2.5,"Commercial","United"
"613",780,1937,3,"Aetna Life Insurance Company (Michigan)","MI","PPO","Yes",3.5,2,2,"Commercial","Aetna"
"614",781,2032,3,"Alliance Health and Life","MI","PPO","Yes",2.5,3,3,"Commercial","Other"
"615",782,2131,3,"Priority Health Insurance","MI","PPO","Yes",2.5,3,2,"Commercial","Other"
"616",783,2229,2.5,"Total Health Care USA","MI","HMO/POS","Yes",1.5,2.5,2,"Commercial","Other"
"617",787,962,4.5,"Blue Care Network of Michigan","MI","HMO/POS","Yes",3.5,3.5,4,"Medicare","Blue"
"618",788,1061,4.5,"Paramount Health Care","MI","HMO","Yes",4,4,4,"Medicare","Other"
"619",789,1158,4.5,"Priority Health","MI","HMO/POS","Yes",4,4,3.5,"Medicare","Other"
"620",790,1254,4,"Aetna Life Insurance Company (Michigan)","MI","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"621",791,1352,4,"Aetna Life Insurance Company (Pennsylvania)","MI","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"622",792,1450,4,"Health Alliance Plan of Michigan","MI","HMO/POS","Yes",3,3.5,3.5,"Medicare","Health Alliance"
"623",793,1549,4,"HealthPlus of Michigan","MI","HMO/POS","Yes",3,4,3.5,"Medicare","Other"
"624",794,1645,4,"Humana Insurance (Wisconsin)","MI","PPO","Yes",3.5,4,3.5,"Medicare","Humana"
"625",795,1743,4,"Priority Health","MI","PPO","Yes",4,4,3.5,"Medicare","Other"
"626",796,1840,4,"UnitedHealthcare Insurance","MI","HMO","No",4,5,4,"Medicare","United"
"627",797,1938,3.5,"Alliance Health and Life","MI","PPO","Yes",3,3.5,3,"Medicare","Other"
"628",798,2033,3.5,"Blue Cross Blue Shield of Michigan","MI","PPO","No",3.5,3.5,3,"Medicare","Blue"
"629",799,2132,3.5,"HealthPlus of Michigan","MI","PPO","No",4,3.5,3,"Medicare","Other"
"630",800,2230,3.5,"UnitedHealthcare Insurance","MI","PPO","Yes",3,3.5,3,"Medicare","United"
"631",801,2328,3,"Humana Insurance","MI","PPO","No",4,3,3,"Medicare","Humana"
"632",802,2426,2.5,"Molina Healthcare of Michigan †","MI","HMO","No",2,2.5,3,"Medicare","Molina"
"633",808,963,4.5,"Priority Health","MI","HMO","Yes",4,4,3.5,"Medicaid","Other"
"634",809,1062,4.5,"Upper Peninsula Health Plan","MI","HMO","Yes",4,4,4,"Medicaid","Other"
"635",810,1159,4,"Blue Cross Complete of Michigan","MI","HMO","Yes",3.5,3.5,3.5,"Medicaid","Blue"
"636",811,1255,4,"HealthPlus of Michigan","MI","HMO","Yes",3,3.5,3.5,"Medicaid","Other"
"637",812,1353,4,"Meridian Health Plan of Michigan","MI","HMO","Yes",3,4,3.5,"Medicaid","Other"
"638",813,1451,4,"Molina Healthcare of Michigan","MI","HMO","Yes",3.5,3.5,3.5,"Medicaid","Molina"
"639",814,1550,4,"UnitedHealthcare Community Plan","MI","HMO","Yes",3,3.5,3.5,"Medicaid","United"
"640",815,1646,3.5,"Aetna Better Health of Michigan (CoventryCares)","MI","HMO","Yes",2.5,3,2.5,"Medicaid","Coventry"
"641",816,1744,3.5,"McLaren Health Plan","MI","HMO","Yes",2.5,3,3,"Medicaid","Other"
"642",817,1841,3.5,"Midwest Health Plan","MI","HMO","Yes",2.5,3.5,3.5,"Medicaid","Other"
"643",818,1939,3.5,"Physicians Health Plan","MI","HMO","No",2.5,4,3.5,"Medicaid","Other"
"644",819,2034,3,"Total Health Care","MI","HMO","Yes",3,2.5,2.5,"Medicaid","Other"
"645",821,964,4.5,"Group Health Plan","MN","HMO/POS/PPO","Yes",4,4,4.5,"Commercial","Group Health"
"646",822,1063,4.5,"HealthPartners","MN","HMO/POS/PPO","Yes",4,4,4.5,"Commercial","Other"
"647",823,1160,4.5,"HealthPartners Administrators","MN","HMO/POS/PPO","Yes",4,4,4.5,"Commercial","Other"
"648",824,1256,4,"Blue Cross Blue Shield of Minnesota","MN","PPO","Yes",3,3.5,3.5,"Commercial","Blue"
"649",825,1354,4,"Medica","MN","HMO/POS","Yes",3,3.5,4,"Commercial","Other"
"650",826,1452,4,"Medica Insurance Company (MIC)","MN","PPO","Yes",3,3.5,4,"Commercial","Medica"
"651",827,1551,4,"Medica Self-Insured (MSI)","MN","PPO","Yes",3,3.5,4,"Commercial","Medica"
"652",828,1647,3.5,"PreferredOne Community Health Plan","MN","POS","Yes",2.5,2.5,4,"Commercial","Other"
"653",829,1745,2.5,"Aetna Life Insurance Company (Minnesota)","MN","PPO","Yes",3,2,2,"Commercial","Aetna"
"654",834,965,5,"Group Health Plan (Cost)","MN","HMO","Yes",4.5,4.5,4,"Medicare","Group Health"
"655",835,1064,4.5,"UCare Minnesota","MN","HMO/POS","Yes",5,4,4,"Medicare","Other"
"656",836,1161,4,"Aetna Life Insurance Company (Pennsylvania)","MN","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"657",837,1257,4,"Medica (Cost)","MN","HMO","No",4,3.5,4,"Medicare","Medica"
"658",838,1355,3.5,"Blue Plus †","MN","HMO","No",4,3,3,"Medicare","Blue"
"659",839,1453,3.5,"HealthPartners (MSHO) †","MN","HMO","No",3.5,3,4,"Medicare","Other"
"660",840,1552,3.5,"Humana Insurance (Ohio)","MN","PPO","Yes",3.5,3.5,3,"Medicare","Humana"
"661",841,1648,3.5,"UnitedHealthcare Insurance","MN","PPO","Yes",3,3.5,3,"Medicare","United"
"662",847,966,4,"Blue Plus (MN Care)","MN","HMO","Yes",3.5,2.5,4,"Medicaid","Blue"
"663",848,1065,4,"Blue Plus (PMAP)","MN","HMO","Yes",4,3,3.5,"Medicaid","Blue"
"664",849,1162,4,"Medica","MN","HMO","Yes",3.5,3.5,4,"Medicaid","Other"
"665",862,967,4,"Cigna HealthCare of Tennessee","MS","HMO/POS","Yes",4,3,3,"Commercial","Cigna"
"666",863,1066,2.5,"United HealthCare Services","MS","PPO","Yes",3,1.5,2,"Commercial","United"
"667",864,1163,2.5,"UnitedHealthcare Insurance","MS","PPO","Yes",3,1.5,2,"Commercial","United"
"668",865,1259,2,"Aetna Life Insurance Company (Mississippi)","MS","PPO","Yes",3,1.5,1.5,"Commercial","Aetna"
"669",866,1357,1.5,"Cigna Health and Life Insurance","MS","PPO","Yes",3,1,NA,"Commercial","Cigna"
"670",867,1455,1.5,"Connecticut General Life Insurance (Cigna)","MS","PPO","Yes",3,1,NA,"Commercial","Connecticut General"
"671",870,968,4,"Aetna Life Insurance Company (Mississippi)","MS","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"672",871,1067,4,"Aetna Life Insurance Company (Pennsylvania)","MS","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"673",872,1164,4,"Humana Medical Plan - Florida","MS","HMO","Yes",3,4,3.5,"Medicare","Humana"
"674",873,1260,3.5,"HealthSpring of Tennessee (H4454)","MS","HMO","No",3.5,4,3.5,"Medicare","HealthSpring"
"675",874,1358,3.5,"Humana Insurance (Ohio)","MS","PPO","Yes",3.5,3.5,3,"Medicare","Humana"
"676",875,1456,3.5,"UnitedHealthcare Insurance","MS","PPO","Yes",3,3.5,3,"Medicare","United"
"677",876,1555,3,"HealthSpring of Tennessee (H1415)","MS","HMO","No",3.5,2.5,3,"Medicare","HealthSpring"
"678",877,1651,3,"HealthSpring of Tennessee (H4407)","MS","HMO","No",3,4,3,"Medicare","HealthSpring"
"679",878,1748,3,"Humana Insurance","MS","PPO","No",4,3,3,"Medicare","Humana"
"680",879,1845,1.5,"Windsor Health Plan (TN)","MS","HMO","No",2,1.5,1.5,"Medicare","Other"
"681",880,969,2.5,"Magnolia Health Plan","MS","HMO","Yes",3,1.5,2,"Medicaid","Other"
"682",881,1068,2.5,"UnitedHealthcare Community Plan (CAN)","MS","HMO","Yes",3.5,1.5,1.5,"Medicaid","United"
"683",882,970,4,"Blue Cross and Blue Shield of Kansas City, Good Health HMO","MO","HMO","Yes",4,3,3.5,"Commercial","Blue"
"684",883,1069,3.5,"Anthem Blue Cross and Blue Shield in Missouri","MO","HMO/POS","Yes",3,2.5,3.5,"Commercial","Anthem"
"685",884,1165,3.5,"Blue Cross and Blue Shield of Kansas City","MO","PPO","Yes",3.5,2.5,3,"Commercial","Blue"
"686",885,1261,3.5,"Cigna Health and Life Insurance","MO","PPO","Yes",3.5,3,3.5,"Commercial","Cigna"
"687",886,1359,3.5,"Connecticut General Life Insurance (Cigna)","MO","PPO","Yes",3.5,3,3.5,"Commercial","Connecticut General"
"688",887,1457,3.5,"Coventry Health Care of Kansas","MO","HMO/POS","Yes",3.5,2.5,3,"Commercial","Coventry"
"689",888,1556,3.5,"Coventry Health Care of Missouri","MO","HMO/POS","Yes",4,3,3,"Commercial","Coventry"
"690",889,1652,3.5,"Humana Health Plan - Kansas City","MO","HMO/POS","Yes",4.5,2.5,2.5,"Commercial","Humana"
"691",891,1846,3,"Coventry Health and Life Insurance Company (Missouri)","MO","PPO","Yes",3.5,2.5,2.5,"Commercial","Coventry"
"692",892,1943,3,"Humana Health Plan","MO","HMO/POS","Yes",1.5,3,2.5,"Commercial","Humana"
"693",893,2038,3,"Humana Insurance (KS, MO)","MO","PPO","Yes",2,2.5,2.5,"Commercial","Humana"
"694",894,2137,3,"United HealthCare Services","MO","PPO","Yes",3,2.5,2.5,"Commercial","United"
"695",895,2232,3,"UnitedHealthcare Insurance","MO","PPO","Yes",3,2.5,2.5,"Commercial","United"
"696",896,2330,2.5,"Aetna Life Insurance Company (Missouri)","MO","PPO","Yes",3.5,1.5,2,"Commercial","Aetna"
"697",897,2427,2,"Cigna HealthCare of St. Louis","MO","HMO/POS","Yes",3,1.5,NA,"Commercial","Cigna"
"698",898,2523,2,"Coventry Health and Life Insurance Company (Kansas)","MO","PPO","Yes",2.5,1.5,1.5,"Commercial","Coventry"
"699",903,971,4,"Aetna Health (Pennsylvania)","MO","HMO","Yes",3.5,4,3,"Medicare","Aetna"
"700",904,1070,4,"Aetna Health (Pennsylvania) - Missouri","MO","HMO","Yes",3.5,4,3,"Medicare","Aetna"
"701",905,1166,4,"Aetna Life Insurance Company (Missouri)","MO","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"702",906,1262,4,"Aetna Life Insurance Company (Pennsylvania)","MO","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"703",907,1360,4,"Essence Healthcare","MO","HMO","No",5,4.5,3.5,"Medicare","Other"
"704",908,1458,4,"Humana Health Plan","MO","HMO","Yes",3.5,3.5,3.5,"Medicare","Humana"
"705",909,1557,4,"Humana Health Plan - Kansas City","MO","HMO","Yes",3.5,3.5,3.5,"Medicare","Humana"
"706",910,1653,3.5,"Coventry Health Care of Kansas","MO","HMO","No",3,3.5,3.5,"Medicare","Coventry"
"707",911,1750,3.5,"Coventry Health Care of Missouri (H2663)","MO","HMO/POS","No",3.5,4.5,3.5,"Medicare","Coventry"
"708",912,1847,3.5,"Coventry Health Care of Missouri (H2667)","MO","HMO/POS","No",4,4.5,3.5,"Medicare","Coventry"
"709",913,1944,3.5,"Humana Insurance (KS, MO)","MO","PPO","Yes",3.5,3,3,"Medicare","Humana"
"710",914,2039,3.5,"Humana Insurance (Ohio)","MO","PPO","Yes",3.5,3.5,3,"Medicare","Humana"
"711",915,2138,3.5,"United Healthcare Insurance","MO","PPO","Yes",3.5,3.5,3,"Medicare","United"
"712",916,2233,3.5,"UnitedHealthcare Insurance","MO","HMO/POS","Yes",3,3,3,"Medicare","United"
"713",917,2331,3.5,"UnitedHealthcare Insurance","MO","PPO","Yes",3,3.5,3,"Medicare","United"
"714",918,2428,3.5,"UnitedHealthcare of the Midwest","MO","HMO/POS","Yes",3.5,3,3,"Medicare","United"
"715",919,2524,3,"Coventry Health and Life Insurance (Missouri)","MO","PPO","No",3,3,3,"Medicare","Coventry"
"716",920,2621,3,"Coventry Health and Life Insurance Company","MO","PPO","No",3.5,3,3,"Medicare","Coventry"
"717",921,2718,3,"Humana Insurance","MO","PPO","No",4,3,3,"Medicare","Humana"
