"","X1","rating","plan","state","type","ncqa","consumersat","prevention","treatment","instype","plantype"
"421",1927,2.5,"WellCare Health Insurance of Illinois, Inc. dba WellCare of Kentucky, Inc. CMS Contract: H9730","KY","HMO/POS","Yes",1.5,1.5,2.5,"Medicare","WellCare"
"422",949,4,"University Health Care (UHC) dba Passport Health Plan (PHP)","KY","HMO","Yes",3,3.5,3,"Medicaid","Other"
"423",1048,3.5,"WellCare Health Insurance of Illinois, Inc. dba WellCare of Kentucky, Inc.","KY","HMO","Yes",4,2.5,3,"Medicaid","WellCare"
"424",1145,3,"Aetna Better Health of Kentucky","KY","HMO","Yes",3,2.5,3,"Medicaid","Aetna"
"425",1241,2.5,"Humana Health Plan, Inc - Kentucky","KY","HMO","No (Scheduled)",3.5,2,2.5,"Medicaid","Humana"
"426",1340,2,"Anthem Health Plans Kentucky, Inc. dba Anthem Blue Cross and Blue Shield in Kentucky","KY","HMO","No",3,1.5,2.5,"Medicaid","Anthem"
"427",950,4,"Vantage Health Plan, Inc.","LA","HMO/POS","Yes",4.5,3,3,"Commercial","Other"
"428",1049,3.5,"Humana Health Benefit Plan of Louisiana, Inc.","LA","HMO/POS","Yes",3.5,3,3,"Commercial","Humana"
"429",1146,3,"Aetna Health Inc. (Louisiana) dba Coventry Health Care of Louisiana","LA","HMO/POS","Yes",3.5,2.5,2,"Commercial","Coventry"
"430",1242,3,"United Healthcare Services, Inc (Louisiana)","LA","PPO","Yes",4,2.5,2,"Commercial","United"
"431",1341,3,"UnitedHealthcare Insurance Company (Louisiana)","LA","PPO","Yes",4,2.5,2,"Commercial","United"
"432",1438,2.5,"Aetna Life Insurance Company (Louisiana)","LA","PPO","Yes",4.5,2,1.5,"Commercial","Aetna"
"433",1535,2.5,"CHRISTUS Health Plan","LA","HMO","No",4,2,2,"Commercial","Other"
"434",1634,2.5,"Cigna Health and Life Insurance Company - Louisiana","LA","PPO","Yes",3.5,2,1.5,"Commercial","Cigna"
"435",1731,2.5,"Connecticut General Life Insurance Company - Louisiana","LA","PPO","Yes",3.5,2,1.5,"Commercial","Connecticut General"
"436",951,4,"Humana Health Benefit Plan of Louisiana, Inc. CMS Contract: H1951","LA","HMO","Yes",3.5,3.5,3,"Medicare","Humana"
"437",1050,4,"Peoples Health Network CMS Contract: H1961","LA","HMO","Yes",3,4,4,"Medicare","Health Net"
"438",1147,3.5,"Vantage Health Plan, Inc. CMS Contract: H5576","LA","HMO/POS","Yes",4.5,3,3,"Medicare","Other"
"439",1243,3,"Humana Benefit Plan of Illinois, Inc. CMS Contract: H5525","LA","PPO","No",3.5,3,3,"Medicare","Humana"
"440",1342,3,"Humana Insurance Company CMS Contract: R5826","LA","PPO","No",3.5,2.5,3,"Medicare","Humana"
"441",1439,3,"WellCare of Louisiana, Inc. CMS Contract: H1903","LA","HMO","Yes",2.5,2,2,"Medicare","WellCare"
"442",952,3,"AmeriHealth Caritas Louisiana","LA","HMO","Yes",3,3,2.5,"Medicaid","Other"
"443",1051,3,"UnitedHealthcare Community Plan of Louisiana","LA","HMO","Yes",4,3,2,"Medicaid","United"
"444",1148,2,"Aetna Better Health of Louisiana","LA","HMO","No (Scheduled)",3,2,2,"Medicaid","Aetna"
"445",953,5,"Martin's Point US Family Health Plan (ME)","ME","HMO","Yes",5,4,4.5,"Commercial","Other"
"446",1052,4.5,"Anthem Health Plans of Maine, Inc. dba Anthem Blue Cross and Blue Shield in Maine","ME","HMO/POS","Yes",4,4,4,"Commercial","Anthem"
"447",1149,4.5,"Harvard Pilgrim Health Care, Inc.","ME","HMO/POS","Yes",3,4.5,4.5,"Commercial","Other"
"448",1245,4,"Cigna Health and Life Insurance Company - Maine","ME","HMO/POS/PPO","Yes",3.5,4,3.5,"Commercial","Cigna"
"449",1344,4,"Connecticut General Life Insurance Company - Maine","ME","HMO/POS/PPO","Yes",3.5,4,3.5,"Commercial","Connecticut General"
"450",1440,3.5,"Aetna Health Inc. (Maine)","ME","HMO/POS","Yes",3,3,3.5,"Commercial","Aetna"
"451",1537,3,"Aetna Life Insurance Company (Maine)","ME","PPO","Yes",3,2.5,2.5,"Commercial","Aetna"
"452",1636,3,"Anthem Health Plans of Maine, Inc. dba Anthem Blue Cross and Blue Shield in Maine Special Project: Federal Employee Program","ME","PPO","No (Scheduled)",4.5,2.5,2.5,"Commercial","Anthem"
"453",954,4.5,"Aetna Health Inc. (Maine) CMS Contract: H3597","ME","HMO","Yes",4.5,4,3.5,"Medicare","Aetna"
"454",1053,4.5,"Martin's Point Generations Advantage, Inc. CMS Contract: H5591","ME","HMO/POS","Yes",5,4,4,"Medicare","Other"
"455",1150,4,"Aetna Life Insurance Company (Maine) CMS Contract: H5521","ME","PPO","Yes",4,4,3.5,"Medicare","Aetna"
"456",1246,4,"Martin's Point Generations Advantage, Inc. CMS Contract: H1365","ME","PPO","Yes",3.5,3,3.5,"Medicare","Other"
"457",1441,3,"American Progressive Life & Health Insurance Company of New York CMS Contract: H2775","ME","PPO","No",3,3,3,"Medicare","Other"
"458",1538,3,"Humana Benefit Plan of Illinois, Inc. CMS Contract: H5525","ME","PPO","No",3.5,3,3,"Medicare","Humana"
"459",1637,2.5,"Care Improvement Plus South Central Insurance Company CMS Contract: H5322","ME","HMO/POS","No",2.5,3,2.5,"Medicare","Care Improvement"
"460",955,5,"Johns Hopkins US Family Health Plan","MD","HMO","Yes",4.5,4,4.5,"Commercial","Other"
"461",1054,5,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.","MD","HMO","Yes",4,4.5,4.5,"Commercial","Kaiser"
"462",1151,4,"Cigna Health and Life Insurance Company - Maryland","MD","HMO/POS/PPO","Yes",3.5,3.5,3,"Commercial","Cigna"
"463",1247,4,"Connecticut General Life Insurance Company - Maryland","MD","HMO/POS/PPO","Yes",3.5,3.5,3,"Commercial","Connecticut General"
"464",1346,4,"Johns Hopkins Employer Health Programs","MD","POS","Yes",2,4.5,3.5,"Commercial","Other"
"465",1442,4,"MD - Individual Practice Association, Inc.","MD","HMO/POS","Yes",3.5,3.5,3.5,"Commercial","Other"
"466",1539,3.5,"Aetna Health Inc. (Pennsylvania) - Maryland","MD","HMO/POS","Yes",2,3,3,"Commercial","Aetna"
"467",1638,3.5,"Aetna Life Insurance Company (MD/DC)","MD","PPO","Yes",3,3.5,3.5,"Commercial","Aetna"
"468",1735,3.5,"CareFirst BlueChoice","MD","HMO/POS","Yes",2.5,3,3,"Commercial","Blue"
"469",1831,3.5,"CareFirst of Maryland, Inc.","MD","HMO/POS","Yes",2.5,3,3,"Commercial","Other"
"470",1929,3.5,"CareFirst of Maryland, Inc.","MD","PPO","Yes",3,3.5,3,"Commercial","Other"
"471",2024,3.5,"Coventry Health Care of Delaware, Inc.","MD","HMO/POS","Yes",3,2.5,3,"Commercial","Coventry"
"472",2122,3.5,"Group Hospitalization and Medical Services, Inc. (GHMSI)","MD","PPO","Yes",3,3.5,3,"Commercial","Other"
"473",2221,3.5,"Group Hospitalization and Medical Services, Inc. (GHMSI)","MD","HMO/POS","Yes",2.5,3,3,"Commercial","Other"
"474",2317,3.5,"United Healthcare Services, Inc (Maryland)","MD","PPO","Yes",3.5,3,3,"Commercial","United"
"475",2415,3.5,"UnitedHealthcare Insurance Company (Maryland)","MD","PPO","Yes",3.5,3,3,"Commercial","United"
"476",2513,3.5,"UnitedHealthcare of the Mid-Atlantic, Inc.","MD","HMO/POS","Yes",2,3.5,3,"Commercial","United"
"477",2612,3,"Mamsi Life and Health Insurance Company Special Project: MD Commercial","MD","PPO","No",2.5,3,3,"Commercial","Other"
"478",279,3,"Optimum Choice, Inc.","MD","HMO/POS","Yes",2,3,3,"Commercial","Other"
"479",956,4.5,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc. CMS Contract: H2150","MD","HMO","Yes",3.5,5,4.5,"Medicare","Kaiser"
"480",1055,4,"Aetna Health Inc. (Pennsylvania) - Maryland CMS Contract: H3931","MD","HMO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"481",1152,4,"Aetna Life Insurance Company (MD/DC) CMS Contract: H5521","MD","PPO","Yes",4,4,3.5,"Medicare","Aetna"
"482",1248,4,"UnitedHealthcare Insurance Company - Maryland (Medicare) CMS Contract: H5652","MD","HMO","No",4,4.5,4,"Medicare","United"
"483",1347,3,"Cigna-HealthSpring Mid-Atlantic, Inc. CMS Contract: H2108","MD","HMO","Yes - Under Review by NCQA",1.5,3,3,"Medicare","HealthSpring"
"484",957,5,"Jai Medical Systems Managed Care Organization, Inc.","MD","HMO","Yes",4.5,4.5,4.5,"Medicaid","Other"
"485",1056,4.5,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.","MD","HMO","Yes",3,4.5,NA,"Medicaid","Kaiser"
"486",1153,4,"AMERIGROUP Maryland, Inc.","MD","HMO","Yes",2.5,4,3,"Medicaid","Other"
"487",1249,4,"Maryland Care Inc., d/b/a/ Maryland Physicians Care","MD","HMO","Yes",3,4,3,"Medicaid","Other"
"488",1348,4,"MedStar Family Choice, Inc.","MD","HMO","Yes",3,3.5,4,"Medicaid","Other"
"489",1444,4,"Priority Partners MCO","MD","HMO","Yes",3,4,3.5,"Medicaid","Other"
"490",1541,3.5,"UnitedHealthcare of the Mid-Atlantic, Inc. - Medicaid","MD","HMO","Yes",2.5,3.5,3,"Medicaid","United"
"491",958,5,"Blue Cross and Blue Shield of Massachusetts HMO Blue, Inc.","MA","HMO/POS","Yes",3.5,4.5,4.5,"Commercial","Blue"
"492",1057,5,"Tufts Associated Health Maintenance Organization, Inc.","MA","HMO/POS","Yes",3.5,4.5,4.5,"Commercial","Other"
"493",1154,5,"Tufts Benefit Administrators, Inc.","MA","PPO","Yes",4,4.5,4.5,"Commercial","Other"
"494",1250,4.5,"Blue Cross and Blue Shield of Massachusetts, Inc.","MA","PPO","Yes",4,4.5,4,"Commercial","Blue"
"495",1349,4.5,"Fallon Community Health Plan","MA","HMO/POS","Yes",4.5,4.5,4,"Commercial","Other"
"496",1445,4.5,"Harvard Pilgrim Health Care, Inc.","MA","HMO/POS","Yes",3,4.5,4.5,"Commercial","Other"
"497",1542,4.5,"Harvard Pilgrim Health Care, Inc.","MA","PPO","Yes",3.5,4.5,4,"Commercial","Other"
"498",1640,4.5,"Harvard Pilgrim Insurance Company, Inc. (MA)","MA","PPO","Yes",3.5,4.5,4,"Commercial","Other"
"499",1736,4.5,"Health New England, Inc.","MA","HMO/POS","Yes",3.5,4.5,4.5,"Commercial","Other"
"500",1832,4.5,"Neighborhood Health Plan, Inc.","MA","HMO","Yes",3,4,4,"Commercial","Other"
"501",1930,4,"Cigna Health and Life Insurance Company - Massachusetts","MA","HMO/POS/PPO","Yes",2,4,3.5,"Commercial","Cigna"
"502",2025,4,"ConnectiCare of Massachusetts Inc.","MA","HMO/POS","Yes",3,4,4,"Commercial","Other"
"503",2123,4,"Connecticut General Life Insurance Company - Massachusetts","MA","HMO/POS/PPO","Yes",2,4,3.5,"Commercial","Connecticut General"
"504",2222,3.5,"United HealthCare Services, Inc. (Massachusetts)","MA","PPO","Yes",2.5,3.5,3,"Commercial","United"
"505",2318,3.5,"UnitedHealthcare Insurance Company (Massachusetts)","MA","PPO","Yes",2.5,3.5,3,"Commercial","United"
"506",2416,3,"Aetna Life Insurance Company (Massachusetts)","MA","PPO","Yes",3,2.5,2.5,"Commercial","Aetna"
"507",959,4.5,"Blue Cross and Blue Shield of Massachusetts HMO Blue, Inc. CMS Contract: H2261","MA","HMO","Yes",4,4,4,"Medicare","Blue"
"508",1058,4.5,"Blue Cross and Blue Shield of Massachusetts, Inc. CMS Contract: H2230","MA","PPO","Yes",4,4,4,"Medicare","Blue"
"509",1155,4.5,"Health New England, Inc. CMS Contract: H8578","MA","HMO/POS","Yes",3.5,5,4,"Medicare","Other"
"510",1251,4,"Aetna Health Inc. (Pennsylvania) - Massachusetts CMS Contract: H3931","MA","HMO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"511",1350,4,"Aetna Life Insurance Company (Massachusetts) CMS Contract: H5521","MA","PPO","Yes",4,4,3.5,"Medicare","Aetna"
"512",1446,4,"Fallon Community Health Plan CMS Contract: H9001","MA","HMO","Yes",3.5,4,4,"Medicare","Other"
"513",1543,4,"UnitedHealthcare Insurance Company - Maryland (Medicare) CMS Contract: H5652","MA","HMO","No",4,4.5,4,"Medicare","United"
"514",1641,4,"UnitedHealthcare of New England, Inc. (MA/RI/VT/NH) CMS Contract: H1944","MA","HMO","Yes",3,3.5,3.5,"Medicare","United"
"515",1737,3.5,"UnitedHealthcare Insurance Company - Regional (CT, MA, RI, VT) CMS Contract: R7444","MA","PPO","Yes",3,3,3.5,"Medicare","United"
"516",1833,3,"Senior Whole Health, LLC † CMS Contract: H2224","MA","HMO","No (Scheduled)",2.5,3.5,3.5,"Medicare","Other"
"517",1931,3,"UnitedHealthcare Insurance Company (MASCO) † CMS Contract: H2226","MA","HMO","No",2,3.5,3.5,"Medicare","United"
"518",2026,2.5,"Care Improvement Plus South Central Insurance Company CMS Contract: H5322","MA","HMO/POS","No",2.5,3,2.5,"Medicare","Care Improvement"
"519",960,4.5,"Boston Medical Center Health Plan, Inc (d/b/a Boston Medical Center HealthNet Plan)","MA","HMO","Yes",2.5,4,4,"Medicaid","Other"
"520",1059,4.5,"Fallon Community Health Plan","MA","HMO","Yes",3.5,4,4,"Medicaid","Other"
"521",1156,4.5,"Health New England, Inc.","MA","HMO","Yes",3,4,4,"Medicaid","Other"
"522",1252,4.5,"Neighborhood Health Plan, Inc.","MA","HMO","Yes",3.5,4,4,"Medicaid","Other"
"523",1351,4.5,"Tufts Health Public Plans, Inc.","MA","HMO","Yes",3,4.5,4,"Medicaid","Other"
"524",1447,3.5,"CeltiCare Health Plan of Massachusetts, Inc.","MA","HMO","Yes",2,NA,3,"Medicaid","Other"
"525",961,4.5,"Grand Valley Health Plan, Inc","MI","HMO","Yes",4,4,4,"Commercial","Other"
"526",1060,4,"Blue Care Network of Michigan","MI","HMO","Yes",2.5,4,3.5,"Commercial","Blue"
"527",1157,4,"Blue Cross Blue Shield of Michigan","MI","PPO","Yes",3.5,3.5,3,"Commercial","Blue"
"528",1253,4,"Health Alliance Plan of Michigan","MI","HMO/POS","Yes",3.5,3.5,3.5,"Commercial","Health Alliance"
"529",1352,4,"Health Alliance Plan of Michigan (HealthPlus)","MI","HMO/POS","Yes",4,3.5,3.5,"Commercial","Health Alliance"
"530",1448,4,"Priority Health","MI","HMO/POS","Yes",4,4,3,"Commercial","Other"
"531",1545,3.5,"Alliance Health and Life","MI","PPO","Yes",2.5,3,3.5,"Commercial","Other"
"532",1642,3.5,"Physicians Health Plan","MI","HMO/POS","No",3,4,4,"Commercial","Other"
"533",1738,3.5,"Priority Health Insurance Company","MI","PPO","Yes",2.5,3,3,"Commercial","Other"
"534",1834,3.5,"United Healthcare Services, Inc (Michigan)","MI","PPO","Yes",3,3.5,3,"Commercial","United"
"535",1932,3.5,"UnitedHealthcare Insurance Company (Michigan)","MI","PPO","Yes",3,3.5,3,"Commercial","United"
"536",2027,3,"Aetna Life Insurance Company (Michigan)","MI","PPO","Yes",2.5,2.5,2.5,"Commercial","Aetna"
"537",2125,3,"McLaren Health Plan Community","MI","HMO/POS","Yes",2,3,3,"Commercial","Other"
"538",2224,3,"Total Health Care USA, Inc.","MI","HMO/POS","Yes",1.5,2.5,2.5,"Commercial","Other"
"539",962,4,"Aetna Life Insurance Company (Michigan) CMS Contract: H5521","MI","PPO","Yes",4,4,3.5,"Medicare","Aetna"
"540",1061,4,"Alliance Health and Life CMS Contract: H2322","MI","PPO","Yes",3.5,3.5,3.5,"Medicare","Other"
"541",1158,4,"Blue Care Network of Michigan CMS Contract: H5883","MI","HMO/POS","Yes",3.5,4,4,"Medicare","Blue"
"542",1254,4,"Health Alliance Plan of Michigan CMS Contract: H2312","MI","HMO/POS","Yes",3.5,4,4,"Medicare","Health Alliance"
"543",1353,4,"Health Alliance Plan of Michigan CMS Contract: H2354","MI","HMO/POS","Yes",4,4,3.5,"Medicare","Health Alliance"
"544",1449,4,"Humana Insurance Company (Wisconsin) CMS Contract: H5216","MI","PPO","Yes",3.5,3.5,4,"Medicare","Humana"
"545",1546,4,"Paramount Care, Inc. CMS Contract: H3653","MI","HMO","Yes",3.5,4,3.5,"Medicare","Other"
"546",1643,4,"Priority Health CMS Contract: H2320","MI","HMO/POS","Yes",4,3.5,3,"Medicare","Other"
"547",1739,4,"UnitedHealthcare Insurance Company - Maryland (Medicare) CMS Contract: H5652","MI","HMO","No",4,4.5,4,"Medicare","United"
"548",1835,3.5,"Priority Health CMS Contract: H4875","MI","PPO","Yes",3.5,3.5,3,"Medicare","Other"
"549",1933,3,"Blue Cross Blue Shield of Michigan CMS Contract: H9572","MI","PPO","No",3,3.5,2.5,"Medicare","Blue"
"550",2028,3,"Humana Insurance Company CMS Contract: R5826","MI","PPO","No",3.5,2.5,3,"Medicare","Humana"
"551",2126,3,"Molina Healthcare of Michigan † CMS Contract: H5926","MI","HMO","No",2,3,3,"Medicare","Molina"
"552",2225,2.5,"Meridian Health Plan of Michigan, Inc. CMS Contract: H5475","MI","HMO","No",2,2,3,"Medicare","Other"
"553",2321,2,"HAP Midwest Health Plan, Inc. † CMS Contract: H5685","MI","HMO","No",2,1.5,2,"Medicare","Other"
"554",963,4,"Blue Cross Complete of Michigan","MI","HMO","Yes",3.5,3.5,3.5,"Medicaid","Blue"
"555",1062,4,"Meridian Health Plan of Michigan, Inc.","MI","HMO","Yes",4,4,3.5,"Medicaid","Other"
"556",1159,4,"Molina Healthcare of Michigan","MI","HMO","Yes",3,3.5,3.5,"Medicaid","Molina"
"557",1255,4,"Priority Health","MI","HMO","Yes",3.5,4,3.5,"Medicaid","Other"
"558",1354,4,"UnitedHealthcare Community Plan - Michigan","MI","HMO","Yes",3,3.5,3.5,"Medicaid","United"
"559",1450,4,"Upper Peninsula Health Plan, Inc.","MI","HMO","Yes",4,3.5,3.5,"Medicaid","Other"
"560",1547,3.5,"HAP Midwest Health Plan, Inc.","MI","HMO","Yes",3,3.5,2.5,"Medicaid","Other"
"561",1644,3.5,"McLaren Health Plan, Inc.","MI","HMO","Yes",3,3,3.5,"Medicaid","Other"
"562",1740,3.5,"Total Health Care, Inc.","MI","HMO","Yes",3.5,2.5,2.5,"Medicaid","Other"
"563",1836,3,"Aetna Better Health of Michigan, Inc.","MI","HMO","Yes",2,2.5,3,"Medicaid","Aetna"
"564",964,4.5,"Group Health Plan, Inc.","MN","HMO/POS/PPO","Yes",4,4,4.5,"Commercial","Group Health"
"565",1063,4.5,"HealthPartners Administrators Inc.","MN","HMO/POS/PPO","Yes",4,4,4.5,"Commercial","Other"
"566",1160,4.5,"HealthPartners, Inc.","MN","HMO/POS/PPO","Yes",4,4,4.5,"Commercial","Other"
"567",1256,4,"BCBSM, Inc. (dba Blue Cross Blue Shield of Minnesota)","MN","PPO","Yes",3.5,3.5,4,"Commercial","Blue"
"568",1355,4,"Medica Health Plans (MHP)","MN","HMO/POS","Yes",3,3.5,4,"Commercial","Medica "
"569",1451,4,"Medica Insurance Company (MIC)","MN","PPO","Yes",3,3.5,4,"Commercial","Medica "
"570",1548,4,"Medica Self-Insured (MSI)","MN","PPO","Yes",3,3.5,4,"Commercial","Medica "
"571",1645,3.5,"PreferredOne Community Health Plan Special Project: MN Commercial","MN","POS","Yes",2,3,4,"Commercial","Other"
"572",1741,3.5,"PreferredOne Insurance Company (PIC) Special Project: MN Commercial","MN","PPO","Yes (Interim)",2,3,4,"Commercial","Other"
"573",1837,3,"Aetna Life Insurance Company (Minnesota)","MN","PPO","Yes",3,2.5,2,"Commercial","Aetna"
"574",965,5,"Group Health Plan, Inc. CMS Contract: H2462","MN","HMO","Yes",4.5,5,4,"Medicare","Group Health"
"575",1064,4.5,"UCare Minnesota CMS Contract: H2459","MN","HMO/POS","Yes",4.5,4,3.5,"Medicare","Other"
"576",1161,4,"Medica Health Plans (MHP) CMS Contract: H2450","MN","HMO","No",4,3,4,"Medicare","Medica "
"577",1257,3.5,"Blue Plus (HMO Minnesota dba Blue Plus) † CMS Contract: H2425","MN","HMO","No",3.5,3,4,"Medicare","Blue"
"578",1356,3.5,"South Country Health Alliance † CMS Contract: H2419","MN","HMO","No",3.5,3.5,3.5,"Medicare","Health Alliance"
"579",966,4,"Blue Plus (HMO Minnesota dba Blue Plus) Special Project: MN Care","MN","HMO","Yes",3,3,4,"Medicaid","Blue"
"580",1065,4,"Blue Plus (HMO Minnesota dba Blue Plus) Special Project: PMAP","MN","HMO","Yes",3.5,3.5,4,"Medicaid","Blue"
"581",1162,4,"Medica Health Plans (MHP)","MN","HMO","Yes",2.5,3.5,4,"Medicaid","Medica "
"582",967,4,"Cigna HealthCare of Tennessee, Inc.","MS","HMO/POS","Yes",4,3,3,"Commercial","Cigna"
"583",1066,3,"United Healthcare Services, Inc (Mississippi)","MS","PPO","Yes",4,1.5,2,"Commercial","United"
"584",1163,3,"UnitedHealthcare Insurance Company (Mississippi)","MS","PPO","Yes",4,1.5,2,"Commercial","United"
"585",1259,2.5,"Aetna Life Insurance Company (Mississippi)","MS","PPO","Yes",4,1.5,1.5,"Commercial","Aetna"
"586",1358,2.5,"Cigna Health and Life Insurance Company - Mississippi","MS","PPO","Yes",3.5,1.5,1.5,"Commercial","Cigna"
"587",1454,2.5,"Connecticut General Life Insurance Company - Mississippi","MS","PPO","Yes",3.5,1.5,1.5,"Commercial","Connecticut General"
"588",968,4,"Aetna Life Insurance Company (Mississippi) CMS Contract: H5521","MS","PPO","Yes",4,4,3.5,"Medicare","Aetna"
"589",1067,3.5,"HealthSpring of Tennessee CMS Contract: H4454","MS","HMO","No",3.5,4,3.5,"Medicare","HealthSpring"
"590",1164,3,"HealthSpring of Tennessee CMS Contract: H4407","MS","HMO","No",3.5,4,3,"Medicare","HealthSpring"
"591",1260,3,"Humana Insurance Company CMS Contract: R5826","MS","PPO","No",3.5,2.5,3,"Medicare","Humana"
"592",969,2.5,"Magnolia Health Plan","MS","HMO","Yes",4,1.5,1.5,"Medicaid","Other"
"593",1068,2.5,"UnitedHealthcare of Mississippi, Inc dba UnitedHealthcare Community Plan (MS CAN)","MS","HMO","Yes",3.5,1.5,2,"Medicaid","United"
"594",970,4,"Blue Cross and Blue Shield of Kansas City, Good Health HMO, Inc.","MO","HMO","Yes",4,3,3,"Commercial","Blue"
"595",1069,3.5,"Blue Cross and Blue Shield of Kansas City","MO","PPO","Yes",3,2.5,3.5,"Commercial","Blue"
"596",1165,3.5,"Cigna Health and Life Insurance Company - Missouri","MO","PPO","Yes",3.5,3,3.5,"Commercial","Cigna"
"597",1261,3.5,"Connecticut General Life Insurance Company - Missouri","MO","PPO","Yes",3.5,3,3.5,"Commercial","Connecticut General"
"598",1360,3.5,"Coventry Health Care of Missouri, Inc.","MO","HMO/POS","Yes",3,3,3,"Commercial","Coventry"
"599",1456,3.5,"HMO Missouri, Inc. dba Anthem Blue Cross Blue Shield in Missouri","MO","HMO/POS","Yes",3,2.5,3,"Commercial","Anthem"
"600",1553,3.5,"Humana Health Plan Inc. - Kansas City","MO","HMO/POS","Yes",4,2.5,3,"Commercial","Humana"
"601",1648,3.5,"United Healthcare Services, Inc (Missouri)","MO","PPO","Yes",3,2.5,3,"Commercial","United"
"602",1744,3.5,"UnitedHealthcare Insurance Company (Missouri)","MO","PPO","Yes",3,2.5,3,"Commercial","United"
"603",1840,3,"Coventry Health and Life Insurance Company (Missouri)","MO","PPO","Yes",3.5,2.5,2.5,"Commercial","Coventry"
"604",1938,3,"Humana Insurance Company (KS, MO)","MO","PPO","Yes",2,2.5,3,"Commercial","Humana"
"605",2032,2.5,"Aetna Life Insurance Company (Missouri)","MO","PPO","Yes",3.5,2,2,"Commercial","Aetna"
"606",2130,2.5,"Cigna HealthCare of St. Louis, Inc.","MO","HMO/POS","Yes",2.5,2,1.5,"Commercial","Cigna"
"607",2226,2.5,"Coventry Health and Life Insurance Company (Western Missouri)","MO","PPO","Yes",2,1.5,2.5,"Commercial","Coventry"
"608",2322,2.5,"RightCHOICE Managed Care, Inc. dba Anthem Blue Cross and Blue Shield in Missouri Special Project: Federal Employee Program","MO","PPO","No (Scheduled)",4,2,2,"Commercial","Anthem"
"609",971,4,"Aetna Health Inc. (Pennsylvania) - Missouri CMS Contract: H3931","MO","HMO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"610",1070,4,"Aetna Life Insurance Company (Missouri) CMS Contract: H5521","MO","PPO","Yes",4,4,3.5,"Medicare","Aetna"
"611",1166,4,"Humana Insurance Company (KS, MO) CMS Contract: H1716","MO","PPO","Yes",3.5,3,3,"Medicare","Humana"
"612",1262,3.5,"Coventry Health Care of Missouri, Inc. CMS Contract: H2667","MO","HMO/POS","No",4,3.5,3,"Medicare","Coventry"
"613",1361,3.5,"Coventry Health Care of Missouri, Inc. CMS Contract: H2663","MO","HMO/POS","No",3.5,4,3.5,"Medicare","Coventry"
"614",1457,3.5,"Humana Health Plan Inc. - Kansas City CMS Contract: H2649","MO","HMO","Yes",3,3.5,3,"Medicare","Humana"
"615",1554,3.5,"UnitedHealthcare of the Midwest, Inc.(Medicare) CMS Contract: H2654","MO","HMO/POS","Yes",3,3,3,"Medicare","United"
"616",1649,3,"Coventry Health and Life Insurance Company (Iowa) CMS Contract: H1608","MO","PPO","No",3.5,3.5,3,"Medicare","Coventry"
"617",1745,3,"Coventry Health Care of Kansas, Inc. CMS Contract: H2672","MO","HMO","No",3,3,3,"Medicare","Coventry"
"618",1841,3,"Humana Insurance Company CMS Contract: R5826","MO","PPO","No",3.5,2.5,3,"Medicare","Humana"
"619",1939,2.5,"Care Improvement Plus South Central Insurance Company CMS Contract: R9896","MO","PPO","No",3,3,2.5,"Medicare","Care Improvement"
"620",2033,2.5,"Care Improvement Plus South Central Insurance Company CMS Contract: H6528","MO","PPO","No",3,2.5,2.5,"Medicare","Care Improvement"
"621",2131,2.5,"Care Improvement Plus South Central Insurance Company CMS Contract: H5322","MO","HMO/POS","No",2.5,3,2.5,"Medicare","Care Improvement"
"622",2227,2,"Care Improvement Plus South Central Insurance Company CMS Contract: R3444","MO","PPO","No",2,1.5,2.5,"Medicare","Care Improvement"
"623",972,3,"Aetna Better Health of Missouri, LLC.","MO","HMO","Yes",3,2.5,2.5,"Medicaid","Aetna"
"624",1071,3,"Missouri Care Incorporated, doing business as Missouri Care Health Plan","MO","HMO","Yes",3.5,2,2,"Medicaid","Other"
"625",973,3,"United HealthCare Services, Inc. (Montana)","MT","PPO","Yes",2.5,2,3,"Commercial","United"
"626",1072,3,"UnitedHealthcare Insurance Company (Montana)","MT","PPO","Yes",2.5,2,3,"Commercial","United"
"627",1168,2.5,"Cigna Health and Life Insurance Company - Montana/South Dakota","MT","PPO","Yes",3.5,2,2,"Commercial","Cigna"
"628",1263,2.5,"Connecticut General Life Insurance Company - Montana/South Dakota","MT","PPO","Yes",3.5,2,2,"Commercial","Connecticut General"
"629",1362,2.5,"PacificSource Health Plans - Montana","MT","PPO","Yes",2,2,2.5,"Commercial","Other"
"630",974,3,"Humana Benefit Plan of Illinois, Inc. CMS Contract: H5525","MT","PPO","No",3.5,3,3,"Medicare","Humana"
"631",975,4,"Health Alliance Midwest, Inc.","NE","HMO/POS","Yes",3.5,3.5,3.5,"Commercial","Health Alliance"
"632",1074,3.5,"Health Alliance Midwest, Inc.","NE","PPO","Yes",3,3.5,3,"Commercial","Health Alliance"
"633",1170,3.5,"United Healthcare Services, Inc (Nebraska)","NE","PPO","Yes",2.5,3,3,"Commercial","United"
"634",1265,3.5,"UnitedHealthcare Insurance Company (Nebraska)","NE","PPO","Yes",2.5,3,3,"Commercial","United"
