"","x","rating","plan","state","type","ncqa","consumersat","prevention","treatment","instype","plantype"
"416",1634,3.5,"Humana Insurance Company (KS, MO) CMS Contract: H5216","KS","PPO","Yes",3.5,4,3,"Medicare","Humana"
"417",1733,3.5,"Sierra Health and Life Insurance Company, Inc. CMS Contract: H2406","KS","PPO","No",3.5,4,3.5,"Medicare","Other"
"418",1829,3.5,"UnitedHealthcare Insurance Company (IA,KS,MO,NE) CMS Contract: H2228","KS","PPO","Yes",3,3.5,3,"Medicare","United"
"419",1928,3.5,"UnitedHealthcare of the Midlands CMS Contract: H2802","KS","HMO/POS","Yes",3.5,3.5,3,"Medicare","United"
"420",2026,3,"Blue-Advantage Plus of Kansas City, Inc. CMS Contract: H1352","KS","HMO","No",3,3,3,"Medicare","Blue"
"421",2124,2.5,"Cigna HealthCare of St. Louis, Inc. CMS Contract: H9460","KS","HMO","No",2,2.5,3,"Medicare","Cigna"
"422",946,3.5,"Amerigroup Kansas, Inc.","KS","HMO","Yes",3,2.5,3,"Medicaid","Other"
"423",1045,3.5,"Sunflower State Health Plan","KS","HMO","Yes",4,2.5,3,"Medicaid","Other"
"424",1143,3.5,"UnitedHealthcare of the Midwest, Inc. dba UnitedHealthcare Community Plan (KS)","KS","HMO","Yes",3,2.5,3.5,"Medicaid","United"
"425",947,3.5,"Humana Health Plan, Inc. (Kentucky)","KY","HMO/POS","Yes",3.5,3,3,"Commercial","Humana"
"426",1046,3.5,"Humana Health Plan, Inc. (Kentucky)","KY","PPO","Yes",3.5,3.5,3,"Commercial","Humana"
"427",1144,3.5,"United HealthCare Services, Inc. (Kentucky)","KY","PPO","Yes",2.5,3,3,"Commercial","United"
"428",1241,3.5,"UnitedHealthcare Insurance Company (Kentucky)","KY","PPO","Yes",2.5,3,3,"Commercial","United"
"429",1337,3,"Aetna Health Inc. (Pennsylvania) - Ohio","KY","HMO/POS","Yes",3,2,3,"Commercial","Aetna"
"430",1436,3,"Aetna Life Insurance Company (Kentucky)","KY","PPO/EPO","Yes",2.5,2,3,"Commercial","Aetna"
"431",1536,2.5,"Anthem Health Plans Kentucky, Inc. dba Anthem Blue Cross and Blue Shield in Kentucky","KY","PPO/EPO","Yes",3.5,2,2,"Commercial","Anthem"
"432",1635,2.5,"Anthem Health Plans Kentucky, Inc. dba Anthem Blue Cross and Blue Shield in Kentucky","KY","HMO","Yes",2.5,2,2.5,"Commercial","Anthem"
"433",1734,2.5,"Cigna Health and Life Insurance Company - Kentucky","KY","PPO","Yes",2.5,1.5,2,"Commercial","Cigna"
"434",1830,1.5,"American Postal Workers Union Health Plan","KY","PPO","No",4,0.5,1.5,"Commercial","Other"
"435",948,4,"Aetna Health Inc. (Pennsylvania) - Ohio CMS Contract: H3931","KY","HMO","Yes",3.5,3,3.5,"Medicare","Aetna"
"436",1047,4,"Aetna Life Insurance Company (Kentucky) CMS Contract: H5521","KY","PPO","Yes",3.5,4,3.5,"Medicare","Aetna"
"437",1145,4,"Sierra Health and Life Insurance Company, Inc. (KY) CMS Contract: H2001","KY","PPO","Yes",4,5,3.5,"Medicare","Other"
"438",1242,3.5,"Arcadian Health Plan, Inc. CMS Contract: H5619","KY","HMO","Yes",3.5,3,3,"Medicare","Other"
"439",1338,3.5,"Humana Insurance Company (Kentucky) CMS Contract: H5216","KY","PPO","Yes",3.5,4,3,"Medicare","Humana"
"440",1437,3.5,"RiverLink Health CMS Contract: H9208","KY","HMO","No",4.5,3,3,"Medicare","Other"
"441",1537,3.5,"Sierra Health and Life Insurance Company, Inc. CMS Contract: H2406","KY","PPO","No",3.5,4,3.5,"Medicare","Other"
"442",1636,3.5,"UnitedHealthcare Insurance Company (AL,FL,GA,KY,MS,NC,SC,TN) CMS Contract: H2228","KY","PPO","Yes",3,3.5,3,"Medicare","United"
"443",1735,3.5,"UnitedHealthcare of Wisconsin, Inc.(South)-KY/NC/TN/VA H5253 CMS Contract: H5253","KY","HMO/POS","Yes",3.5,4,3,"Medicare","United"
"444",1831,3,"Humana Benefit Plan of Illinois, Inc. CMS Contract: H5525","KY","PPO","No",4,3,3,"Medicare","Humana"
"445",1930,2.5,"University Health Care (UHC) dba Passport Health Plan (PHP) † CMS Contract: H9870","KY","HMO","No",2.5,2.5,2.5,"Medicare","Other"
"446",2028,2.5,"WellCare Health Insurance of Illinois, Inc. dba WellCare of Kentucky, Inc. CMS Contract: H9730","KY","HMO/POS","Yes",2,2,2.5,"Medicare","WellCare"
"447",949,3.5,"Aetna Better Health of Kentucky","KY","HMO","Yes",4,2,3,"Medicaid","Aetna"
"448",1048,3.5,"WellCare Health Insurance of Illinois, Inc. dba WellCare of Kentucky, Inc.","KY","HMO","Yes",3.5,2,3,"Medicaid","WellCare"
"449",1146,3,"Anthem Kentucky Managed Care Plan, Inc.","KY","HMO","Yes",2,2,2.5,"Medicaid","Anthem"
"450",1243,3,"Humana Health Plan, Inc. (Kentucky)","KY","HMO","Yes",4,1.5,2.5,"Medicaid","Humana"
"451",1339,3,"University Health Care (UHC) dba Passport Health Plan (PHP)","KY","HMO","Yes",3,2.5,2.5,"Medicaid","Other"
"452",950,4,"Vantage Health Plan, Inc.","LA","HMO/POS","Yes",5,3.5,3,"Commercial","Other"
"453",1049,3.5,"Humana Health Benefit Plan of Louisiana, Inc.","LA","HMO/POS","Yes",3,3.5,2.5,"Commercial","Humana"
"454",1147,3.5,"United HealthCare Services, Inc. (Louisiana)","LA","PPO","Yes",3.5,3,2.5,"Commercial","United"
"455",1244,3.5,"UnitedHealthcare Insurance Company (Louisiana)","LA","PPO","Yes",3.5,3,2.5,"Commercial","United"
"456",1340,3,"Aetna Life Insurance Company (Louisiana)","LA","PPO/EPO","Yes",4,2,2,"Commercial","Aetna"
"457",1438,3,"Cigna Health and Life Insurance Company - Louisiana","LA","PPO","Yes",4,2,2,"Commercial","Cigna"
"458",1538,2.5,"CHRISTUS Health Plan","LA","HMO","No (Scheduled)",4.5,2,2,"Commercial","Other"
"459",1637,1.5,"American Postal Workers Union Health Plan","LA","PPO","No",4,0.5,1.5,"Commercial","Other"
"460",951,4,"Aetna Life Insurance Company (Louisiana) CMS Contract: H5521","LA","PPO","Yes",3.5,4,3.5,"Medicare","Aetna"
"461",1050,4,"New Orleans Regional Physician Hospital Organization, Inc. d/b/a Peoples Health CMS Contract: H1961","LA","HMO","Yes",3.5,4.5,3.5,"Medicare","Other"
"462",1148,4,"Sierra Health and Life Insurance Company, Inc. (AR,LA,NM,OK,TX) CMS Contract: H2001","LA","PPO","Yes",4,5,3.5,"Medicare","Other"
"463",1245,3.5,"Humana Health Benefit Plan of Louisiana, Inc. CMS Contract: H1951","LA","HMO","Yes",3.5,3.5,3,"Medicare","Humana"
"464",1341,3.5,"Sierra Health and Life Insurance Company, Inc. CMS Contract: H2406","LA","PPO","No",3.5,4,3.5,"Medicare","Other"
"465",1439,3.5,"UnitedHealthcare Insurance Company (AR,LA,OK,TX) CMS Contract: H2228","LA","PPO","Yes",3,3.5,3,"Medicare","United"
"466",1539,3.5,"Vantage Health Plan, Inc. CMS Contract: H5576","LA","HMO/POS","Yes",3.5,2.5,2.5,"Medicare","Other"
"467",1638,3,"Aetna Health Inc. (Louisiana) dba Coventry Health Care of Louisiana CMS Contract: H3928","LA","HMO","No",3,3,3,"Medicare","Coventry"
"468",1737,3,"Humana Benefit Plan of Illinois, Inc. CMS Contract: H5525","LA","PPO","No",4,3,3,"Medicare","Humana"
"469",1833,2.5,"UnitedHealthcare Insurance Company (Washington) † CMS Contract: H5008","LA","HMO","No",1.5,3,3,"Medicare","United"
"470",1932,2.5,"WellCare Health Insurance of Arizona, Inc. (Louisiana) CMS Contract: H2491","LA","HMO","Yes",1.5,2,2.5,"Medicare","WellCare"
"471",952,3.5,"AmeriHealth Caritas Louisiana","LA","HMO","Yes",4.5,3,2.5,"Medicaid","Other"
"472",1051,3.5,"UnitedHealthcare of Louisiana, Inc. dba UnitedHealthcare Community Plan (LA)","LA","HMO","Yes",4.5,3.5,2.5,"Medicaid","United"
"473",1149,3,"Community Care Health Plan of Louisiana, Inc. d/b/a Healthy Blue","LA","HMO","Yes",3,2.5,2,"Medicaid","Blue"
"474",1246,3,"Louisiana Healthcare Connections, Inc. Special Project: LA Medicaid","LA","HMO","Yes",4,3,2,"Medicaid","Other"
"475",1342,2.5,"Aetna Better Health of Louisiana","LA","HMO","Yes (Interim)",3,2.5,2,"Medicaid","Aetna"
"476",953,4.5,"Anthem Health Plans of Maine, Inc. dba Anthem Blue Cross and Blue Shield in Maine","ME","HMO/POS","Yes",3.5,4,4,"Commercial","Anthem"
"477",1052,4.5,"Harvard Pilgrim Health Care, Inc.","ME","HMO/POS","Yes",3.5,4.5,3.5,"Commercial","Other"
"478",1150,4.5,"Martin's Point US Family Health Plan (ME)","ME","HMO","Yes",5,4,4,"Commercial","Other"
"479",1247,4,"Cigna Health and Life Insurance Company - Maine","ME","HMO/POS/PPO","Yes",3,3.5,3.5,"Commercial","Cigna"
"480",1343,3,"Aetna Life Insurance Company (Maine)","ME","PPO/EPO","Yes",2.5,2,3,"Commercial","Aetna"
"481",1440,3,"Anthem Health Plans of Maine, Inc. dba Anthem Blue Cross and Blue Shield in Maine Special Project: Federal Employee Program","ME","PPO","Yes",4,2,2.5,"Commercial","Anthem"
"482",1540,3,"Maine Community Health Options DBA Community Health Options","ME","PPO","Yes",2,3,3,"Commercial","Other"
"483",1639,1.5,"American Postal Workers Union Health Plan","ME","PPO","No",4,0.5,1.5,"Commercial","Other"
"484",954,4.5,"Aetna Health Inc. (Maine) CMS Contract: H3597","ME","HMO","Yes",4,4.5,4,"Medicare","Aetna"
"485",1053,4,"Aetna Life Insurance Company (Maine) CMS Contract: H5521","ME","PPO","Yes",3.5,4,3.5,"Medicare","Aetna"
"486",1151,4,"Martin's Point Generations Advantage, Inc. CMS Contract: H5591","ME","HMO/POS","No",4.5,4,4,"Medicare","Other"
"487",1248,4,"Martin's Point Generations Advantage, Inc. CMS Contract: H1365","ME","PPO","No",4,4,4,"Medicare","Other"
"488",1344,4,"Sierra Health and Life Insurance Company, Inc.-(CT,MA,ME,NH,RI,VT) CMS Contract: H2001","ME","PPO","Yes",4,5,3.5,"Medicare","Other"
"489",1441,3.5,"American Progressive Life & Health Insurance Company of New York CMS Contract: H2775","ME","PPO","No",4,4,3,"Medicare","Other"
"490",1541,3.5,"Sierra Health and Life Insurance Company, Inc. CMS Contract: H2406","ME","PPO","No",3.5,4,3.5,"Medicare","Other"
"491",955,5,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.","MD","HMO","Yes",2.5,5,4.5,"Commercial","Kaiser"
"492",1054,4.5,"Johns Hopkins US Family Health Plan","MD","HMO","Yes",4.5,4,3.5,"Commercial","Other"
"493",1152,4,"CareFirst BlueChoice","MD","HMO/POS","Yes",3,3.5,3,"Commercial","Blue"
"494",1249,4,"CareFirst of Maryland, Inc.","MD","HMO/POS","Yes",3,3.5,3,"Commercial","Other"
"495",1345,4,"CareFirst of Maryland, Inc.","MD","PPO/EPO","Yes",3,3.5,3.5,"Commercial","Other"
"496",1442,4,"Group Hospitalization and Medical Services, Inc. (GHMSI)","MD","PPO/EPO","Yes",3,3.5,3.5,"Commercial","Other"
"497",1542,4,"Group Hospitalization and Medical Services, Inc. (GHMSI)","MD","HMO/POS","Yes",3,3.5,3,"Commercial","Other"
"498",1641,4,"MD - Individual Practice Association, Inc.","MD","HMO/POS","Yes",4,3.5,3.5,"Commercial","Other"
"499",1740,3.5,"Aetna Health Inc. (Pennsylvania) - Maryland","MD","HMO/POS","Yes",3.5,3,3,"Commercial","Aetna"
"500",1836,3.5,"Aetna Life Insurance Company (MD/DC)","MD","PPO/EPO","Yes",3.5,3.5,3,"Commercial","Aetna"
"501",1934,3.5,"Cigna Health and Life Insurance Company - Maryland","MD","HMO/POS/PPO","Yes",4,3.5,3,"Commercial","Cigna"
"502",2032,3.5,"Innovation Health Insurance Company","MD","PPO/EPO","Yes",3,3,3,"Commercial","Other"
"503",2129,3.5,"Johns Hopkins Employer Health Programs","MD","POS","Yes",2.5,4,3,"Commercial","Other"
"504",2226,3.5,"United Healthcare Services, Inc (Maryland)","MD","PPO","Yes",2,3.5,3,"Commercial","United"
"505",2319,3.5,"UnitedHealthcare Insurance Company (Maryland)","MD","PPO","Yes",2,3.5,3,"Commercial","United"
"506",2416,3.5,"UnitedHealthcare of the Mid-Atlantic, Inc.","MD","HMO/POS","Yes",3,3,3,"Commercial","United"
"507",2514,3,"Optimum Choice, Inc.","MD","HMO/POS","Yes",2,2.5,3,"Commercial","Other"
"508",2614,1.5,"American Postal Workers Union Health Plan","MD","PPO","No",4,0.5,1.5,"Commercial","Other"
"509",956,5,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc. CMS Contract: H2150","MD","HMO","Yes",3.5,5,4.5,"Medicare","Kaiser"
"510",1055,4,"Aetna Health Inc. (Pennsylvania) - Maryland CMS Contract: H3931","MD","HMO","Yes",3.5,3,3.5,"Medicare","Aetna"
"511",1153,4,"Aetna Life Insurance Company (MD/DC) CMS Contract: H5521","MD","PPO","Yes",3.5,4,3.5,"Medicare","Aetna"
"512",1250,4,"Sierra Health and Life Insurance Company, Inc. CMS Contract: H5652","MD","HMO/POS","No",3.5,4.5,4,"Medicare","Other"
"513",1346,4,"Sierra Health and Life Insurance Company, Inc.-(DC,DE,MD,VA,WV) CMS Contract: H2001","MD","PPO","Yes",4,5,3.5,"Medicare","Other"
"514",1443,3.5,"Sierra Health and Life Insurance Company, Inc. CMS Contract: H2406","MD","PPO","No",3.5,4,3.5,"Medicare","Other"
"515",1543,3.5,"UnitedHealthcare Insurance Company (DC,DE,MD,PA,VA,WV) CMS Contract: H2228","MD","PPO","Yes",3,3.5,3,"Medicare","United"
"516",1642,3,"Cigna-HealthSpring Mid-Atlantic, Inc. CMS Contract: H2108","MD","HMO","Yes",2,3.5,2.5,"Medicare","HealthSpring"
"517",1741,3,"Hopkins Health Advantage Inc. CMS Contract: H3890","MD","PPO","No",2.5,3,3,"Medicare","Other"
"518",957,5,"Jai Medical Systems Managed Care Organization, Inc.","MD","HMO","Yes",4,5,4,"Medicaid","Other"
"519",1056,5,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.","MD","HMO","Yes",3,5,4.5,"Medicaid","Kaiser"
"520",1154,4,"MedStar Family Choice, Inc.","MD","HMO","Yes",3,4,3.5,"Medicaid","Other"
"521",1251,4,"UnitedHealthcare of the Mid-Atlantic, Inc. - Medicaid","MD","HMO","Yes",3.5,3.5,3,"Medicaid","United"
"522",1347,3.5,"AMERIGROUP Maryland, Inc.","MD","HMO","Yes",3,4,3,"Medicaid","Other"
"523",1444,3.5,"Priority Partners MCO","MD","HMO","Yes",3.5,4,2.5,"Medicaid","Other"
"524",1544,3,"Maryland Care Inc., d/b/a/ Maryland Physicians Care","MD","HMO","Yes",2,3,2.5,"Medicaid","Other"
"525",958,4.5,"Blue Cross and Blue Shield of Massachusetts HMO Blue, Inc.","MA","HMO/POS","Yes",3.5,4.5,4,"Commercial","Blue"
"526",1057,4.5,"Blue Cross and Blue Shield of Massachusetts, Inc.","MA","PPO","Yes",3.5,4,4.5,"Commercial","Blue"
"527",1155,4.5,"Fallon Community Health Plan","MA","HMO/POS","Yes",3.5,4,4,"Commercial","Other"
"528",1252,4.5,"Harvard Pilgrim Health Care, Inc.","MA","HMO/POS","Yes",3.5,4.5,3.5,"Commercial","Other"
"529",1348,4.5,"Harvard Pilgrim Health Care, Inc.","MA","PPO","Yes",3.5,4.5,3.5,"Commercial","Other"
"530",1445,4.5,"Martin's Point US Family Health Plan (NH, NY, PA, VT)","MA","HMO","Yes",5,4,3.5,"Commercial","Other"
"531",1545,4.5,"Tufts Associated Health Maintenance Organization, Inc.","MA","HMO/POS/EPO","Yes",3,4.5,4.5,"Commercial","Other"
"532",1644,4.5,"Tufts Benefit Administrators, Inc.","MA","PPO","Yes",3,4.5,4.5,"Commercial","Other"
"533",1742,4,"Cigna Health and Life Insurance Company - Massachusetts","MA","HMO/POS/PPO","Yes",3,4,3.5,"Commercial","Cigna"
"534",1838,4,"Neighborhood Health Plan, Inc.","MA","HMO","Yes",2.5,4.5,3.5,"Commercial","Other"
"535",1936,4,"United HealthCare Services, Inc. (Massachusetts)","MA","PPO","Yes",2,3.5,3.5,"Commercial","United"
"536",2034,4,"UnitedHealthcare Insurance Company (Massachusetts)","MA","PPO","Yes",2,3.5,3.5,"Commercial","United"
"537",2130,3.5,"Aetna Life Insurance Company (Massachusetts)","MA","PPO/EPO","Yes",2,3,3.5,"Commercial","Aetna"
"538",2227,3.5,"ConnectiCare of Massachusetts Inc.","MA","HMO/POS","Yes",2.5,3.5,3,"Commercial","Other"
"539",2320,3.5,"Health New England, Inc.","MA","HMO/POS","Yes",3,3.5,3,"Commercial","Other"
"540",2417,1.5,"American Postal Workers Union Health Plan","MA","PPO","No",4,0.5,1.5,"Commercial","Other"
"541",959,4,"Aetna Health Inc. (Pennsylvania) - Massachusetts CMS Contract: H3931","MA","HMO","Yes",3.5,3,3.5,"Medicare","Aetna"
"542",1058,4,"Aetna Life Insurance Company (Massachusetts) CMS Contract: H5521","MA","PPO","Yes",3.5,4,3.5,"Medicare","Aetna"
"543",1156,4,"Fallon Community Health Plan CMS Contract: H9001","MA","HMO","Yes",4,4,3.5,"Medicare","Other"
"544",1253,4,"Health New England, Inc. CMS Contract: H8578","MA","HMO/POS","Yes",3.5,4.5,3,"Medicare","Other"
"545",1349,4,"Sierra Health and Life Insurance Company, Inc. CMS Contract: H5652","MA","HMO/POS","No",3.5,4.5,4,"Medicare","Other"
"546",1446,4,"Sierra Health and Life Insurance Company, Inc.-(CT,MA,ME,NH,RI,VT) CMS Contract: H2001","MA","PPO","Yes",4,5,3.5,"Medicare","Other"
"547",1546,4,"UnitedHealthcare of New England, Inc. CMS Contract: H1944","MA","HMO","Yes",3.5,3.5,3.5,"Medicare","United"
"548",1645,3.5,"Senior Whole Health, LLC † CMS Contract: H2224","MA","HMO","Yes",2.5,4,3,"Medicare","Other"
"549",1743,3.5,"Sierra Health and Life Insurance Company, Inc. CMS Contract: H2406","MA","PPO","No",3.5,4,3.5,"Medicare","Other"
"550",1839,3.5,"UnitedHealthcare Insurance Company - Regional (CT, MA, RI, VT) CMS Contract: R7444","MA","PPO","Yes",3,3.5,2.5,"Medicare","United"
"551",1937,3.5,"UnitedHealthcare Insurance Company (RI/MA) CMS Contract: H2228","MA","PPO","Yes",3,3.5,3,"Medicare","United"
"552",2035,3,"UnitedHealthcare Insurance Company (MASCO) † CMS Contract: H2226","MA","HMO","No",2.5,4,3,"Medicare","United"
"553",960,4.5,"Tufts Health Public Plans, Inc.*","MA","HMO","Yes",3,4.5,4.5,"Medicaid","Other"
"554",1059,4,"Boston Medical Center Health Plan, Inc (d/b/a Boston Medical Center HealthNet Plan)*","MA","HMO","Yes",2.5,4,3.5,"Medicaid","Other"
"555",1157,4,"Fallon Community Health Plan*","MA","HMO","Yes",2,4.5,3.5,"Medicaid","Other"
"556",1254,4,"Neighborhood Health Plan, Inc.*","MA","HMO","Yes",3.5,4,3.5,"Medicaid","Other"
"557",1350,3.5,"Health New England, Inc.*","MA","HMO","Yes",2,3.5,3,"Medicaid","Other"
"558",961,4,"Blue Care Network of Michigan","MI","HMO","Yes",3.5,3.5,3.5,"Commercial","Blue"
"559",1060,4,"Blue Cross Blue Shield of Michigan","MI","PPO","Yes",3.5,3.5,3.5,"Commercial","Blue"
"560",1158,4,"Health Alliance Plan of Michigan","MI","HMO/POS","Yes",3.5,4,3.5,"Commercial","Health Alliance"
"561",1255,4,"Priority Health","MI","HMO/POS","Yes",3,4.5,3.5,"Commercial","Other"
"562",1351,4,"Priority Health Insurance Company","MI","PPO","Yes",2.5,4,3.5,"Commercial","Other"
"563",1448,3.5,"Aetna Life Insurance Company (Michigan)","MI","PPO/EPO","Yes",3,2.5,3,"Commercial","Aetna"
"564",1548,3.5,"Alliance Health and Life","MI","PPO","Yes",3.5,2.5,3,"Commercial","Other"
"565",1646,3.5,"McLaren Health Plan Community","MI","HMO/POS","Yes",2,3,3.5,"Commercial","Other"
"566",1744,3.5,"Physicians Health Plan","MI","HMO/POS","No",3.5,4,3.5,"Commercial","Other"
"567",1840,3.5,"United HealthCare Services, Inc. (Michigan)","MI","PPO","Yes",2.5,3.5,3,"Commercial","United"
"568",1938,3.5,"UnitedHealthcare Insurance Company (Michigan)","MI","PPO","Yes",2.5,3.5,3,"Commercial","United"
"569",2036,3,"Total Health Care USA, Inc.","MI","HMO/POS","Yes",3,2.5,2,"Commercial","Other"
"570",2132,1.5,"American Postal Workers Union Health Plan","MI","PPO","No",4,0.5,1.5,"Commercial","Other"
"571",962,4.5,"Priority Health CMS Contract: H2320","MI","HMO/POS","Yes",4,4,4,"Medicare","Other"
"572",1061,4,"Aetna Life Insurance Company (Michigan) CMS Contract: H5521","MI","PPO","Yes",3.5,4,3.5,"Medicare","Aetna"
"573",1159,4,"Alliance Health and Life CMS Contract: H2322","MI","PPO","Yes",4,4,3,"Medicare","Other"
"574",1256,4,"Blue Care Network of Michigan CMS Contract: H5883","MI","HMO/POS","Yes",3,4,3.5,"Medicare","Blue"
"575",1352,4,"Health Alliance Plan of Michigan CMS Contract: H2354","MI","HMO/POS","Yes",3,4,3.5,"Medicare","Health Alliance"
"576",1449,4,"Paramount Care, Inc. CMS Contract: H3653","MI","HMO","Yes",3.5,3.5,3.5,"Medicare","Other"
"577",1549,4,"Priority Health CMS Contract: H4875","MI","PPO","Yes",3.5,3.5,3.5,"Medicare","Other"
"578",1647,4,"Sierra Health and Life Insurance Company, Inc. CMS Contract: H5652","MI","HMO/POS","No",3.5,4.5,4,"Medicare","Other"
"579",1745,4,"Sierra Health and Life Insurance Company, Inc. (IN,MI,OH) CMS Contract: H2001","MI","PPO","Yes",4,5,3.5,"Medicare","Other"
"580",1841,3.5,"Blue Cross Blue Shield of Michigan CMS Contract: H9572","MI","PPO","No",3.5,3.5,3.5,"Medicare","Blue"
"581",1939,3.5,"Sierra Health and Life Insurance Company, Inc. CMS Contract: H2406","MI","PPO","No",3.5,4,3.5,"Medicare","Other"
"582",2037,3.5,"UnitedHealthcare Insurance Company (IN,IL,MI,MN,OH,WI) CMS Contract: H2228","MI","PPO","Yes",3,3.5,3,"Medicare","United"
"583",2133,3,"Humana Medical Plan of Michigan, Inc. CMS Contract: H8908","MI","HMO","No",2,3.5,3,"Medicare","Humana"
"584",2230,3,"Meridian Health Plan of Michigan, Inc. CMS Contract: H0480","MI","HMO","No",3,2,3,"Medicare","Other"
"585",2323,2.5,"Aetna Better Health of Michigan, Inc. CMS Contract: H8026","MI","HMO","No",2.5,1,2.5,"Medicare","Aetna"
"586",2420,2.5,"Meridian Health Plan of Michigan, Inc. CMS Contract: H5475","MI","HMO","No",1.5,2.5,3,"Medicare","Other"
"587",2518,2.5,"Molina Healthcare of Michigan † CMS Contract: H5926","MI","HMO","No",2,2,2.5,"Medicare","Molina"
"588",2617,2,"AmeriHealth Michigan, Inc. CMS Contract: H0192","MI","HMO","No",2,1,2.5,"Medicare","Other"
"589",2715,2,"HAP Midwest Health Plan, Inc. CMS Contract: H9712","MI","HMO","No",1.5,1.5,2,"Medicare","Other"
"590",2814,2,"Molina Healthcare of Michigan CMS Contract: H7844","MI","HMO","No",2,1.5,2.5,"Medicare","Molina"
"591",963,4.5,"Priority Health","MI","HMO","Yes",3.5,4,3.5,"Medicaid","Other"
"592",1062,4.5,"Upper Peninsula Health Plan, LLC","MI","HMO","Yes",3.5,3.5,4,"Medicaid","Other"
"593",1160,4,"Meridian Health Plan of Michigan, Inc.","MI","HMO","Yes",3,3.5,3.5,"Medicaid","Other"
"594",1257,4,"UnitedHealthcare Community Plan, Inc. dba UnitedHealthcare Community Plan (MI)","MI","HMO","Yes",3,3.5,3.5,"Medicaid","United"
"595",1353,3.5,"Blue Cross Complete of Michigan","MI","HMO","Yes",3,3,3.5,"Medicaid","Blue"
"596",1450,3.5,"HAP Midwest Health Plan, Inc.","MI","HMO","Yes",4,2.5,3,"Medicaid","Other"
"597",1550,3.5,"McLaren Health Plan, Inc.","MI","HMO","Yes",3.5,3,3,"Medicaid","Other"
"598",1648,3.5,"Molina Healthcare of Michigan","MI","HMO","Yes",2.5,3.5,3,"Medicaid","Molina"
"599",1746,3,"Aetna Better Health of Michigan, Inc.","MI","HMO","Yes",3,2.5,2.5,"Medicaid","Aetna"
"600",1842,3,"Total Health Care, Inc.","MI","HMO","Yes",2.5,2.5,2.5,"Medicaid","Other"
"601",1940,2,"Harbor Health Plan","MI","HMO","No",2,2,2.5,"Medicaid","Other"
"602",964,4.5,"BCBSM, Inc. (dba Blue Cross Blue Shield of Minnesota)","MN","PPO","Yes",2.5,4,4,"Commercial","Blue"
"603",1063,4.5,"Group Health Plan, Inc.","MN","HMO/POS/PPO","Yes",3,4,4,"Commercial","Group Health"
"604",1161,4.5,"HealthPartners Administrators Inc.","MN","HMO/POS/PPO","Yes",3,4,4,"Commercial","Other"
"605",1258,4.5,"HealthPartners, Inc.","MN","HMO/POS/PPO","Yes",3,4,4,"Commercial","Other"
"606",1354,4,"Blue Plus (HMO Minnesota dba Blue Plus)","MN","HMO/PPO","Yes",2.5,3.5,4,"Commercial","Blue"
"607",1451,4,"Medica Health Plans (MHP)","MN","HMO/POS","Yes",3.5,3.5,3.5,"Commercial","Medica "
"608",1551,4,"Medica Health Plans of Wisconsin (MHPW)","MN","PPO","Yes",3.5,3.5,3.5,"Commercial","Medica "
"609",1649,4,"Medica Insurance Company (MIC)","MN","PPO","Yes",3.5,3.5,3.5,"Commercial","Medica "
"610",1747,4,"Medica Self-Insured (MSI)","MN","PPO","Yes",3.5,3.5,3.5,"Commercial","Medica "
"611",1843,4,"PreferredOne Community Health Plan Special Project: MN Commercial","MN","POS","Yes",3,3,4,"Commercial","Other"
"612",1941,4,"PreferredOne Insurance Company (PIC) Special Project: MN Commercial","MN","PPO","Yes",3,3,4,"Commercial","Other"
"613",2038,3.5,"Aetna Life Insurance Company (Minnesota)","MN","PPO/EPO","Yes",3.5,2.5,3,"Commercial","Aetna"
"614",2134,1.5,"American Postal Workers Union Health Plan","MN","PPO","No",4,0.5,1.5,"Commercial","Other"
"615",965,5,"Group Health Plan, Inc. CMS Contract: H2462","MN","HMO","Yes",4.5,5,4,"Medicare","Group Health"
"616",1064,4.5,"Gundersen Health Plan Minnesota, INC CMS Contract: H9834","MN","HMO","No",5,4.5,4.5,"Medicare","Other"
"617",1162,4.5,"UCare Minnesota CMS Contract: H2459","MN","HMO/POS","Yes",4.5,4.5,4,"Medicare","Other"
"618",1259,4,"Sierra Health and Life Insurance Company, Inc. (WI,MN) CMS Contract: H2001","MN","PPO","Yes",4,5,3.5,"Medicare","Other"
"619",1355,3.5,"Blue Plus (HMO Minnesota dba Blue Plus) † CMS Contract: H2425","MN","HMO","No",3.5,3.5,3.5,"Medicare","Blue"
"620",1452,3.5,"PrimeWest Health † CMS Contract: H2416","MN","HMO","No",4,3.5,3.5,"Medicare","Other"
"621",1552,3.5,"Sierra Health and Life Insurance Company, Inc. CMS Contract: H2406","MN","PPO","No",3.5,4,3.5,"Medicare","Other"
"622",1650,3.5,"UnitedHealthcare Insurance Company (IN,IL,MI,MN,OH,WI) CMS Contract: H2228","MN","PPO","Yes",3,3.5,3,"Medicare","United"
"623",966,5,"Blue Plus (HMO Minnesota dba Blue Plus) Special Project: MSHO","MN","HMO","Yes",5,NA,4.5,"Medicaid","Blue"
"624",1065,4,"Blue Plus (HMO Minnesota dba Blue Plus) Special Project: MN Care","MN","HMO","Yes",2,3.5,4,"Medicaid","Blue"
