"","state","abbreviation","v1","rating","plan","type","ncqa","consumersat","prevention","treatment","instype","plantype","year","pop_2016.x","pct_pop_age0-18_2016","pct_pop_age19-25_2016","pct_pop_age26-34_2016","pct_pop_age35-54_2016","pct_pop_age55-64_2016","pct_pop_age65_2016","pct_citizen_2016","pct_male_2016","pct_female_2016","pct_white_2016","pct_black_2016","pct_hispanic_2016","pct_asian_2016","pct_native_2016","pct_pacific_2016","pct_two_or_more_races_2016","pct_fpv<100_2016","pct_fpv100-199_2016","pct_fpv200-399_2016","pct_fpv>400_2016","med_house_income_2016","pct_unemployed_2016","avg_monthly_SNAP_2016","expend_per_cap_2016","forclosure_rate_2016","pct_change_monthly_umployment_2016","pct_change_monthly_SNAP_2016","economic_distress_rank_2016","pct_any_mental_illness_2016","pct_serious_mental_illness_2016","cancer_death_rate_2016","death_rate_2016","cvs_death_rate_2016","firearm_death_rate_2016","opioid_od_death_rate_2016","all_drug_od_death_rate_2016","flu_pna_death_2016","pct_smoke_2016","pct_reported_poor_health_2016","expansion_2017","total_medicaid_enroll_2017","expansion_group_enrolled_2017","expansion_group_newly_eligible_enrolled_2017","hosp_expense_inpatient_day_2016","hosp_rate_gov_hosp_2016","hosp_rate_nonprofit_hosp_2016","hosp_rate_forprofit_hosp_2016","hosp_rate_total_2016","pct_uninsured_2013","pct_uninsured_2016","pct_change_uninsured_2013_2016","herfindahl_hirschman_Index_2016","market_share_largest_insure_2016","no_insure_>5%_mark_share_2016","gross_margins_per_member_2016","total_pc_hpsa_2017","pop_hpsa_2017","pct_needs_met_2017","no_practitioners_needed_2017","pct_hdhp_2017","avg_fam_prem_employee_cont_2016","avg_fam_prem_employer_cont_2016","avg_fam_prem_total_2016","avg_sing_prem_employee_cont_2016","avg_sing_prem_employer_cont_2016","avg_sing_prem_total_2016","hc_exp_per_cap_2014","avg_bench_mktplace_prem","pct_pot_mkt_pop_enrol_2016","no_insur_provid_2016","insur_spend_per_cap_2014","pct_not_hav_pcp_2016","quality_rank_2016","quality_value_2016","no_pcp_2018","no_specialist_2018","no_total_md_2018","pop_2016.y","land_area","pop_density","pct_disability_2016","num_gov_beds_2016","num_non_profit_beds_2016","num_for_profit_beds_2016","num_total_beds_2016","no_pcp_per_pop","no_specialists_per_pop","no_total_md_pop","rx_opioid_deaths_16.x","pct_no_place_care_2014.x","doc_dens","insured_dens","pct_non_citizen_2016","rx_opioid_deaths_16.y","pct_no_place_care_2014.y","rx_opioid_deaths_16","pct_no_place_care_2014"
"271","Missouri","MO",1069,3.5,"Blue Cross and Blue Shield of Kansas City","PPO","Yes",3,2.5,3.5,"Commercial","Blue",2016,5888700,25,9,12,25,12,17,97,48,52,0.79,0.11,0.04,0.02,NA,NA,0.03,13.13,17.31,31.66,37.91,55016,4.7,810690,4042,1923,12.6,-8,26,17.6,4.1,167,808.2,192.1,19,15.9,23.6,15.1,22.1,19,0,983600,NA,NA,2262.21,84,498,89,671,18.3,12.7,-5.6,1984,27,5,48,250,2314257,16.99,622,64.8,6003,10635,16638,1288,4593,5881,8107,314,43,6,4354,22.1,37,-0.338,9318,10761,20079,5888700,68898,85.4698249586345,14.5,0.4,2.2,0.4,3,1.58235264149982,1.82739823730195,3.40975087880177,664,0.161,0.291430810763738,3.70117129669947,3,664,0.161,664,0.161
"272","Missouri","MO",1165,3.5,"Cigna Health and Life Insurance Company - Missouri","PPO","Yes",3.5,3,3.5,"Commercial","Cigna",2016,5888700,25,9,12,25,12,17,97,48,52,0.79,0.11,0.04,0.02,NA,NA,0.03,13.13,17.31,31.66,37.91,55016,4.7,810690,4042,1923,12.6,-8,26,17.6,4.1,167,808.2,192.1,19,15.9,23.6,15.1,22.1,19,0,983600,NA,NA,2262.21,84,498,89,671,18.3,12.7,-5.6,1984,27,5,48,250,2314257,16.99,622,64.8,6003,10635,16638,1288,4593,5881,8107,314,43,6,4354,22.1,37,-0.338,9318,10761,20079,5888700,68898,85.4698249586345,14.5,0.4,2.2,0.4,3,1.58235264149982,1.82739823730195,3.40975087880177,664,0.161,0.291430810763738,3.70117129669947,3,664,0.161,664,0.161
"273","Missouri","MO",1261,3.5,"Connecticut General Life Insurance Company - Missouri","PPO","Yes",3.5,3,3.5,"Commercial","Connecticut General",2016,5888700,25,9,12,25,12,17,97,48,52,0.79,0.11,0.04,0.02,NA,NA,0.03,13.13,17.31,31.66,37.91,55016,4.7,810690,4042,1923,12.6,-8,26,17.6,4.1,167,808.2,192.1,19,15.9,23.6,15.1,22.1,19,0,983600,NA,NA,2262.21,84,498,89,671,18.3,12.7,-5.6,1984,27,5,48,250,2314257,16.99,622,64.8,6003,10635,16638,1288,4593,5881,8107,314,43,6,4354,22.1,37,-0.338,9318,10761,20079,5888700,68898,85.4698249586345,14.5,0.4,2.2,0.4,3,1.58235264149982,1.82739823730195,3.40975087880177,664,0.161,0.291430810763738,3.70117129669947,3,664,0.161,664,0.161
"274","Missouri","MO",1360,3.5,"Coventry Health Care of Missouri, Inc.","HMO/POS","Yes",3,3,3,"Commercial","Coventry",2016,5888700,25,9,12,25,12,17,97,48,52,0.79,0.11,0.04,0.02,NA,NA,0.03,13.13,17.31,31.66,37.91,55016,4.7,810690,4042,1923,12.6,-8,26,17.6,4.1,167,808.2,192.1,19,15.9,23.6,15.1,22.1,19,0,983600,NA,NA,2262.21,84,498,89,671,18.3,12.7,-5.6,1984,27,5,48,250,2314257,16.99,622,64.8,6003,10635,16638,1288,4593,5881,8107,314,43,6,4354,22.1,37,-0.338,9318,10761,20079,5888700,68898,85.4698249586345,14.5,0.4,2.2,0.4,3,1.58235264149982,1.82739823730195,3.40975087880177,664,0.161,0.291430810763738,3.70117129669947,3,664,0.161,664,0.161
"275","Missouri","MO",1456,3.5,"HMO Missouri, Inc. dba Anthem Blue Cross Blue Shield in Missouri","HMO/POS","Yes",3,2.5,3,"Commercial","Anthem",2016,5888700,25,9,12,25,12,17,97,48,52,0.79,0.11,0.04,0.02,NA,NA,0.03,13.13,17.31,31.66,37.91,55016,4.7,810690,4042,1923,12.6,-8,26,17.6,4.1,167,808.2,192.1,19,15.9,23.6,15.1,22.1,19,0,983600,NA,NA,2262.21,84,498,89,671,18.3,12.7,-5.6,1984,27,5,48,250,2314257,16.99,622,64.8,6003,10635,16638,1288,4593,5881,8107,314,43,6,4354,22.1,37,-0.338,9318,10761,20079,5888700,68898,85.4698249586345,14.5,0.4,2.2,0.4,3,1.58235264149982,1.82739823730195,3.40975087880177,664,0.161,0.291430810763738,3.70117129669947,3,664,0.161,664,0.161
"276","Missouri","MO",1553,3.5,"Humana Health Plan Inc. - Kansas City","HMO/POS","Yes",4,2.5,3,"Commercial","Humana",2016,5888700,25,9,12,25,12,17,97,48,52,0.79,0.11,0.04,0.02,NA,NA,0.03,13.13,17.31,31.66,37.91,55016,4.7,810690,4042,1923,12.6,-8,26,17.6,4.1,167,808.2,192.1,19,15.9,23.6,15.1,22.1,19,0,983600,NA,NA,2262.21,84,498,89,671,18.3,12.7,-5.6,1984,27,5,48,250,2314257,16.99,622,64.8,6003,10635,16638,1288,4593,5881,8107,314,43,6,4354,22.1,37,-0.338,9318,10761,20079,5888700,68898,85.4698249586345,14.5,0.4,2.2,0.4,3,1.58235264149982,1.82739823730195,3.40975087880177,664,0.161,0.291430810763738,3.70117129669947,3,664,0.161,664,0.161
"277","Missouri","MO",1648,3.5,"United Healthcare Services, Inc (Missouri)","PPO","Yes",3,2.5,3,"Commercial","United",2016,5888700,25,9,12,25,12,17,97,48,52,0.79,0.11,0.04,0.02,NA,NA,0.03,13.13,17.31,31.66,37.91,55016,4.7,810690,4042,1923,12.6,-8,26,17.6,4.1,167,808.2,192.1,19,15.9,23.6,15.1,22.1,19,0,983600,NA,NA,2262.21,84,498,89,671,18.3,12.7,-5.6,1984,27,5,48,250,2314257,16.99,622,64.8,6003,10635,16638,1288,4593,5881,8107,314,43,6,4354,22.1,37,-0.338,9318,10761,20079,5888700,68898,85.4698249586345,14.5,0.4,2.2,0.4,3,1.58235264149982,1.82739823730195,3.40975087880177,664,0.161,0.291430810763738,3.70117129669947,3,664,0.161,664,0.161
"278","Missouri","MO",1744,3.5,"UnitedHealthcare Insurance Company (Missouri)","PPO","Yes",3,2.5,3,"Commercial","United",2016,5888700,25,9,12,25,12,17,97,48,52,0.79,0.11,0.04,0.02,NA,NA,0.03,13.13,17.31,31.66,37.91,55016,4.7,810690,4042,1923,12.6,-8,26,17.6,4.1,167,808.2,192.1,19,15.9,23.6,15.1,22.1,19,0,983600,NA,NA,2262.21,84,498,89,671,18.3,12.7,-5.6,1984,27,5,48,250,2314257,16.99,622,64.8,6003,10635,16638,1288,4593,5881,8107,314,43,6,4354,22.1,37,-0.338,9318,10761,20079,5888700,68898,85.4698249586345,14.5,0.4,2.2,0.4,3,1.58235264149982,1.82739823730195,3.40975087880177,664,0.161,0.291430810763738,3.70117129669947,3,664,0.161,664,0.161
"279","Missouri","MO",1840,3,"Coventry Health and Life Insurance Company (Missouri)","PPO","Yes",3.5,2.5,2.5,"Commercial","Coventry",2016,5888700,25,9,12,25,12,17,97,48,52,0.79,0.11,0.04,0.02,NA,NA,0.03,13.13,17.31,31.66,37.91,55016,4.7,810690,4042,1923,12.6,-8,26,17.6,4.1,167,808.2,192.1,19,15.9,23.6,15.1,22.1,19,0,983600,NA,NA,2262.21,84,498,89,671,18.3,12.7,-5.6,1984,27,5,48,250,2314257,16.99,622,64.8,6003,10635,16638,1288,4593,5881,8107,314,43,6,4354,22.1,37,-0.338,9318,10761,20079,5888700,68898,85.4698249586345,14.5,0.4,2.2,0.4,3,1.58235264149982,1.82739823730195,3.40975087880177,664,0.161,0.291430810763738,3.70117129669947,3,664,0.161,664,0.161
"280","Missouri","MO",1938,3,"Humana Insurance Company (KS, MO)","PPO","Yes",2,2.5,3,"Commercial","Humana",2016,5888700,25,9,12,25,12,17,97,48,52,0.79,0.11,0.04,0.02,NA,NA,0.03,13.13,17.31,31.66,37.91,55016,4.7,810690,4042,1923,12.6,-8,26,17.6,4.1,167,808.2,192.1,19,15.9,23.6,15.1,22.1,19,0,983600,NA,NA,2262.21,84,498,89,671,18.3,12.7,-5.6,1984,27,5,48,250,2314257,16.99,622,64.8,6003,10635,16638,1288,4593,5881,8107,314,43,6,4354,22.1,37,-0.338,9318,10761,20079,5888700,68898,85.4698249586345,14.5,0.4,2.2,0.4,3,1.58235264149982,1.82739823730195,3.40975087880177,664,0.161,0.291430810763738,3.70117129669947,3,664,0.161,664,0.161
"281","Missouri","MO",2032,2.5,"Aetna Life Insurance Company (Missouri)","PPO","Yes",3.5,2,2,"Commercial","Aetna",2016,5888700,25,9,12,25,12,17,97,48,52,0.79,0.11,0.04,0.02,NA,NA,0.03,13.13,17.31,31.66,37.91,55016,4.7,810690,4042,1923,12.6,-8,26,17.6,4.1,167,808.2,192.1,19,15.9,23.6,15.1,22.1,19,0,983600,NA,NA,2262.21,84,498,89,671,18.3,12.7,-5.6,1984,27,5,48,250,2314257,16.99,622,64.8,6003,10635,16638,1288,4593,5881,8107,314,43,6,4354,22.1,37,-0.338,9318,10761,20079,5888700,68898,85.4698249586345,14.5,0.4,2.2,0.4,3,1.58235264149982,1.82739823730195,3.40975087880177,664,0.161,0.291430810763738,3.70117129669947,3,664,0.161,664,0.161
"282","Missouri","MO",2130,2.5,"Cigna HealthCare of St. Louis, Inc.","HMO/POS","Yes",2.5,2,1.5,"Commercial","Cigna",2016,5888700,25,9,12,25,12,17,97,48,52,0.79,0.11,0.04,0.02,NA,NA,0.03,13.13,17.31,31.66,37.91,55016,4.7,810690,4042,1923,12.6,-8,26,17.6,4.1,167,808.2,192.1,19,15.9,23.6,15.1,22.1,19,0,983600,NA,NA,2262.21,84,498,89,671,18.3,12.7,-5.6,1984,27,5,48,250,2314257,16.99,622,64.8,6003,10635,16638,1288,4593,5881,8107,314,43,6,4354,22.1,37,-0.338,9318,10761,20079,5888700,68898,85.4698249586345,14.5,0.4,2.2,0.4,3,1.58235264149982,1.82739823730195,3.40975087880177,664,0.161,0.291430810763738,3.70117129669947,3,664,0.161,664,0.161
"283","Missouri","MO",2226,2.5,"Coventry Health and Life Insurance Company (Western Missouri)","PPO","Yes",2,1.5,2.5,"Commercial","Coventry",2016,5888700,25,9,12,25,12,17,97,48,52,0.79,0.11,0.04,0.02,NA,NA,0.03,13.13,17.31,31.66,37.91,55016,4.7,810690,4042,1923,12.6,-8,26,17.6,4.1,167,808.2,192.1,19,15.9,23.6,15.1,22.1,19,0,983600,NA,NA,2262.21,84,498,89,671,18.3,12.7,-5.6,1984,27,5,48,250,2314257,16.99,622,64.8,6003,10635,16638,1288,4593,5881,8107,314,43,6,4354,22.1,37,-0.338,9318,10761,20079,5888700,68898,85.4698249586345,14.5,0.4,2.2,0.4,3,1.58235264149982,1.82739823730195,3.40975087880177,664,0.161,0.291430810763738,3.70117129669947,3,664,0.161,664,0.161
"284","Missouri","MO",2322,2.5,"RightCHOICE Managed Care, Inc. dba Anthem Blue Cross and Blue Shield in Missouri Special Project: Federal Employee Program","PPO","No (Scheduled)",4,2,2,"Commercial","Anthem",2016,5888700,25,9,12,25,12,17,97,48,52,0.79,0.11,0.04,0.02,NA,NA,0.03,13.13,17.31,31.66,37.91,55016,4.7,810690,4042,1923,12.6,-8,26,17.6,4.1,167,808.2,192.1,19,15.9,23.6,15.1,22.1,19,0,983600,NA,NA,2262.21,84,498,89,671,18.3,12.7,-5.6,1984,27,5,48,250,2314257,16.99,622,64.8,6003,10635,16638,1288,4593,5881,8107,314,43,6,4354,22.1,37,-0.338,9318,10761,20079,5888700,68898,85.4698249586345,14.5,0.4,2.2,0.4,3,1.58235264149982,1.82739823730195,3.40975087880177,664,0.161,0.291430810763738,3.70117129669947,3,664,0.161,664,0.161
"285","Montana","MT",973,3,"United HealthCare Services, Inc. (Montana)","PPO","Yes",2.5,2,3,"Commercial","United",2016,1035500,23,8,12,24,14,19,99,50,50,0.89,0.01,0.03,0.01,NA,NA,0.03,12.1,17.87,31.32,38.7,57075,4.1,116626,6124,4475,3.3,3.7,19,20.1,5.3,145.9,743.2,154.4,18.9,4.2,11.7,11.1,18.5,15.6,1,213100,58100,58100,1509.39,38,670,41,749,23.1,12.1,-11,5409,70,3,-21,122,330385,38.37,63,60.9,5570,12265,17835,1367,5075,6442,8221,322,48,3,3882,26.4,23,0.178,1156,1154,2310,1035500,145556,7.11410041496057,14.6,0.2,3,0.3,3.5,1.11636890391115,1.11443746982134,2.2308063737325,33,0.158,0.015870180549067,0.192029184643711,1,33,0.158,33,0.158
"286","Montana","MT",1072,3,"UnitedHealthcare Insurance Company (Montana)","PPO","Yes",2.5,2,3,"Commercial","United",2016,1035500,23,8,12,24,14,19,99,50,50,0.89,0.01,0.03,0.01,NA,NA,0.03,12.1,17.87,31.32,38.7,57075,4.1,116626,6124,4475,3.3,3.7,19,20.1,5.3,145.9,743.2,154.4,18.9,4.2,11.7,11.1,18.5,15.6,1,213100,58100,58100,1509.39,38,670,41,749,23.1,12.1,-11,5409,70,3,-21,122,330385,38.37,63,60.9,5570,12265,17835,1367,5075,6442,8221,322,48,3,3882,26.4,23,0.178,1156,1154,2310,1035500,145556,7.11410041496057,14.6,0.2,3,0.3,3.5,1.11636890391115,1.11443746982134,2.2308063737325,33,0.158,0.015870180549067,0.192029184643711,1,33,0.158,33,0.158
"287","Montana","MT",1168,2.5,"Cigna Health and Life Insurance Company - Montana/South Dakota","PPO","Yes",3.5,2,2,"Commercial","Cigna",2016,1035500,23,8,12,24,14,19,99,50,50,0.89,0.01,0.03,0.01,NA,NA,0.03,12.1,17.87,31.32,38.7,57075,4.1,116626,6124,4475,3.3,3.7,19,20.1,5.3,145.9,743.2,154.4,18.9,4.2,11.7,11.1,18.5,15.6,1,213100,58100,58100,1509.39,38,670,41,749,23.1,12.1,-11,5409,70,3,-21,122,330385,38.37,63,60.9,5570,12265,17835,1367,5075,6442,8221,322,48,3,3882,26.4,23,0.178,1156,1154,2310,1035500,145556,7.11410041496057,14.6,0.2,3,0.3,3.5,1.11636890391115,1.11443746982134,2.2308063737325,33,0.158,0.015870180549067,0.192029184643711,1,33,0.158,33,0.158
"288","Montana","MT",1263,2.5,"Connecticut General Life Insurance Company - Montana/South Dakota","PPO","Yes",3.5,2,2,"Commercial","Connecticut General",2016,1035500,23,8,12,24,14,19,99,50,50,0.89,0.01,0.03,0.01,NA,NA,0.03,12.1,17.87,31.32,38.7,57075,4.1,116626,6124,4475,3.3,3.7,19,20.1,5.3,145.9,743.2,154.4,18.9,4.2,11.7,11.1,18.5,15.6,1,213100,58100,58100,1509.39,38,670,41,749,23.1,12.1,-11,5409,70,3,-21,122,330385,38.37,63,60.9,5570,12265,17835,1367,5075,6442,8221,322,48,3,3882,26.4,23,0.178,1156,1154,2310,1035500,145556,7.11410041496057,14.6,0.2,3,0.3,3.5,1.11636890391115,1.11443746982134,2.2308063737325,33,0.158,0.015870180549067,0.192029184643711,1,33,0.158,33,0.158
"289","Montana","MT",1362,2.5,"PacificSource Health Plans - Montana","PPO","Yes",2,2,2.5,"Commercial","Other",2016,1035500,23,8,12,24,14,19,99,50,50,0.89,0.01,0.03,0.01,NA,NA,0.03,12.1,17.87,31.32,38.7,57075,4.1,116626,6124,4475,3.3,3.7,19,20.1,5.3,145.9,743.2,154.4,18.9,4.2,11.7,11.1,18.5,15.6,1,213100,58100,58100,1509.39,38,670,41,749,23.1,12.1,-11,5409,70,3,-21,122,330385,38.37,63,60.9,5570,12265,17835,1367,5075,6442,8221,322,48,3,3882,26.4,23,0.178,1156,1154,2310,1035500,145556,7.11410041496057,14.6,0.2,3,0.3,3.5,1.11636890391115,1.11443746982134,2.2308063737325,33,0.158,0.015870180549067,0.192029184643711,1,33,0.158,33,0.158
"290","Nebraska","NE",975,4,"Health Alliance Midwest, Inc.","HMO/POS","Yes",3.5,3.5,3.5,"Commercial","Health Alliance",2016,1876100,27,10,12,24,10,16,94,49,51,0.78,0.04,0.13,0.03,NA,"<.01",0.02,9.84,15.92,33.43,40.8,59374,3.3,175851,6088,2261,10.1,0.6,12,18,4,153.6,707,140.3,9.1,2.4,6.4,14.3,17,14.7,0,238900,NA,NA,1883.36,87,572,12,672,15,12.1,-2.8,3516,48,3,-18,111,28024,56.02,6,59.3,4808,11809,16617,1456,4632,6088,8412,332,36,4,4536,19.1,12,0.432,2878,2715,5593,1876100,76878,24.4036005098988,12,0.6,2.8,0.1,3.4,1.53403336709131,1.44715100474388,2.98118437183519,37,0.171,0.0727516324566196,0.880294752725097,6,37,0.171,37,0.171
"291","Nebraska","NE",1074,3.5,"Health Alliance Midwest, Inc.","PPO","Yes",3,3.5,3,"Commercial","Health Alliance",2016,1876100,27,10,12,24,10,16,94,49,51,0.78,0.04,0.13,0.03,NA,"<.01",0.02,9.84,15.92,33.43,40.8,59374,3.3,175851,6088,2261,10.1,0.6,12,18,4,153.6,707,140.3,9.1,2.4,6.4,14.3,17,14.7,0,238900,NA,NA,1883.36,87,572,12,672,15,12.1,-2.8,3516,48,3,-18,111,28024,56.02,6,59.3,4808,11809,16617,1456,4632,6088,8412,332,36,4,4536,19.1,12,0.432,2878,2715,5593,1876100,76878,24.4036005098988,12,0.6,2.8,0.1,3.4,1.53403336709131,1.44715100474388,2.98118437183519,37,0.171,0.0727516324566196,0.880294752725097,6,37,0.171,37,0.171
"292","Nebraska","NE",1170,3.5,"United Healthcare Services, Inc (Nebraska)","PPO","Yes",2.5,3,3,"Commercial","United",2016,1876100,27,10,12,24,10,16,94,49,51,0.78,0.04,0.13,0.03,NA,"<.01",0.02,9.84,15.92,33.43,40.8,59374,3.3,175851,6088,2261,10.1,0.6,12,18,4,153.6,707,140.3,9.1,2.4,6.4,14.3,17,14.7,0,238900,NA,NA,1883.36,87,572,12,672,15,12.1,-2.8,3516,48,3,-18,111,28024,56.02,6,59.3,4808,11809,16617,1456,4632,6088,8412,332,36,4,4536,19.1,12,0.432,2878,2715,5593,1876100,76878,24.4036005098988,12,0.6,2.8,0.1,3.4,1.53403336709131,1.44715100474388,2.98118437183519,37,0.171,0.0727516324566196,0.880294752725097,6,37,0.171,37,0.171
"293","Nebraska","NE",1265,3.5,"UnitedHealthcare Insurance Company (Nebraska)","PPO","Yes",2.5,3,3,"Commercial","United",2016,1876100,27,10,12,24,10,16,94,49,51,0.78,0.04,0.13,0.03,NA,"<.01",0.02,9.84,15.92,33.43,40.8,59374,3.3,175851,6088,2261,10.1,0.6,12,18,4,153.6,707,140.3,9.1,2.4,6.4,14.3,17,14.7,0,238900,NA,NA,1883.36,87,572,12,672,15,12.1,-2.8,3516,48,3,-18,111,28024,56.02,6,59.3,4808,11809,16617,1456,4632,6088,8412,332,36,4,4536,19.1,12,0.432,2878,2715,5593,1876100,76878,24.4036005098988,12,0.6,2.8,0.1,3.4,1.53403336709131,1.44715100474388,2.98118437183519,37,0.171,0.0727516324566196,0.880294752725097,6,37,0.171,37,0.171
"294","Nebraska","NE",1364,3,"Aetna Life Insurance Company (Nebraska)","PPO","Yes",3,2,2,"Commercial","Aetna",2016,1876100,27,10,12,24,10,16,94,49,51,0.78,0.04,0.13,0.03,NA,"<.01",0.02,9.84,15.92,33.43,40.8,59374,3.3,175851,6088,2261,10.1,0.6,12,18,4,153.6,707,140.3,9.1,2.4,6.4,14.3,17,14.7,0,238900,NA,NA,1883.36,87,572,12,672,15,12.1,-2.8,3516,48,3,-18,111,28024,56.02,6,59.3,4808,11809,16617,1456,4632,6088,8412,332,36,4,4536,19.1,12,0.432,2878,2715,5593,1876100,76878,24.4036005098988,12,0.6,2.8,0.1,3.4,1.53403336709131,1.44715100474388,2.98118437183519,37,0.171,0.0727516324566196,0.880294752725097,6,37,0.171,37,0.171
"295","Nebraska","NE",1459,3,"Avera Health Plans, Inc.","HMO","Yes",3.5,2,3,"Commercial","Other",2016,1876100,27,10,12,24,10,16,94,49,51,0.78,0.04,0.13,0.03,NA,"<.01",0.02,9.84,15.92,33.43,40.8,59374,3.3,175851,6088,2261,10.1,0.6,12,18,4,153.6,707,140.3,9.1,2.4,6.4,14.3,17,14.7,0,238900,NA,NA,1883.36,87,572,12,672,15,12.1,-2.8,3516,48,3,-18,111,28024,56.02,6,59.3,4808,11809,16617,1456,4632,6088,8412,332,36,4,4536,19.1,12,0.432,2878,2715,5593,1876100,76878,24.4036005098988,12,0.6,2.8,0.1,3.4,1.53403336709131,1.44715100474388,2.98118437183519,37,0.171,0.0727516324566196,0.880294752725097,6,37,0.171,37,0.171
"296","Nebraska","NE",1556,3,"Cigna Health and Life Insurance Company - Nebraska","PPO","Yes",3,2.5,2,"Commercial","Cigna",2016,1876100,27,10,12,24,10,16,94,49,51,0.78,0.04,0.13,0.03,NA,"<.01",0.02,9.84,15.92,33.43,40.8,59374,3.3,175851,6088,2261,10.1,0.6,12,18,4,153.6,707,140.3,9.1,2.4,6.4,14.3,17,14.7,0,238900,NA,NA,1883.36,87,572,12,672,15,12.1,-2.8,3516,48,3,-18,111,28024,56.02,6,59.3,4808,11809,16617,1456,4632,6088,8412,332,36,4,4536,19.1,12,0.432,2878,2715,5593,1876100,76878,24.4036005098988,12,0.6,2.8,0.1,3.4,1.53403336709131,1.44715100474388,2.98118437183519,37,0.171,0.0727516324566196,0.880294752725097,6,37,0.171,37,0.171
"297","Nebraska","NE",1650,3,"Connecticut General Life Insurance Company - Nebraska","PPO","Yes",3,2.5,2,"Commercial","Connecticut General",2016,1876100,27,10,12,24,10,16,94,49,51,0.78,0.04,0.13,0.03,NA,"<.01",0.02,9.84,15.92,33.43,40.8,59374,3.3,175851,6088,2261,10.1,0.6,12,18,4,153.6,707,140.3,9.1,2.4,6.4,14.3,17,14.7,0,238900,NA,NA,1883.36,87,572,12,672,15,12.1,-2.8,3516,48,3,-18,111,28024,56.02,6,59.3,4808,11809,16617,1456,4632,6088,8412,332,36,4,4536,19.1,12,0.432,2878,2715,5593,1876100,76878,24.4036005098988,12,0.6,2.8,0.1,3.4,1.53403336709131,1.44715100474388,2.98118437183519,37,0.171,0.0727516324566196,0.880294752725097,6,37,0.171,37,0.171
"298","Nebraska","NE",1746,3,"Coventry Health and Life Insurance Company (Nebraska)","PPO","Yes",3,3,2,"Commercial","Coventry",2016,1876100,27,10,12,24,10,16,94,49,51,0.78,0.04,0.13,0.03,NA,"<.01",0.02,9.84,15.92,33.43,40.8,59374,3.3,175851,6088,2261,10.1,0.6,12,18,4,153.6,707,140.3,9.1,2.4,6.4,14.3,17,14.7,0,238900,NA,NA,1883.36,87,572,12,672,15,12.1,-2.8,3516,48,3,-18,111,28024,56.02,6,59.3,4808,11809,16617,1456,4632,6088,8412,332,36,4,4536,19.1,12,0.432,2878,2715,5593,1876100,76878,24.4036005098988,12,0.6,2.8,0.1,3.4,1.53403336709131,1.44715100474388,2.98118437183519,37,0.171,0.0727516324566196,0.880294752725097,6,37,0.171,37,0.171
"299","Nebraska","NE",1842,3,"Coventry Health Care of Nebraska, Inc.","HMO/POS","Yes",2.5,3,2.5,"Commercial","Coventry",2016,1876100,27,10,12,24,10,16,94,49,51,0.78,0.04,0.13,0.03,NA,"<.01",0.02,9.84,15.92,33.43,40.8,59374,3.3,175851,6088,2261,10.1,0.6,12,18,4,153.6,707,140.3,9.1,2.4,6.4,14.3,17,14.7,0,238900,NA,NA,1883.36,87,572,12,672,15,12.1,-2.8,3516,48,3,-18,111,28024,56.02,6,59.3,4808,11809,16617,1456,4632,6088,8412,332,36,4,4536,19.1,12,0.432,2878,2715,5593,1876100,76878,24.4036005098988,12,0.6,2.8,0.1,3.4,1.53403336709131,1.44715100474388,2.98118437183519,37,0.171,0.0727516324566196,0.880294752725097,6,37,0.171,37,0.171
"300","Nevada","NV",978,3,"Aetna Health Inc. (Pennsylvania) - Arizona","HMO/POS","Yes",2.5,2,2.5,"Commercial","Aetna",2016,2943200,25,9,13,25,13,16,92,50,50,0.52,0.09,0.27,0.08,NA,NA,0.03,10.21,19.67,36.2,33.92,55431,5.4,439782,4394,821,-14.8,1.2,19,17.9,4.1,157.3,762.6,205.9,16.8,13.3,21.7,18.1,16.5,20.9,1,597400,203900,203900,1895.32,66,138,319,524,27.1,15.3,-11.7,4272,58,3,29,90,1235504,51.23,205,48.8,5089,11044,16133,1235,4255,5490,6714,286,36,3,3417,30.8,35,-0.304,3035,3045,6080,2943200,109806,26.8036355026137,13.1,0.2,0.6,1.1,1.9,1.03119054090786,1.03458820331612,2.06577874422397,305,0.267,0.0553703804892265,0.847166821485165,8,305,0.267,305,0.267
"301","Nevada","NV",1077,3,"Aetna Health of Utah Inc. dba Altius Health Plans Inc.","HMO/POS","Yes",1.5,2.5,3,"Commercial","Aetna",2016,2943200,25,9,13,25,13,16,92,50,50,0.52,0.09,0.27,0.08,NA,NA,0.03,10.21,19.67,36.2,33.92,55431,5.4,439782,4394,821,-14.8,1.2,19,17.9,4.1,157.3,762.6,205.9,16.8,13.3,21.7,18.1,16.5,20.9,1,597400,203900,203900,1895.32,66,138,319,524,27.1,15.3,-11.7,4272,58,3,29,90,1235504,51.23,205,48.8,5089,11044,16133,1235,4255,5490,6714,286,36,3,3417,30.8,35,-0.304,3035,3045,6080,2943200,109806,26.8036355026137,13.1,0.2,0.6,1.1,1.9,1.03119054090786,1.03458820331612,2.06577874422397,305,0.267,0.0553703804892265,0.847166821485165,8,305,0.267,305,0.267
