state,abbreviation,x,rating,plan,type,ncqa,consumersat,prevention,treatment,instype,plantype,year,pop_2016.x,pct_pop_age0.18_2016,pct_pop_age19.25_2016,pct_pop_age26.34_2016,pct_pop_age35.54_2016,pct_pop_age55.64_2016,pct_pop_age65_2016,pct_citizen_2016,pct_male_2016,pct_female_2016,pct_white_2016,pct_black_2016,pct_hispanic_2016,pct_asian_2016,pct_native_2016,pct_pacific_2016,pct_two_or_more_races_2016,pct_fpv.100_2016,pct_fpv100.199_2016,pct_fpv200.399_2016,pct_fpv.400_2016,med_house_income_2016,pct_unemployed_2016,avg_monthly_SNAP_2016,expend_per_cap_2016,forclosure_rate_2016,pct_change_monthly_umployment_2016,pct_change_monthly_SNAP_2016,economic_distress_rank_2016,pct_any_mental_illness_2016,pct_serious_mental_illness_2016,cancer_death_rate_2016,death_rate_2016,cvs_death_rate_2016,firearm_death_rate_2016,opioid_od_death_rate_2016,all_drug_od_death_rate_2016,flu_pna_death_2016,pct_smoke_2016,pct_reported_poor_health_2016,expansion_2017,total_medicaid_enroll_2017,expansion_group_enrolled_2017,expansion_group_newly_eligible_enrolled_2017,hosp_expense_inpatient_day_2016,hosp_rate_gov_hosp_2016,hosp_rate_nonprofit_hosp_2016,hosp_rate_forprofit_hosp_2016,hosp_rate_total_2016,pct_uninsured_2013,pct_uninsured_2016,pct_change_uninsured_2013_2016,herfindahl_hirschman_Index_2016,market_share_largest_insure_2016,no_insure_.5._mark_share_2016,gross_margins_per_member_2016,total_pc_hpsa_2017,pop_hpsa_2017,pct_needs_met_2017,no_practitioners_needed_2017,pct_hdhp_2017,avg_fam_prem_employee_cont_2016,avg_fam_prem_employer_cont_2016,avg_fam_prem_total_2016,avg_sing_prem_employee_cont_2016,avg_sing_prem_employer_cont_2016,avg_sing_prem_total_2016,hc_exp_per_cap_2014,avg_bench_mktplace_prem,pct_pot_mkt_pop_enrol_2016,no_insur_provid_2016,insur_spend_per_cap_2014,pct_not_hav_pcp_2016,quality_rank_2016,quality_value_2016,no_pcp_2018,no_specialist_2018,no_total_md_2018,pop_2016.y,land_area,pop_density,pct_disability_2016,num_gov_beds_2016,num_non_profit_beds_2016,num_for_profit_beds_2016,num_total_beds_2016,no_pcp_per_pop,no_specialists_per_pop,no_total_md_pop,rx_opioid_deaths_16,pct_no_place_care_2014
New Hampshire,NH,1654,3.5,UnitedHealthcare Insurance Company (New Hampshire),PPO,Yes,3,3,3,Commercial,United,2016,1318100,21,9,11,25,16,17,97,49,51,0.92,0.01,0.03,0.02,NA,NA,0.02,6.529999999999999,11.97,27.91,53.59,76260,2.8000000000000003,98464,4371,2270,-11,-7.7,48,19,4.9,164.1,721.5,151.1,9.3,35.8,39,11.8,18,14.099999999999998,1,192100,53900,53700,2431.08,NA,412,78,490,15.7,9,-6.7,2581,39,4,25,32,117263,56.69,19,75.6,5148,13918,19066,1678,4959,6637,9589,262,50,5,4880,12.1,6,0.696,1976,2191,4167,1318100,8969,146.9617571635634,12.8,NA,1.8,0.3,2.1,1.4991275320537136,1.6622411046202867,3.161368636674,423,11.600000000000001
New Hampshire,NH,1750,3,Aetna Life Insurance Company (NH/VT),PPO,Yes,3,2.5,2,Commercial,Aetna,2016,1318100,21,9,11,25,16,17,97,49,51,0.92,0.01,0.03,0.02,NA,NA,0.02,6.529999999999999,11.97,27.91,53.59,76260,2.8000000000000003,98464,4371,2270,-11,-7.7,48,19,4.9,164.1,721.5,151.1,9.3,35.8,39,11.8,18,14.099999999999998,1,192100,53900,53700,2431.08,NA,412,78,490,15.7,9,-6.7,2581,39,4,25,32,117263,56.69,19,75.6,5148,13918,19066,1678,4959,6637,9589,262,50,5,4880,12.1,6,0.696,1976,2191,4167,1318100,8969,146.9617571635634,12.8,NA,1.8,0.3,2.1,1.4991275320537136,1.6622411046202867,3.161368636674,423,11.600000000000001
New Hampshire,NH,1844,3,"Anthem Health Plans of New Hampshire, Inc. d/b/a/ Anthem Blue Cross and Blue Shield in New Hampshire Special Project: Federal Employee Program",PPO,No (Scheduled),4.5,3,2.5,Commercial,Anthem,2016,1318100,21,9,11,25,16,17,97,49,51,0.92,0.01,0.03,0.02,NA,NA,0.02,6.529999999999999,11.97,27.91,53.59,76260,2.8000000000000003,98464,4371,2270,-11,-7.7,48,19,4.9,164.1,721.5,151.1,9.3,35.8,39,11.8,18,14.099999999999998,1,192100,53900,53700,2431.08,NA,412,78,490,15.7,9,-6.7,2581,39,4,25,32,117263,56.69,19,75.6,5148,13918,19066,1678,4959,6637,9589,262,50,5,4880,12.1,6,0.696,1976,2191,4167,1318100,8969,146.9617571635634,12.8,NA,1.8,0.3,2.1,1.4991275320537136,1.6622411046202867,3.161368636674,423,11.600000000000001
New Jersey,NJ,984,4,Aetna Health Inc. (New Jersey),HMO/POS,Yes,4,3,3,Commercial,Aetna,2016,8851500,23,9,11,27,14.000000000000002,16,90,49,51,0.58,0.13,0.18,0.11,NA,NA,NA,9.53,14.97,24.67,50.83,68468,4.9,879987,6321,563,4.6,-4.6,6,15.299999999999999,3.5000000000000004,149.7,668.5,164.7,5.5,16,23.2,10.7,14.000000000000002,17.5,1,1703200,562800,562800,2694.32,11,480,52,543,18.9,11,-8,4100,60,4,39,35,28823,54.900000000000006,13,40.699999999999996,5785,12457,18242,1745,4747,6492,8859,332,44,5,5081,17.7,9,0.571,14610,15459,30069,8851500,7419,1193.0853214718966,10.4,0.1,2,0.2,2.3,1.6505677003897645,1.7464836468395186,3.397051347229283,981,15.9
New Jersey,NJ,1083,4,"Horizon Blue Cross Blue Shield of New Jersey, Inc.",HMO,Yes,4,3.5,3.5,Commercial,Blue,2016,8851500,23,9,11,27,14.000000000000002,16,90,49,51,0.58,0.13,0.18,0.11,NA,NA,NA,9.53,14.97,24.67,50.83,68468,4.9,879987,6321,563,4.6,-4.6,6,15.299999999999999,3.5000000000000004,149.7,668.5,164.7,5.5,16,23.2,10.7,14.000000000000002,17.5,1,1703200,562800,562800,2694.32,11,480,52,543,18.9,11,-8,4100,60,4,39,35,28823,54.900000000000006,13,40.699999999999996,5785,12457,18242,1745,4747,6492,8859,332,44,5,5081,17.7,9,0.571,14610,15459,30069,8851500,7419,1193.0853214718966,10.4,0.1,2,0.2,2.3,1.6505677003897645,1.7464836468395186,3.397051347229283,981,15.9
New Jersey,NJ,1177,4,"Horizon Healthcare Services, Inc. /dba/ Horizon Blue Cross Blue Shield of New Jersey, Inc.",POS,Yes,4,3.5,3.5,Commercial,Blue,2016,8851500,23,9,11,27,14.000000000000002,16,90,49,51,0.58,0.13,0.18,0.11,NA,NA,NA,9.53,14.97,24.67,50.83,68468,4.9,879987,6321,563,4.6,-4.6,6,15.299999999999999,3.5000000000000004,149.7,668.5,164.7,5.5,16,23.2,10.7,14.000000000000002,17.5,1,1703200,562800,562800,2694.32,11,480,52,543,18.9,11,-8,4100,60,4,39,35,28823,54.900000000000006,13,40.699999999999996,5785,12457,18242,1745,4747,6492,8859,332,44,5,5081,17.7,9,0.571,14610,15459,30069,8851500,7419,1193.0853214718966,10.4,0.1,2,0.2,2.3,1.6505677003897645,1.7464836468395186,3.397051347229283,981,15.9
New Jersey,NJ,1271,3.5,Aetna Life Insurance Company (New Jersey),PPO,Yes,2.5,3,3,Commercial,Aetna,2016,8851500,23,9,11,27,14.000000000000002,16,90,49,51,0.58,0.13,0.18,0.11,NA,NA,NA,9.53,14.97,24.67,50.83,68468,4.9,879987,6321,563,4.6,-4.6,6,15.299999999999999,3.5000000000000004,149.7,668.5,164.7,5.5,16,23.2,10.7,14.000000000000002,17.5,1,1703200,562800,562800,2694.32,11,480,52,543,18.9,11,-8,4100,60,4,39,35,28823,54.900000000000006,13,40.699999999999996,5785,12457,18242,1745,4747,6492,8859,332,44,5,5081,17.7,9,0.571,14610,15459,30069,8851500,7419,1193.0853214718966,10.4,0.1,2,0.2,2.3,1.6505677003897645,1.7464836468395186,3.397051347229283,981,15.9
New Jersey,NJ,1370,3.5,AmeriHealth Insurance Company of New Jersey,PPO,Yes,2.5,3,3,Commercial,Other,2016,8851500,23,9,11,27,14.000000000000002,16,90,49,51,0.58,0.13,0.18,0.11,NA,NA,NA,9.53,14.97,24.67,50.83,68468,4.9,879987,6321,563,4.6,-4.6,6,15.299999999999999,3.5000000000000004,149.7,668.5,164.7,5.5,16,23.2,10.7,14.000000000000002,17.5,1,1703200,562800,562800,2694.32,11,480,52,543,18.9,11,-8,4100,60,4,39,35,28823,54.900000000000006,13,40.699999999999996,5785,12457,18242,1745,4747,6492,8859,332,44,5,5081,17.7,9,0.571,14610,15459,30069,8851500,7419,1193.0853214718966,10.4,0.1,2,0.2,2.3,1.6505677003897645,1.7464836468395186,3.397051347229283,981,15.9
New Jersey,NJ,1465,3.5,Cigna Health and Life Insurance Company - New Jersey,PPO,Yes,3,3,3,Commercial,Cigna,2016,8851500,23,9,11,27,14.000000000000002,16,90,49,51,0.58,0.13,0.18,0.11,NA,NA,NA,9.53,14.97,24.67,50.83,68468,4.9,879987,6321,563,4.6,-4.6,6,15.299999999999999,3.5000000000000004,149.7,668.5,164.7,5.5,16,23.2,10.7,14.000000000000002,17.5,1,1703200,562800,562800,2694.32,11,480,52,543,18.9,11,-8,4100,60,4,39,35,28823,54.900000000000006,13,40.699999999999996,5785,12457,18242,1745,4747,6492,8859,332,44,5,5081,17.7,9,0.571,14610,15459,30069,8851500,7419,1193.0853214718966,10.4,0.1,2,0.2,2.3,1.6505677003897645,1.7464836468395186,3.397051347229283,981,15.9
New Jersey,NJ,1561,3.5,Connecticut General Life Insurance Company - New Jersey,PPO,Yes,3,3,3,Commercial,Connecticut General,2016,8851500,23,9,11,27,14.000000000000002,16,90,49,51,0.58,0.13,0.18,0.11,NA,NA,NA,9.53,14.97,24.67,50.83,68468,4.9,879987,6321,563,4.6,-4.6,6,15.299999999999999,3.5000000000000004,149.7,668.5,164.7,5.5,16,23.2,10.7,14.000000000000002,17.5,1,1703200,562800,562800,2694.32,11,480,52,543,18.9,11,-8,4100,60,4,39,35,28823,54.900000000000006,13,40.699999999999996,5785,12457,18242,1745,4747,6492,8859,332,44,5,5081,17.7,9,0.571,14610,15459,30069,8851500,7419,1193.0853214718966,10.4,0.1,2,0.2,2.3,1.6505677003897645,1.7464836468395186,3.397051347229283,981,15.9
New Jersey,NJ,1655,3.5,"Horizon Healthcare Services, Inc. /dba/ Horizon Blue Cross Blue Shield of New Jersey, Inc.",PPO,Yes,2,3,3,Commercial,Blue,2016,8851500,23,9,11,27,14.000000000000002,16,90,49,51,0.58,0.13,0.18,0.11,NA,NA,NA,9.53,14.97,24.67,50.83,68468,4.9,879987,6321,563,4.6,-4.6,6,15.299999999999999,3.5000000000000004,149.7,668.5,164.7,5.5,16,23.2,10.7,14.000000000000002,17.5,1,1703200,562800,562800,2694.32,11,480,52,543,18.9,11,-8,4100,60,4,39,35,28823,54.900000000000006,13,40.699999999999996,5785,12457,18242,1745,4747,6492,8859,332,44,5,5081,17.7,9,0.571,14610,15459,30069,8851500,7419,1193.0853214718966,10.4,0.1,2,0.2,2.3,1.6505677003897645,1.7464836468395186,3.397051347229283,981,15.9
New Jersey,NJ,1751,3.5,"Oxford Health Insurance Company, Inc. - New Jersey",PPO,Yes,2,3,3,Commercial,Other,2016,8851500,23,9,11,27,14.000000000000002,16,90,49,51,0.58,0.13,0.18,0.11,NA,NA,NA,9.53,14.97,24.67,50.83,68468,4.9,879987,6321,563,4.6,-4.6,6,15.299999999999999,3.5000000000000004,149.7,668.5,164.7,5.5,16,23.2,10.7,14.000000000000002,17.5,1,1703200,562800,562800,2694.32,11,480,52,543,18.9,11,-8,4100,60,4,39,35,28823,54.900000000000006,13,40.699999999999996,5785,12457,18242,1745,4747,6492,8859,332,44,5,5081,17.7,9,0.571,14610,15459,30069,8851500,7419,1193.0853214718966,10.4,0.1,2,0.2,2.3,1.6505677003897645,1.7464836468395186,3.397051347229283,981,15.9
New Jersey,NJ,1845,3,"AmeriHealth HMO, Inc. - New Jersey",HMO/POS,Yes,2,2.5,2.5,Commercial,Other,2016,8851500,23,9,11,27,14.000000000000002,16,90,49,51,0.58,0.13,0.18,0.11,NA,NA,NA,9.53,14.97,24.67,50.83,68468,4.9,879987,6321,563,4.6,-4.6,6,15.299999999999999,3.5000000000000004,149.7,668.5,164.7,5.5,16,23.2,10.7,14.000000000000002,17.5,1,1703200,562800,562800,2694.32,11,480,52,543,18.9,11,-8,4100,60,4,39,35,28823,54.900000000000006,13,40.699999999999996,5785,12457,18242,1745,4747,6492,8859,332,44,5,5081,17.7,9,0.571,14610,15459,30069,8851500,7419,1193.0853214718966,10.4,0.1,2,0.2,2.3,1.6505677003897645,1.7464836468395186,3.397051347229283,981,15.9
New Jersey,NJ,1943,3,AmeriHealth Insurance Company of New Jersey,POS,Yes,2.5,3,2.5,Commercial,Other,2016,8851500,23,9,11,27,14.000000000000002,16,90,49,51,0.58,0.13,0.18,0.11,NA,NA,NA,9.53,14.97,24.67,50.83,68468,4.9,879987,6321,563,4.6,-4.6,6,15.299999999999999,3.5000000000000004,149.7,668.5,164.7,5.5,16,23.2,10.7,14.000000000000002,17.5,1,1703200,562800,562800,2694.32,11,480,52,543,18.9,11,-8,4100,60,4,39,35,28823,54.900000000000006,13,40.699999999999996,5785,12457,18242,1745,4747,6492,8859,332,44,5,5081,17.7,9,0.571,14610,15459,30069,8851500,7419,1193.0853214718966,10.4,0.1,2,0.2,2.3,1.6505677003897645,1.7464836468395186,3.397051347229283,981,15.9
New Jersey,NJ,2037,3,Oxford Health Plans of New Jersey Special Project: NJ Commercial,HMO/POS,Yes,2,2.5,2.5,Commercial,Other,2016,8851500,23,9,11,27,14.000000000000002,16,90,49,51,0.58,0.13,0.18,0.11,NA,NA,NA,9.53,14.97,24.67,50.83,68468,4.9,879987,6321,563,4.6,-4.6,6,15.299999999999999,3.5000000000000004,149.7,668.5,164.7,5.5,16,23.2,10.7,14.000000000000002,17.5,1,1703200,562800,562800,2694.32,11,480,52,543,18.9,11,-8,4100,60,4,39,35,28823,54.900000000000006,13,40.699999999999996,5785,12457,18242,1745,4747,6492,8859,332,44,5,5081,17.7,9,0.571,14610,15459,30069,8851500,7419,1193.0853214718966,10.4,0.1,2,0.2,2.3,1.6505677003897645,1.7464836468395186,3.397051347229283,981,15.9
New Jersey,NJ,2133,3,UnitedHealthcare Insurance Company (New Jersey),PPO,Yes,2,3,3,Commercial,United,2016,8851500,23,9,11,27,14.000000000000002,16,90,49,51,0.58,0.13,0.18,0.11,NA,NA,NA,9.53,14.97,24.67,50.83,68468,4.9,879987,6321,563,4.6,-4.6,6,15.299999999999999,3.5000000000000004,149.7,668.5,164.7,5.5,16,23.2,10.7,14.000000000000002,17.5,1,1703200,562800,562800,2694.32,11,480,52,543,18.9,11,-8,4100,60,4,39,35,28823,54.900000000000006,13,40.699999999999996,5785,12457,18242,1745,4747,6492,8859,332,44,5,5081,17.7,9,0.571,14610,15459,30069,8851500,7419,1193.0853214718966,10.4,0.1,2,0.2,2.3,1.6505677003897645,1.7464836468395186,3.397051347229283,981,15.9
New Jersey,NJ,2228,3,"UnitedHealthcare Services, Inc (New Jersey)",PPO,Yes,2,3,3,Commercial,United,2016,8851500,23,9,11,27,14.000000000000002,16,90,49,51,0.58,0.13,0.18,0.11,NA,NA,NA,9.53,14.97,24.67,50.83,68468,4.9,879987,6321,563,4.6,-4.6,6,15.299999999999999,3.5000000000000004,149.7,668.5,164.7,5.5,16,23.2,10.7,14.000000000000002,17.5,1,1703200,562800,562800,2694.32,11,480,52,543,18.9,11,-8,4100,60,4,39,35,28823,54.900000000000006,13,40.699999999999996,5785,12457,18242,1745,4747,6492,8859,332,44,5,5081,17.7,9,0.571,14610,15459,30069,8851500,7419,1193.0853214718966,10.4,0.1,2,0.2,2.3,1.6505677003897645,1.7464836468395186,3.397051347229283,981,15.9
New Mexico,NM,987,3.5,"Presbyterian Health Plan, Inc.",HMO/POS/PPO,Yes,2.5,3,3,Commercial,Other,2016,2045000,26,10,11,24,14.000000000000002,15,94,49,51,0.37,0.02,0.46,NA,NA,NA,0.01,17.86,23.18,28.17,30.79,48451,6.800000000000001,471247,8690,1173,4,4.7,2,18.7,4.3,138.8,753.4,150.6,18.1,17.5,25.2,14.6,16.6,21.7,1,881200,253400,253400,2634.68,83,175,152,410,27.700000000000003,12.6,-15.1,3021,35,3,-9,104,1048498,23,261,47.8,5460,11494,16954,1299,4941,6240,7214,212,36,4,4155,29.9,38,-0.363,2869,2795,5664,2045000,121365,16.849997940098053,15.2,0.3,0.7,0.8,1.8,1.4029339853300733,1.3667481662591687,2.769682151589242,239,20.8
New Mexico,NM,1086,3,Blue Cross and Blue Shield of New Mexico,HMO/PPO,Yes,2,2.5,2.5,Commercial,Blue,2016,2045000,26,10,11,24,14.000000000000002,15,94,49,51,0.37,0.02,0.46,NA,NA,NA,0.01,17.86,23.18,28.17,30.79,48451,6.800000000000001,471247,8690,1173,4,4.7,2,18.7,4.3,138.8,753.4,150.6,18.1,17.5,25.2,14.6,16.6,21.7,1,881200,253400,253400,2634.68,83,175,152,410,27.700000000000003,12.6,-15.1,3021,35,3,-9,104,1048498,23,261,47.8,5460,11494,16954,1299,4941,6240,7214,212,36,4,4155,29.9,38,-0.363,2869,2795,5664,2045000,121365,16.849997940098053,15.2,0.3,0.7,0.8,1.8,1.4029339853300733,1.3667481662591687,2.769682151589242,239,20.8
New Mexico,NM,1180,3,Presbyterian Insurance Company,PPO,Yes,1.5,2.5,3,Commercial,Other,2016,2045000,26,10,11,24,14.000000000000002,15,94,49,51,0.37,0.02,0.46,NA,NA,NA,0.01,17.86,23.18,28.17,30.79,48451,6.800000000000001,471247,8690,1173,4,4.7,2,18.7,4.3,138.8,753.4,150.6,18.1,17.5,25.2,14.6,16.6,21.7,1,881200,253400,253400,2634.68,83,175,152,410,27.700000000000003,12.6,-15.1,3021,35,3,-9,104,1048498,23,261,47.8,5460,11494,16954,1299,4941,6240,7214,212,36,4,4155,29.9,38,-0.363,2869,2795,5664,2045000,121365,16.849997940098053,15.2,0.3,0.7,0.8,1.8,1.4029339853300733,1.3667481662591687,2.769682151589242,239,20.8
New Mexico,NM,1274,3,"United Healthcare Services, Inc (New Mexico)",PPO,Yes,2,2.5,2.5,Commercial,United,2016,2045000,26,10,11,24,14.000000000000002,15,94,49,51,0.37,0.02,0.46,NA,NA,NA,0.01,17.86,23.18,28.17,30.79,48451,6.800000000000001,471247,8690,1173,4,4.7,2,18.7,4.3,138.8,753.4,150.6,18.1,17.5,25.2,14.6,16.6,21.7,1,881200,253400,253400,2634.68,83,175,152,410,27.700000000000003,12.6,-15.1,3021,35,3,-9,104,1048498,23,261,47.8,5460,11494,16954,1299,4941,6240,7214,212,36,4,4155,29.9,38,-0.363,2869,2795,5664,2045000,121365,16.849997940098053,15.2,0.3,0.7,0.8,1.8,1.4029339853300733,1.3667481662591687,2.769682151589242,239,20.8
New Mexico,NM,1373,3,UnitedHealthcare Insurance Company (New Mexico),PPO,Yes,2,2.5,2.5,Commercial,United,2016,2045000,26,10,11,24,14.000000000000002,15,94,49,51,0.37,0.02,0.46,NA,NA,NA,0.01,17.86,23.18,28.17,30.79,48451,6.800000000000001,471247,8690,1173,4,4.7,2,18.7,4.3,138.8,753.4,150.6,18.1,17.5,25.2,14.6,16.6,21.7,1,881200,253400,253400,2634.68,83,175,152,410,27.700000000000003,12.6,-15.1,3021,35,3,-9,104,1048498,23,261,47.8,5460,11494,16954,1299,4941,6240,7214,212,36,4,4155,29.9,38,-0.363,2869,2795,5664,2045000,121365,16.849997940098053,15.2,0.3,0.7,0.8,1.8,1.4029339853300733,1.3667481662591687,2.769682151589242,239,20.8
New Mexico,NM,1467,2.5,Aetna Life Insurance Company (New Mexico),PPO,Yes,2,1.5,2,Commercial,Aetna,2016,2045000,26,10,11,24,14.000000000000002,15,94,49,51,0.37,0.02,0.46,NA,NA,NA,0.01,17.86,23.18,28.17,30.79,48451,6.800000000000001,471247,8690,1173,4,4.7,2,18.7,4.3,138.8,753.4,150.6,18.1,17.5,25.2,14.6,16.6,21.7,1,881200,253400,253400,2634.68,83,175,152,410,27.700000000000003,12.6,-15.1,3021,35,3,-9,104,1048498,23,261,47.8,5460,11494,16954,1299,4941,6240,7214,212,36,4,4155,29.9,38,-0.363,2869,2795,5664,2045000,121365,16.849997940098053,15.2,0.3,0.7,0.8,1.8,1.4029339853300733,1.3667481662591687,2.769682151589242,239,20.8
New Mexico,NM,1563,2,Cigna Health and Life Insurance Company - New Mexico,PPO,Yes,2,1.5,1.5,Commercial,Cigna,2016,2045000,26,10,11,24,14.000000000000002,15,94,49,51,0.37,0.02,0.46,NA,NA,NA,0.01,17.86,23.18,28.17,30.79,48451,6.800000000000001,471247,8690,1173,4,4.7,2,18.7,4.3,138.8,753.4,150.6,18.1,17.5,25.2,14.6,16.6,21.7,1,881200,253400,253400,2634.68,83,175,152,410,27.700000000000003,12.6,-15.1,3021,35,3,-9,104,1048498,23,261,47.8,5460,11494,16954,1299,4941,6240,7214,212,36,4,4155,29.9,38,-0.363,2869,2795,5664,2045000,121365,16.849997940098053,15.2,0.3,0.7,0.8,1.8,1.4029339853300733,1.3667481662591687,2.769682151589242,239,20.8
New Mexico,NM,1657,2,Connecticut General Life Insurance Company - New Mexico,PPO,Yes,2,1.5,1.5,Commercial,Connecticut General,2016,2045000,26,10,11,24,14.000000000000002,15,94,49,51,0.37,0.02,0.46,NA,NA,NA,0.01,17.86,23.18,28.17,30.79,48451,6.800000000000001,471247,8690,1173,4,4.7,2,18.7,4.3,138.8,753.4,150.6,18.1,17.5,25.2,14.6,16.6,21.7,1,881200,253400,253400,2634.68,83,175,152,410,27.700000000000003,12.6,-15.1,3021,35,3,-9,104,1048498,23,261,47.8,5460,11494,16954,1299,4941,6240,7214,212,36,4,4155,29.9,38,-0.363,2869,2795,5664,2045000,121365,16.849997940098053,15.2,0.3,0.7,0.8,1.8,1.4029339853300733,1.3667481662591687,2.769682151589242,239,20.8
New York,NY,990,5,"Capital District Physicians' Health Plan, Inc. (CDPHP)",HMO,Yes,5,4.5,4,Commercial,Other,2016,19482300,23,9,14.000000000000002,26,12,17,91,48,52,0.57,0.14,0.18,0.09,<.01,NA,0.01,12,16.5,28.09,43.41,61437,4.9,2968227,7633,1471,3.2,-1.5,10,17.299999999999997,4,147.5,640.7,177.8,4.4,15.1,18,18.3,14.2,16.900000000000002,1,6317200,2070800,285600,2559.38,133,639,NA,772,15.299999999999999,8.5,-6.800000000000001,993,14.000000000000002,8,-1,197,5821682,41.81,1205,45.1,4679,14696,19375,1357,5257,6614,9778,393,22,15,5338,16.6,13,0.43,40077,48342,88419,19482300,47224,412.5508216161274,11.5,0.5,2.2,NA,2.7,2.0570979812445143,2.481329206510525,4.5384271877550395,2337,12.1
New York,NY,1089,5,"Capital District Physicians' Healthcare Network, Inc. (CDPHN)",HMO/POS,Yes,5,4.5,4,Commercial,Other,2016,19482300,23,9,14.000000000000002,26,12,17,91,48,52,0.57,0.14,0.18,0.09,<.01,NA,0.01,12,16.5,28.09,43.41,61437,4.9,2968227,7633,1471,3.2,-1.5,10,17.299999999999997,4,147.5,640.7,177.8,4.4,15.1,18,18.3,14.2,16.900000000000002,1,6317200,2070800,285600,2559.38,133,639,NA,772,15.299999999999999,8.5,-6.800000000000001,993,14.000000000000002,8,-1,197,5821682,41.81,1205,45.1,4679,14696,19375,1357,5257,6614,9778,393,22,15,5338,16.6,13,0.43,40077,48342,88419,19482300,47224,412.5508216161274,11.5,0.5,2.2,NA,2.7,2.0570979812445143,2.481329206510525,4.5384271877550395,2337,12.1
New York,NY,1183,4.5,"Capital District Physicians' Healthcare Network, Inc. (CDPHN)",PPO,Yes,4,4,4,Commercial,Other,2016,19482300,23,9,14.000000000000002,26,12,17,91,48,52,0.57,0.14,0.18,0.09,<.01,NA,0.01,12,16.5,28.09,43.41,61437,4.9,2968227,7633,1471,3.2,-1.5,10,17.299999999999997,4,147.5,640.7,177.8,4.4,15.1,18,18.3,14.2,16.900000000000002,1,6317200,2070800,285600,2559.38,133,639,NA,772,15.299999999999999,8.5,-6.800000000000001,993,14.000000000000002,8,-1,197,5821682,41.81,1205,45.1,4679,14696,19375,1357,5257,6614,9778,393,22,15,5338,16.6,13,0.43,40077,48342,88419,19482300,47224,412.5508216161274,11.5,0.5,2.2,NA,2.7,2.0570979812445143,2.481329206510525,4.5384271877550395,2337,12.1
New York,NY,1277,4.5,"CDPHP Universal Benefits, Inc.",PPO,Yes,4,4,4,Commercial,Other,2016,19482300,23,9,14.000000000000002,26,12,17,91,48,52,0.57,0.14,0.18,0.09,<.01,NA,0.01,12,16.5,28.09,43.41,61437,4.9,2968227,7633,1471,3.2,-1.5,10,17.299999999999997,4,147.5,640.7,177.8,4.4,15.1,18,18.3,14.2,16.900000000000002,1,6317200,2070800,285600,2559.38,133,639,NA,772,15.299999999999999,8.5,-6.800000000000001,993,14.000000000000002,8,-1,197,5821682,41.81,1205,45.1,4679,14696,19375,1357,5257,6614,9778,393,22,15,5338,16.6,13,0.43,40077,48342,88419,19482300,47224,412.5508216161274,11.5,0.5,2.2,NA,2.7,2.0570979812445143,2.481329206510525,4.5384271877550395,2337,12.1
New York,NY,1375,4.5,"HealthNow New York, Inc.",HMO/POS/PPO,Yes,4,4.5,4,Commercial,Other,2016,19482300,23,9,14.000000000000002,26,12,17,91,48,52,0.57,0.14,0.18,0.09,<.01,NA,0.01,12,16.5,28.09,43.41,61437,4.9,2968227,7633,1471,3.2,-1.5,10,17.299999999999997,4,147.5,640.7,177.8,4.4,15.1,18,18.3,14.2,16.900000000000002,1,6317200,2070800,285600,2559.38,133,639,NA,772,15.299999999999999,8.5,-6.800000000000001,993,14.000000000000002,8,-1,197,5821682,41.81,1205,45.1,4679,14696,19375,1357,5257,6614,9778,393,22,15,5338,16.6,13,0.43,40077,48342,88419,19482300,47224,412.5508216161274,11.5,0.5,2.2,NA,2.7,2.0570979812445143,2.481329206510525,4.5384271877550395,2337,12.1
New York,NY,1469,4.5,"Independent Health Association, Inc.",HMO/POS,Yes,4,4,4,Commercial,Other,2016,19482300,23,9,14.000000000000002,26,12,17,91,48,52,0.57,0.14,0.18,0.09,<.01,NA,0.01,12,16.5,28.09,43.41,61437,4.9,2968227,7633,1471,3.2,-1.5,10,17.299999999999997,4,147.5,640.7,177.8,4.4,15.1,18,18.3,14.2,16.900000000000002,1,6317200,2070800,285600,2559.38,133,639,NA,772,15.299999999999999,8.5,-6.800000000000001,993,14.000000000000002,8,-1,197,5821682,41.81,1205,45.1,4679,14696,19375,1357,5257,6614,9778,393,22,15,5338,16.6,13,0.43,40077,48342,88419,19482300,47224,412.5508216161274,11.5,0.5,2.2,NA,2.7,2.0570979812445143,2.481329206510525,4.5384271877550395,2337,12.1
New York,NY,1565,4.5,"Martin's Point US Family Health Plan (NH, NY, PA, VT)",HMO,Yes,5,3.5,3.5,Commercial,Other,2016,19482300,23,9,14.000000000000002,26,12,17,91,48,52,0.57,0.14,0.18,0.09,<.01,NA,0.01,12,16.5,28.09,43.41,61437,4.9,2968227,7633,1471,3.2,-1.5,10,17.299999999999997,4,147.5,640.7,177.8,4.4,15.1,18,18.3,14.2,16.900000000000002,1,6317200,2070800,285600,2559.38,133,639,NA,772,15.299999999999999,8.5,-6.800000000000001,993,14.000000000000002,8,-1,197,5821682,41.81,1205,45.1,4679,14696,19375,1357,5257,6614,9778,393,22,15,5338,16.6,13,0.43,40077,48342,88419,19482300,47224,412.5508216161274,11.5,0.5,2.2,NA,2.7,2.0570979812445143,2.481329206510525,4.5384271877550395,2337,12.1
