"","X1","rating","plan","state","type","ncqa","consumersat","prevention","treatment","instype","plantype"
"645",1367,3,"UnitedHealthcare Insurance Company (Nevada)","NV","PPO","Yes",2,2.5,2.5,"Commercial","United"
"646",1458,2.5,"Aetna Life Insurance Company (Nevada)","NV","PPO/EPO","Yes",1.5,2,2.5,"Commercial","Aetna"
"647",1558,2.5,"Cigna Health and Life Insurance Company - Nevada","NV","PPO","Yes",1.5,2,2,"Commercial","Cigna"
"648",1653,2.5,"Connecticut General Life Insurance Company - Nevada","NV","PPO","Yes",1.5,2,2,"Commercial","Connecticut General"
"649",1748,2.5,"Sierra Health & Life","NV","PPO","Yes",1.5,2,2,"Commercial","Other"
"650",1843,2,"Rocky Mountain Hospital and Medical Services Inc. dba Anthem Blue Cross and Blue Shield (Nevada)
                                    
                                        
                                    

                                    
                                        Special Project: Federal Employee Program","NV","PPO","No (In process)",3,2,2,"Commercial","Anthem"
"651",979,4.5,"Aetna Life Insurance Company (Nevada)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","NV","PPO","Yes",3.5,4,4,"Medicare","Aetna"
"652",1078,4,"Aetna Health Inc. (Pennsylvania) - Arizona
                                    
                                        
                                    

                                    
                                        CMS Contract: H3931","NV","HMO","Yes",3,4,3.5,"Medicare","Aetna"
"653",1175,4,"PacifiCare of Colorado, Inc. (AZ/CO/NV)
                                    
                                        
                                    

                                    
                                        CMS Contract: H0609","NV","HMO","Yes",3.5,4,3.5,"Medicare","Other"
"654",1269,4,"Sierra Health and Life Insurance Company, Inc. (AZ,CA,NV)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","NV","PPO","Yes",3.5,4,3.5,"Medicare","Other"
"655",1368,3.5,"Health Plan of Nevada, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H2931","NV","HMO","Yes",3,3.5,3,"Medicare","Other"
"656",1459,3,"Humana Health Plan, Inc. (Nevada)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2949","NV","HMO","No",2.5,3.5,3,"Medicare","Humana"
"657",1559,2.5,"Prominence Health Plan
                                    
                                        
                                    

                                    
                                        CMS Contract: H5945","NV","HMO","No",2,2,3,"Medicare","Other"
"658",980,3,"AMERIGROUP Nevada, Inc.","NV","HMO","Yes",2,3,2.5,"Medicaid","Other"
"659",1079,2,"Health Plan of Nevada, Inc.","NV","HMO","Yes",2.5,2,1,"Medicaid","Other"
"660",981,5,"Tufts Associated Health Maintenance Organization, Inc.","NH","HMO/POS","Yes",3.5,5,4.5,"Commercial","Other"
"661",1080,4.5,"Anthem Health Plans of New Hampshire, Inc. d/b/a/ Anthem Blue Cross and Blue Shield in New Hampshire","NH","HMO/POS","Yes",3.5,4.5,4,"Commercial","Anthem"
"662",1176,4.5,"Matthew Thornton Health Plan, Inc. dba Anthem Health Plan of NH, Inc.","NH","HMO/POS","Yes",3.5,4.5,4,"Commercial","Anthem"
"663",1270,4,"Cigna Health and Life Insurance Company - New Hampshire","NH","HMO/POS/PPO","Yes",3.5,3.5,3,"Commercial","Cigna"
"664",1369,4,"Connecticut General Life Insurance Company - New Hampshire","NH","HMO/POS/PPO","Yes",3.5,3.5,3,"Commercial","Connecticut General"
"665",1460,4,"Harvard Pilgrim Health Care of New England (NH)","NH","HMO/POS","Yes",2.5,4,4,"Commercial","Other"
"666",1560,4,"Martin's Point US Family Health Plan (NH, NY, PA, VT)","NH","HMO","Yes",5,3.5,3.5,"Commercial","Other"
"667",1655,4,"United HealthCare Services, Inc. (New Hampshire)","NH","PPO","Yes",3,3.5,3.5,"Commercial","United"
"668",1750,4,"UnitedHealthcare Insurance Company (New Hampshire)","NH","PPO","Yes",3,3.5,3.5,"Commercial","United"
"669",1844,3.5,"Anthem Health Plans of New Hampshire, Inc. d/b/a/ Anthem Blue Cross and Blue Shield in New Hampshire
                                    
                                        
                                    

                                    
                                        Special Project: Federal Employee Program","NH","PPO","Yes",4,2.5,2.5,"Commercial","Anthem"
"670",1942,3,"Aetna Life Insurance Company (NH/VT)","NH","PPO/EPO","Yes",3,2,2.5,"Commercial","Aetna"
"671",982,4,"Martin's Point Generations Advantage, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5591","NH","HMO/POS","No",5,4,3.5,"Medicare","Other"
"672",1081,4,"Martin's Point Generations Advantage, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H1365","NH","PPO","No",4,3.5,3.5,"Medicare","Other"
"673",1177,4,"Sierra Health and Life Insurance Company, Inc.-(CT,MA,ME,NH,RI,VT)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","NH","PPO","Yes",3.5,4,3.5,"Medicare","Other"
"674",1271,3,"Care Improvement Plus South Central Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: H5322","NH","HMO/POS","No",2.5,3,3.5,"Medicare","Care Improvement"
"675",983,4.5,"Boston Medical Center Health Plan, Inc. (d/b/a Well Sense Health Plan)","NH","HMO","Yes",3.5,3.5,4,"Medicaid","Other"
"676",1082,4,"Granite State Health Plan, Inc. d/b/a New Hampshire Healthy Families","NH","HMO","Yes",3.5,3.5,4,"Medicaid","Other"
"677",984,4,"Aetna Health Inc. (New Jersey)","NJ","HMO/POS","Yes",4,3.5,3,"Commercial","Aetna"
"678",1083,4,"Horizon Blue Cross Blue Shield of New Jersey, Inc.","NJ","HMO","Yes",3.5,3.5,3.5,"Commercial","Blue"
"679",1178,4,"Horizon Healthcare Services, Inc. /dba/ Horizon Blue Cross Blue Shield of New Jersey, Inc.","NJ","POS","Yes",3.5,3.5,3.5,"Commercial","Blue"
"680",1272,3.5,"Aetna Life Insurance Company (New Jersey)","NJ","PPO/EPO","Yes",2.5,3.5,3,"Commercial","Aetna"
"681",1371,3.5,"AmeriHealth HMO, Inc. - New Jersey","NJ","HMO/POS","Yes",3.5,3.5,2.5,"Commercial","Other"
"682",1461,3.5,"AmeriHealth Insurance Company of New Jersey","NJ","PPO","Yes",3,3.5,3,"Commercial","Other"
"683",1561,3.5,"Cigna Health and Life Insurance Company - New Jersey","NJ","PPO","Yes",3,3.5,3,"Commercial","Cigna"
"684",1656,3.5,"Connecticut General Life Insurance Company - New Jersey","NJ","PPO","Yes",3,3.5,3,"Commercial","Connecticut General"
"685",1751,3.5,"Horizon Healthcare Services, Inc. /dba/ Horizon Blue Cross Blue Shield of New Jersey, Inc.","NJ","PPO/EPO","Yes",2.5,3,3.5,"Commercial","Blue"
"686",1845,3.5,"Oxford Health Insurance Company, Inc. (New Jersey)","NJ","PPO","Yes",3,3,2.5,"Commercial","Other"
"687",1943,3.5,"UnitedHealthcare Insurance Company (New Jersey)","NJ","PPO","Yes",2,3.5,3,"Commercial","United"
"688",2037,3.5,"UnitedHealthcare Services, Inc  (New Jersey)","NJ","PPO","Yes",2,3.5,3,"Commercial","United"
"689",2131,3,"AmeriHealth Insurance Company of New Jersey","NJ","POS","Yes",2.5,3,2.5,"Commercial","Other"
"690",2226,3,"Oxford Health Plans of New Jersey
                                    
                                        
                                    

                                    
                                        Special Project: NJ Commercial","NJ","HMO/POS","Yes",2,2.5,2.5,"Commercial","Other"
"691",985,4.5,"Aetna Life Insurance Company (New Jersey)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","NJ","PPO","Yes",3.5,4,4,"Medicare","Aetna"
"692",1084,4,"Aetna Health Inc. (New Jersey)
                                    
                                        
                                    

                                    
                                        CMS Contract: H3152","NJ","HMO","Yes",4,3.5,3.5,"Medicare","Aetna"
"693",1179,4,"Sierra Health and Life Insurance Company, Inc. (NJ)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","NJ","PPO","Yes",3.5,4,3.5,"Medicare","Other"
"694",1273,3.5,"Horizon Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: H3154","NJ","HMO","Yes",3,2.5,3,"Medicare","Other"
"695",1372,3.5,"Sierra Health and Life Insurance Company, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5652","NJ","HMO/POS","No",4,4.5,3.5,"Medicare","Other"
"696",1462,3,"Care Improvement Plus South Central Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: H5322","NJ","HMO/POS","No",2.5,3,3.5,"Medicare","Care Improvement"
"697",1752,2.5,"WellCare Health Plans of New Jersey, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H0913","NJ","HMO","Yes",1.5,2,2.5,"Medicare","WellCare"
"698",986,3.5,"AmeriChoice of New Jersey, Inc. dba UnitedHealthcare Community Plan (NJ)","NJ","HMO","Yes",1.5,3.5,3,"Medicaid","United"
"699",1085,3.5,"Amerigroup New Jersey, Inc.","NJ","HMO","Yes",2,3.5,3,"Medicaid","Other"
"700",1180,3.5,"WellCare Health Plans of New Jersey, Inc.","NJ","HMO","Yes",3,3,3,"Medicaid","WellCare"
"701",1274,3,"Horizon Healthcare of New Jersey, Inc. d/b/a Horizon NJ Health","NJ","HMO","Yes",2,3,2.5,"Medicaid","Other"
"702",1373,1.5,"Aetna Better Health of New Jersey","NJ","HMO","Yes (Interim)",1.5,1.5,1.5,"Medicaid","Aetna"
"703",987,3.5,"Presbyterian Health Plan, Inc.","NM","HMO/POS/PPO","Yes",2.5,3,3,"Commercial","Other"
"704",1086,3,"Presbyterian Insurance Company","NM","PPO","Yes",2,2.5,2.5,"Commercial","Other"
"705",1181,3,"United Healthcare Services, Inc  (New Mexico)","NM","PPO","Yes",2,2.5,2.5,"Commercial","United"
"706",1275,3,"UnitedHealthcare Insurance Company (New Mexico)","NM","PPO","Yes",2,2.5,2.5,"Commercial","United"
"707",1374,2.5,"Aetna Life Insurance Company (New Mexico)","NM","PPO/EPO","Yes",2.5,1.5,2.5,"Commercial","Aetna"
"708",1463,2.5,"Blue Cross and Blue Shield of New Mexico","NM","HMO/PPO","Yes",2,2.5,2,"Commercial","Blue"
"709",1563,2.5,"New Mexico Health Connections","NM","HMO","Yes",1.5,2,2.5,"Commercial","Other"
"710",1658,2,"Cigna Health and Life Insurance Company - New Mexico","NM","PPO","Yes",1.5,1.5,2,"Commercial","Cigna"
"711",1753,2,"Connecticut General Life Insurance Company - New Mexico","NM","PPO","Yes",1.5,1.5,2,"Commercial","Connecticut General"
"712",988,4.5,"Aetna Life Insurance Company (New Mexico)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","NM","PPO","Yes",3.5,4,4,"Medicare","Aetna"
"713",1087,4,"Presbyterian Health Plan, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H3204","NM","HMO","Yes",3,4,3.5,"Medicare","Other"
"714",1182,4,"Sierra Health and Life Insurance Company, Inc. (AR,LA,NM,OK,TX)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","NM","PPO","Yes",3.5,4,3.5,"Medicare","Other"
"715",1276,3.5,"Presbyterian Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: H3206","NM","PPO","Yes",3,4,3,"Medicare","Other"
"716",1375,3,"Care Improvement Plus South Central Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: H5322","NM","HMO/POS","No",2.5,3,3.5,"Medicare","Care Improvement"
"717",1464,2.5,"Molina Healthcare of New Mexicoʠ
                                    
                                        
                                    

                                    
                                        CMS Contract: H9082","NM","HMO","No",2,3.5,3,"Medicare","Molina"
"718",989,3,"Blue Cross and Blue Shield of New Mexico","NM","HMO","Yes",3,2,2.5,"Medicaid","Blue"
"719",1088,3,"Molina Healthcare of New Mexico","NM","HMO","Yes",3,2.5,2.5,"Medicaid","Molina"
"720",1183,3,"Presbyterian Health Plan, Inc.","NM","HMO","Yes",3,2.5,2.5,"Medicaid","Other"
"721",1277,3,"UnitedHealthcare Community Plan, Inc - New Mexico","NM","HMO","Yes",2.5,2,2.5,"Medicaid","United"
"722",990,4.5,"Capital District Physicians' Health Plan, Inc. (CDPHP)","NY","HMO","Yes",4.5,4.5,4,"Commercial","Other"
"723",1089,4.5,"Capital District Physicians' Healthcare Network, Inc. (CDPHN)","NY","HMO/POS","Yes",4.5,4.5,4,"Commercial","Other"
"724",1184,4.5,"Capital District Physicians' Healthcare Network, Inc. (CDPHN)","NY","PPO","Yes",4,4.5,3.5,"Commercial","Other"
"725",1278,4.5,"CDPHP Universal Benefits, Inc.","NY","PPO","Yes",4,4.5,3.5,"Commercial","Other"
"726",1376,4.5,"HealthNow New York, Inc.","NY","HMO/POS/PPO","Yes",4.5,4,3.5,"Commercial","Other"
"727",1465,4.5,"Independent Health Association, Inc.","NY","HMO/POS","Yes",4.5,4.5,3.5,"Commercial","Other"
"728",1565,4,"Excellus BlueCross BlueShield","NY","HMO/POS/PPO","Yes",3,4,3.5,"Commercial","Blue"
"729",1660,4,"Martin's Point US Family Health Plan (NH, NY, PA, VT)","NY","HMO","Yes",5,3.5,3.5,"Commercial","Other"
"730",1755,4,"MVP Health Plan, Inc.","NY","HMO/POS","Yes",4.5,4.5,3,"Commercial","Other"
"731",1849,4,"Univera Healthcare","NY","HMO/POS/PPO","Yes",4,4,3.5,"Commercial","Other"
"732",1947,3.5,"Aetna Life Insurance Company (New York)","NY","PPO/EPO","Yes",3,3,3.5,"Commercial","Aetna"
"733",2041,3.5,"Oxford Health Insurance Company, Inc. (New York)","NY","PPO","Yes",3.5,3,2.5,"Commercial","Other"
"734",2135,3.5,"UnitedHealthcare Insurance Company of New York","NY","PPO","Yes",2.5,3.5,3,"Commercial","United"
"735",2229,3.5,"UnitedHealthcare Services, LLC ( New York)","NY","PPO","Yes",2.5,3.5,3,"Commercial","United"
"736",2326,3,"Cigna Health and Life Insurance Company - New York","NY","HMO/POS/PPO","Yes",2,3,3,"Commercial","Cigna"
"737",2423,3,"Connecticut General Life Insurance Company - New York","NY","HMO/POS/PPO","Yes",2,3,3,"Commercial","Connecticut General"
"738",2520,3,"Empire HealthChoice Assurance, Inc. dba Empire Blue Cross Blue Shield in New York
                                    
                                        
                                    

                                    
                                        Special Project: Federal Employee Program","NY","PPO","Yes",3.5,2.5,2.5,"Commercial","Blue"
"739",2616,3,"Empire HealthChoice HMO, Inc. d/b/a Empire BlueCross BlueShield HMO","NY","HMO/POS","Yes",2,3,2.5,"Commercial","Blue"
"740",2713,3,"HIP Health Plan of New York","NY","HMO/POS","Yes",1.5,3.5,3,"Commercial","Other"
"741",2812,2.5,"Oxford Health Plans of New York","NY","HMO/POS","No",3,3,2.5,"Commercial","Other"
"742",991,4.5,"Aetna Life Insurance Company (New York)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","NY","PPO","Yes",3.5,4,4,"Medicare","Aetna"
"743",1090,4.5,"Capital District Physicians' Health Plan, Inc. (CDPHP)
                                    
                                        
                                    

                                    
                                        CMS Contract: H3388","NY","HMO","Yes",4,4,4,"Medicare","Other"
"744",1185,4.5,"CDPHP Universal Benefits, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5042","NY","PPO","No",5,4.5,4,"Medicare","Other"
"745",1279,4.5,"Excellus BlueCross BlueShield
                                    
                                        
                                    

                                    
                                        CMS Contract: H3351","NY","HMO","Yes",4,4.5,3.5,"Medicare","Blue"
"746",1377,4.5,"MVP Health Plan, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H3305","NY","HMO/POS","Yes",4.5,4.5,3.5,"Medicare","Other"
"747",1466,4.5,"Univera Healthcare
                                    
                                        
                                    

                                    
                                        CMS Contract: H3351","NY","HMO","Yes",4,4.5,3.5,"Medicare","Other"
"748",1566,4,"Aetna Health Inc. (New York)
                                    
                                        
                                    

                                    
                                        CMS Contract: H3312","NY","HMO","Yes",3.5,3,3.5,"Medicare","Aetna"
"749",1661,4,"Excellus BlueCross BlueShield
                                    
                                        
                                    

                                    
                                        CMS Contract: H3335","NY","PPO","Yes",3.5,4,3,"Medicare","Blue"
"750",1756,4,"HealthNow New York, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H3384","NY","HMO","Yes",4,3.5,3.5,"Medicare","Other"
"751",1850,4,"HealthNow New York, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5526","NY","PPO","Yes",3.5,4,4,"Medicare","Other"
"752",1948,4,"Independent Health Association, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H3362","NY","HMO","No",4,4,4,"Medicare","Other"
"753",2042,4,"Independent Health Association, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H3344","NY","PPO","No",4,4,3.5,"Medicare","Other"
"754",2136,4,"MVP Health Plan, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H9615","NY","PPO","No",4.5,4,4,"Medicare","Other"
"755",2230,4,"Sierra Health and Life Insurance Company, Inc.-(NY)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","NY","PPO","Yes",3.5,4,3.5,"Medicare","Other"
"756",2327,3.5,"HIP Health Plan of New York
                                    
                                        
                                    

                                    
                                        CMS Contract: H3330","NY","HMO","Yes",2,3,3,"Medicare","Other"
"757",2424,3.5,"UnitedHealthcare Insurance Company of New York (Medicare)
                                    
                                        
                                    

                                    
                                        CMS Contract: R5342","NY","PPO","No",3.5,3,3.5,"Medicare","United"
"758",2521,3,"American Progressive Life & Health Insurance Company of New York
                                    
                                        
                                    

                                    
                                        CMS Contract: H2775","NY","PPO","No",3.5,3,3,"Medicare","Other"
"759",2617,3,"Healthfirst Health Plan, Inc
                                    
                                        
                                    

                                    
                                        CMS Contract: H3359","NY","HMO","No",2,3,3,"Medicare","Other"
"760",2714,3,"Humana Insurance Company of New York
                                    
                                        
                                    

                                    
                                        CMS Contract: H5970","NY","PPO","No",3.5,3,3,"Medicare","Humana"
"761",2813,3,"Oxford Health Plans of New York (Medicare)
                                    
                                        
                                    

                                    
                                        CMS Contract: H3307","NY","HMO","Yes",2,3,3,"Medicare","Other"
"762",992,4.5,"Capital District Physicians' Health Plan, Inc. (CDPHP)","NY","HMO","Yes",4,4,4,"Medicaid","Other"
"763",1091,4,"Excellus BlueCross BlueShield","NY","HMO","Yes",4,4,3.5,"Medicaid","Blue"
"764",1186,4,"HealthNow New York, Inc.","NY","HMO","Yes",2,3.5,3.5,"Medicaid","Other"
"765",1280,4,"HealthPlus HP, LLC","NY","HMO","Yes",2,3.5,3.5,"Medicaid","Other"
"766",1378,4,"WellCare of New York, Inc.","NY","HMO","Yes",2.5,3.5,3.5,"Medicaid","WellCare"
"767",1467,3.5,"UnitedHealthcare of New York, Inc. d/b/a/UnitedHealthcare Community Plan","NY","HMO","Yes",2.5,3,3,"Medicaid","United"
"768",1567,3.5,"YourCare Health Plan","NY","HMO","No",3.5,3.5,3.5,"Medicaid","Other"
"769",993,4,"Blue Cross Blue Shield of North Carolina","NC","POS","Yes",2.5,4,3.5,"Commercial","Blue"
"770",1092,3.5,"Aetna Health Inc. (Pennsylvania) - North Carolina dba Coventry Health Care of the Carolinas, Inc.","NC","HMO/POS","Yes",2.5,3.5,3,"Commercial","Coventry"
"771",1187,3.5,"Blue Cross Blue Shield of North Carolina","NC","PPO","Yes",3,3.5,3,"Commercial","Blue"
"772",1281,3.5,"United Healthcare Services, Inc  (North Carolina)","NC","PPO","Yes",3,3.5,2.5,"Commercial","United"
"773",1379,3.5,"UnitedHealthcare Insurance Company (North Carolina)","NC","PPO","Yes",3,3.5,2.5,"Commercial","United"
"774",1468,3,"Aetna Life Insurance Company (North Carolina)","NC","PPO/EPO","Yes",4,2.5,2,"Commercial","Aetna"
"775",1568,3,"Cigna Health and Life Insurance Company - North Carolina","NC","PPO","Yes",3.5,3.5,2,"Commercial","Cigna"
"776",1663,3,"Connecticut General Life Insurance Company - North Carolina","NC","PPO","Yes",3.5,3.5,2,"Commercial","Connecticut General"
"777",994,4.5,"Aetna Life Insurance Company (North Carolina)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","NC","PPO","Yes",3.5,4,4,"Medicare","Aetna"
"778",1093,4,"Aetna Health Inc. (Pennsylvania) - North Carolina
                                    
                                        
                                    

                                    
                                        CMS Contract: H3931","NC","HMO","Yes",3,4,3.5,"Medicare","Aetna"
"779",1188,4,"Sierra Health and Life Insurance Company, Inc. (NC)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","NC","PPO","Yes",3.5,4,3.5,"Medicare","Other"
"780",1380,3.5,"Coventry Health and Life Insurance Company (Iowa)
                                    
                                        
                                    

                                    
                                        CMS Contract: H1608","NC","PPO","No",4,3.5,3.5,"Medicare","Coventry"
"781",1469,3.5,"FirstCarolinaCare Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: H6306","NC","HMO","No",4,4.5,3,"Medicare","Other"
"782",1569,3.5,"FirstCarolinaCare Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: H8064","NC","PPO","No",3.5,5,3,"Medicare","Other"
"783",1664,3,"Blue Cross Blue Shield of North Carolina
                                    
                                        
                                    

                                    
                                        CMS Contract: H3449","NC","HMO","No",3,4,2.5,"Medicare","Blue"
"784",1759,3,"Blue Cross Blue Shield of North Carolina
                                    
                                        
                                    

                                    
                                        CMS Contract: H3404","NC","PPO","No",3.5,4,2.5,"Medicare","Blue"
"785",1853,3,"Cigna HealthCare of North Carolina, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H9725","NC","HMO","No",3.5,2.5,2.5,"Medicare","Cigna"
"786",1951,3,"Humana Benefit Plan of Illinois, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5525","NC","PPO","No",3,3,3,"Medicare","Humana"
"787",2045,2.5,"Humana Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: R5826","NC","PPO","No",2.5,2.5,3,"Medicare","Humana"
"788",2138,2,"Gateway Health Plan, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H9190","NC","HMO","No",2,2,2,"Medicare","Other"
"789",995,4,"Medica Health Plans (MHP)","ND","HMO/POS","Yes",2,3.5,3.5,"Commercial","Medica "
"790",1094,4,"Medica Insurance Company (MIC)","ND","PPO","Yes",2,3.5,3.5,"Commercial","Medica "
"791",1189,4,"Medica Self-Insured (MSI)","ND","PPO","Yes",2,3.5,3.5,"Commercial","Medica "
"792",1283,3.5,"Sanford Health Plan","ND","HMO","Yes",2,3.5,3.5,"Commercial","Other"
"793",996,4,"Sierra Health and Life Insurance Company, Inc. (CO,MT,ND,SD,UT,WY)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","ND","PPO","Yes",3.5,4,3.5,"Medicare","Other"
"794",998,4.5,"AultCare Insurance Company","OH","HMO","Yes",5,NA,NA,"Commercial","Other"
"795",1096,4,"Paramount Insurance Company","OH","HMO","Yes",3.5,3.5,3.5,"Commercial","Other"
"796",1190,3.5,"Aetna Life Insurance Company (Ohio)","OH","PPO/EPO","Yes",3.5,3,3.5,"Commercial","Aetna"
"797",1284,3.5,"AultCare Corporation","OH","PPO","Yes",3.5,3,3,"Commercial","Other"
"798",1382,3.5,"Community Insurance Company dba Anthem Blue Cross and Blue Shield in Ohio","OH","PPO/EPO","Yes",3.5,3,3,"Commercial","Anthem"
"799",1571,3.5,"Medical Mutual of Ohio","OH","HMO/POS/PPO","Yes",3,3,3,"Commercial","Other"
"800",1665,3.5,"Summa Insurance Company, Inc","OH","PPO","Yes",3,3,3,"Commercial","Other"
"801",1760,3.5,"The Health Plan of the Upper Ohio Valley, Inc. dba The Health Plan","OH","HMO","Yes",3,3.5,3,"Commercial","Other"
"802",1854,3.5,"UnitedHealthcare Insurance Company (Ohio)","OH","PPO","Yes",3,3,3,"Commercial","United"
"803",1952,3.5,"UnitedHealthcare Services, Inc. (Ohio)","OH","PPO","Yes",3,3,3,"Commercial","United"
"804",2046,3,"Aetna Health Inc. (Pennsylvania) - Ohio","OH","HMO/POS","Yes",2.5,2.5,3,"Commercial","Aetna"
"805",2139,3,"Cigna Health and Life Insurance Company - Ohio","OH","HMO/POS/PPO","Yes",3,2,2.5,"Commercial","Cigna"
"806",2233,3,"Connecticut General Life Insurance Company - Ohio","OH","HMO/POS/PPO","Yes",3,2,2.5,"Commercial","Connecticut General"
"807",999,4.5,"Aetna Life Insurance Company (Ohio)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","OH","PPO","Yes",3.5,4,4,"Medicare","Aetna"
"808",1097,4.5,"AultCare Health Insuring Corporation (AHIC) dba PrimeTime Health Plan
                                    
                                        
                                    

                                    
                                        CMS Contract: H3664","OH","HMO/POS","Yes",5,4,3.5,"Medicare","Other"
"809",1191,4.5,"Paramount Care, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H3653","OH","HMO","Yes",4,4,4,"Medicare","Other"
"810",1285,4,"Aetna Health Inc. (Pennsylvania) - Ohio
                                    
                                        
                                    

                                    
                                        CMS Contract: H3931","OH","HMO","Yes",3,4,3.5,"Medicare","Aetna"
"811",1383,4,"Humana Wisconsin Health Organization Insurance Corporation (Ohio)
                                    
                                        
                                    

                                    
                                        CMS Contract: H6622","OH","HMO","Yes",3.5,3.5,3,"Medicare","Humana"
"812",1472,4,"Sierra Health and Life Insurance Company, Inc. (IN,MI,OH)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","OH","PPO","Yes",3.5,4,3.5,"Medicare","Other"
"813",1572,4,"SummaCare, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H3660","OH","HMO/POS","Yes",4,3.5,3.5,"Medicare","Other"
"814",1761,3.5,"Coventry Health and Life Insurance Company (Iowa)
                                    
                                        
                                    

                                    
                                        CMS Contract: H1608","OH","PPO","No",4,3.5,3.5,"Medicare","Coventry"
"815",1855,3.5,"Humana Insurance Company (Ohio)
                                    
                                        
                                    

                                    
                                        CMS Contract: H6609","OH","PPO","Yes",3.5,3.5,3,"Medicare","Humana"
"816",1953,3.5,"Mt. Carmel Health Plan, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H3668","OH","HMO","No",4.5,3.5,3,"Medicare","Other"
"817",2047,3.5,"The Health Plan of the Upper Ohio Valley, Inc. dba The Health Plan
                                    
                                        
                                    

                                    
                                        CMS Contract: H3672","OH","HMO","Yes",4,3.5,2.5,"Medicare","Other"
"818",2140,3,"Aetna Better Health of Ohio
                                    
                                        
                                    

                                    
                                        CMS Contract: H7172","OH","HMO","No (Scheduled)",2,2,3,"Medicare","Aetna"
"819",2234,3,"Care Improvement Plus South Central Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: H5322","OH","HMO/POS","No",2.5,3,3.5,"Medicare","Care Improvement"
"820",2331,3,"Mt. Carmel Health Plan, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H1846","OH","PPO","No",4,3,2.5,"Medicare","Other"
"821",2427,3,"RiverLink Health
                                    
                                        
                                    

                                    
                                        CMS Contract: H9208","OH","HMO","No",4,2.5,3,"Medicare","Other"
"822",2523,2.5,"Buckeye Health Planʠ
                                    
                                        
                                    

                                    
                                        CMS Contract: H0908","OH","HMO","No",2.5,3,2.5,"Medicare","Other"
"823",2619,2.5,"Buckeye Health Plan
                                    
                                        
                                    

                                    
                                        CMS Contract: H0022","OH","HMO","No",2,2.5,3,"Medicare","Other"
"824",2814,2.5,"Humana Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: R5826","OH","PPO","No",2.5,2.5,3,"Medicare","Humana"
"825",9100,3.5,"Buckeye Health Plan","OH","HMO","Yes",4,3,2.5,"Medicaid","Other"
"826",1098,3.5,"CareSource","OH","HMO","Yes",3.5,2.5,3,"Medicaid","Other"
"827",1192,3.5,"Molina Healthcare of Ohio, Inc.","OH","HMO","Yes",3,2.5,3,"Medicaid","Molina"
"828",1286,3.5,"Paramount Advantage","OH","HMO","Yes",3,2.5,3,"Medicaid","Other"
"829",1384,3,"UnitedHealthcare Community Plan of Ohio, Inc.","OH","HMO","Yes",4,2.5,2.5,"Medicaid","United"
