"","x","rating","plan","state","type","ncqa","consumersat","prevention","treatment","instype","plantype"
"496",949,4,"Passport Health Plan","KY","HMO","Yes",4,4,3,"Medicaid","Other"
"497",1048,3.5,"CoventryCares of Kentucky","KY","HMO","Yes",3.5,2.5,3,"Medicaid","Coventry"
"498",1145,3.5,"WellCare of Kentucky","KY","HMO","Yes",4,2.5,3,"Medicaid","WellCare"
"499",1241,2.5,"Anthem Blue Cross and Blue Shield in Kentucky","KY","HMO","No",3.5,NA,2.5,"Medicaid","Anthem"
"500",1340,2,"Humana Health Plan (HHP)","KY","HMO","No",3,2,2.5,"Medicaid","Humana"
"501",950,3.5,"Humana Health Benefit Plan of Louisiana","LA","HMO/POS","Yes",3,3,2.5,"Commercial","Humana"
"502",1049,3,"Coventry Health Care of Louisiana","LA","HMO/POS","Yes",3,3,2.5,"Commercial","Coventry"
"503",1146,3,"United HealthCare Services","LA","PPO","Yes",3,2,2,"Commercial","United"
"504",1242,3,"UnitedHealthcare Insurance","LA","PPO","Yes",3,2,2,"Commercial","United"
"505",1341,3,"Vantage Health Plan","LA","HMO/POS","Yes (Interim)",4,2.5,3,"Commercial","Other"
"506",1439,2.5,"Aetna Life Insurance Company (Louisiana)","LA","PPO","Yes",4.5,2,1.5,"Commercial","Aetna"
"507",1539,2,"Cigna Health and Life Insurance","LA","PPO","Yes",3.5,1.5,NA,"Commercial","Cigna"
"508",1635,2,"Connecticut General Life Insurance (Cigna)","LA","PPO","Yes",3.5,1.5,NA,"Commercial","Connecticut General"
"509",951,4,"Aetna Life Insurance Company (Pennsylvania)","LA","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"510",1050,4,"Humana Health Benefit Plan of Louisiana","LA","HMO","Yes",4,3.5,3,"Medicare","Humana"
"511",1147,4,"Peoples Health Network","LA","HMO","Yes",3,4,3.5,"Medicare","Health Net"
"512",1243,3.5,"Humana Insurance (Ohio)","LA","PPO","Yes",3.5,3.5,3,"Medicare","Humana"
"513",1342,3.5,"UnitedHealthcare Insurance","LA","PPO","Yes",3,3.5,3,"Medicare","United"
"514",1440,3,"Humana Insurance","LA","PPO","No",4,3,3,"Medicare","Humana"
"515",1540,3,"Vantage Health Plan (H5576)","LA","HMO/POS","Yes (Interim)",3.5,3,3,"Medicare","Other"
"516",1636,2,"WellCare of Louisiana","LA","HMO","No",2.5,2,2,"Medicare","WellCare"
"517",952,3,"AmeriHealth Caritas Louisiana","LA","HMO","Yes",4,2.5,2,"Medicaid","Other"
"518",953,5,"Harvard Pilgrim Health Care","ME","HMO/POS","Yes",4,4.5,4.5,"Commercial","Other"
"519",1052,4.5,"Anthem Blue Cross and Blue Shield in Maine","ME","HMO/POS","Yes",4,4,4,"Commercial","Anthem"
"520",1149,4.5,"Martin's Point US Family Health Plan","ME","HMO","Yes",5,3.5,4.5,"Commercial","Other"
"521",1245,4,"Aetna Health (Maine)","ME","HMO/POS","Yes",3.5,3.5,3.5,"Commercial","Aetna"
"522",1343,4,"Cigna Health and Life Insurance","ME","HMO/POS/PPO","Yes",4,4,3,"Commercial","Cigna"
"523",1441,4,"Connecticut General Life Insurance (Cigna)","ME","HMO/POS/PPO","Yes",4,4,3,"Commercial","Connecticut General"
"524",1541,2.5,"Aetna Life Insurance Company (Maine)","ME","PPO","Yes",3,2,2.5,"Commercial","Aetna"
"525",954,4.5,"Martin's Point Generations","ME","HMO/POS","Yes",4.5,4,3.5,"Medicare","Other"
"526",1053,4.5,"Martin's Point Generations","ME","PPO","Yes",4.5,3.5,3.5,"Medicare","Other"
"527",1150,4.5,"UnitedHealthcare Insurance","ME","PPO","Yes",4,4,3.5,"Medicare","United"
"528",1246,4,"Aetna Health (Maine)","ME","HMO","Yes",3.5,4,3.5,"Medicare","Aetna"
"529",1344,4,"Aetna Life Insurance Company (Maine)","ME","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"530",1442,4,"Aetna Life Insurance Company (Pennsylvania)","ME","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"531",1542,3.5,"UnitedHealthcare Insurance","ME","PPO","Yes",3,3.5,3,"Medicare","United"
"532",1638,3,"American Progressive Life & Health Insurance of New York","ME","PPO","No",3.5,3,3,"Medicare","Other"
"533",1737,3,"Northeast Community Care","ME","HMO","No",3.5,3,3,"Medicare","Other"
"534",955,5,"Kaiser Foundation Health Plan of the Mid-Atlantic States","MD","HMO","Yes",4,4.5,4.5,"Commercial","Kaiser"
"535",1054,4.5,"Johns Hopkins US Family Health Plan","MD","HMO","Yes",4,4,4,"Commercial","Other"
"536",1151,4,"Johns Hopkins Employer Health Programs","MD","POS","Yes",2.5,4,3,"Commercial","Other"
"537",1247,3.5,"Aetna Health (Pennsylvania) - Maryland","MD","HMO/POS","Yes",3.5,3,3,"Commercial","Aetna"
"538",1345,3.5,"Aetna Life Insurance Company (MD/DC)","MD","PPO","Yes",2.5,3,3,"Commercial","Aetna"
"539",1443,3.5,"CareFirst BlueChoice","MD","HMO/POS","Yes",3,3,2.5,"Commercial","Blue"
"540",1543,3.5,"CareFirst of Maryland","MD","HMO/POS","Yes",3,3,2.5,"Commercial","Other"
"541",1639,3.5,"Cigna Health and Life Insurance","MD","HMO/POS/PPO","Yes",3,3.5,3,"Commercial","Cigna"
"542",1738,3.5,"Connecticut General Life Insurance (Cigna)","MD","HMO/POS/PPO","Yes",3,3.5,3,"Commercial","Connecticut General"
"543",1836,3.5,"Coventry Health Care of Delaware","MD","HMO/POS","Yes",3,3.5,3,"Commercial","Coventry"
"544",1934,3.5,"Group Hospitalization and Medical Services","MD","HMO/POS","Yes",3,3,2.5,"Commercial","Other"
"545",2029,3.5,"MD - Individual Practice Association","MD","HMO/POS","Yes",4,3.5,2,"Commercial","Other"
"546",2128,3.5,"UnitedHealthcare of the Mid-Atlantic","MD","HMO/POS","Yes",3,3.5,2,"Commercial","United"
"547",2226,3,"CareFirst of Maryland","MD","PPO","Yes",2.5,3,2.5,"Commercial","Other"
"548",2324,3,"Group Hospitalization and Medical Services","MD","PPO","Yes",2.5,3,2.5,"Commercial","Other"
"549",2422,3,"Mamsi Life and Health Insurance","MD","PPO","No",3,3.5,3,"Commercial","Other"
"550",2518,3,"Optimum Choice","MD","HMO/POS","Yes",2.5,3,2,"Commercial","Other"
"551",2616,3,"United HealthCare Services","MD","PPO","Yes",3,3,2,"Commercial","United"
"552",2713,3,"UnitedHealthcare Insurance","MD","PPO","Yes",3,3,2,"Commercial","United"
"553",956,5,"Kaiser Foundation Health Plan of the Mid-Atlantic States","MD","HMO","Yes",3.5,5,4.5,"Medicare","Kaiser"
"554",1055,4,"Aetna Life Insurance Company (MD/DC)","MD","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"555",1152,4,"Aetna Life Insurance Company (Pennsylvania)","MD","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"556",1248,4,"UnitedHealthcare Insurance","MD","HMO","No",4,5,4,"Medicare","United"
"557",1346,3.5,"Humana Insurance (Ohio)","MD","PPO","Yes",3.5,3.5,3,"Medicare","Humana"
"558",1444,3.5,"UnitedHealthcare Insurance","MD","PPO","Yes",3,3.5,3,"Medicare","United"
"559",1544,3,"Aetna Health (Pennsylvania) - Maryland","MD","HMO","Yes",2.5,2.5,2.5,"Medicare","Aetna"
"560",1640,3,"Bravo Health Mid-Atlantic","MD","HMO","Yes",2,2.5,2.5,"Medicare","Other"
"561",1739,2,"UnitedHealthcare Insurance †","MD","PPO","No",2,1,2.5,"Medicare","United"
"562",1056,4,"AMERIGROUP Maryland","MD","HMO","Yes",3,3.5,3,"Medicaid","Other"
"563",1153,4,"MedStar Family Choice","MD","HMO","Yes",3,3.5,3.5,"Medicaid","Other"
"564",1249,4,"Priority Partners","MD","HMO","Yes",3.5,3.5,3.5,"Medicaid","Other"
"565",1347,3.5,"UnitedHealthcare Community Plan","MD","HMO","Yes",2.5,3,3,"Medicaid","United"
"566",1445,3,"Maryland Physicians Care","MD","HMO","Yes (Interim)",3,3.5,3,"Medicaid","Other"
"567",958,5,"Harvard Pilgrim Health Care","MA","HMO/POS","Yes",4,4.5,4.5,"Commercial","Other"
"568",1057,5,"Harvard Pilgrim Health Care","MA","PPO","Yes",4,4.5,4.5,"Commercial","Other"
"569",1154,5,"Harvard Pilgrim Insurance","MA","PPO","Yes",4,4.5,4.5,"Commercial","Other"
"570",1250,5,"Tufts Associated Health Maintenance Organization","MA","HMO/POS","Yes",3.5,4.5,4.5,"Commercial","Other"
"571",1348,5,"Tufts Benefit Administrators","MA","PPO","Yes",4,4.5,4.5,"Commercial","Other"
"572",1446,4.5,"Blue Cross and Blue Shield of Massachusetts","MA","PPO","Yes",3.5,4.5,4.5,"Commercial","Blue"
"573",1546,4.5,"Blue Cross and Blue Shield of Massachusetts HMO Blue","MA","HMO/POS","Yes",3,4.5,4.5,"Commercial","Blue"
"574",1642,4.5,"Fallon Health","MA","HMO/POS","Yes",3,4.5,3.5,"Commercial","Other"
"575",1740,4.5,"Health New England","MA","HMO/POS","Yes",3,4.5,4.5,"Commercial","Other"
"576",1837,4,"Cigna Health and Life Insurance","MA","HMO/POS/PPO","Yes",2.5,4.5,3.5,"Commercial","Cigna"
"577",1935,4,"ConnectiCare of Massachusetts","MA","HMO/POS","Yes",3,4,3.5,"Commercial","Other"
"578",2030,4,"Connecticut General Life Insurance (Cigna)","MA","HMO/POS/PPO","Yes",2.5,4.5,3.5,"Commercial","Connecticut General"
"579",2129,4,"Neighborhood Health Plan","MA","HMO","Yes",2,4.5,3.5,"Commercial","Other"
"580",2227,3.5,"UnitedHealthcare Insurance","MA","PPO","Yes",3.5,3,2.5,"Commercial","United"
"581",2325,3.5,"UnitedHealthCare Services","MA","PPO","Yes",3.5,3,2.5,"Commercial","United"
"582",2423,3,"Aetna Life Insurance Company (Massachusetts)","MA","PPO","Yes",2.5,2.5,2.5,"Commercial","Aetna"
"583",959,4.5,"Blue Cross and Blue Shield of Massachusetts","MA","PPO","Yes",4,4,4,"Medicare","Blue"
"584",1058,4.5,"Blue Cross and Blue Shield of Massachusetts HMO Blue","MA","HMO","Yes",4.5,4.5,4,"Medicare","Blue"
"585",1155,4.5,"Health New England","MA","HMO/POS","Yes",4.5,4,4.5,"Medicare","Other"
"586",1251,4,"Aetna Health (Pennsylvania)","MA","HMO","Yes",3.5,4,3,"Medicare","Aetna"
"587",1349,4,"Aetna Health (Pennsylvania) - Massachusetts","MA","HMO","Yes",3.5,4,3,"Medicare","Aetna"
"588",1447,4,"Aetna Life Insurance Company (Massachusetts)","MA","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"589",1547,4,"Aetna Life Insurance Company (Pennsylvania)","MA","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"590",1643,4,"Fallon Health","MA","HMO","Yes",3.5,4,3.5,"Medicare","Other"
"591",1741,4,"UnitedHealthcare Insurance","MA","HMO","No",4,5,4,"Medicare","United"
"592",1838,4,"UnitedHealthcare Insurance (Regional)","MA","PPO","Yes",3,3.5,3.5,"Medicare","United"
"593",1936,3.5,"UnitedHealthcare Insurance","MA","HMO/POS","No",3,3.5,3.5,"Medicare","United"
"594",2031,3.5,"UnitedHealthcare Insurance","MA","PPO","Yes",3,3.5,3,"Medicare","United"
"595",2130,3,"Senior Whole Health (H2224) †","MA","HMO","No",2,3.5,3,"Medicare","Other"
"596",2228,3,"UnitedHealthcare Insurance of Massachusetts †","MA","HMO","No",2,3.5,3.5,"Medicare","United"
"597",960,4.5,"Fallon Health","MA","HMO","Yes",4,4.5,4,"Medicaid","Other"
"598",1059,4.5,"Neighborhood Health Plan","MA","HMO","Yes",3.5,4.5,4,"Medicaid","Other"
"599",1156,4.5,"THP-Network Health","MA","HMO","Yes",3,4.5,4,"Medicaid","Other"
"600",1252,4,"Boston Medical Center HealthNet Plan","MA","HMO","Yes",3,4,3.5,"Medicaid","Other"
"601",1350,4,"Health New England","MA","HMO","Yes",2.5,4,4,"Medicaid","Other"
"602",1448,2.5,"CeltiCare Health Plan of Massachusetts","MA","HMO","Yes",2.5,NA,2.5,"Medicaid","Other"
"603",961,4.5,"Grand Valley Health Plan","MI","HMO","Yes",4.5,4.5,3.5,"Commercial","Other"
"604",1060,4.5,"HealthPlus of Michigan","MI","HMO/POS","Yes",5,4,4,"Commercial","Other"
"605",1157,4.5,"Priority Health","MI","HMO/POS","Yes",4,4,4,"Commercial","Other"
"606",1253,4,"Blue Care Network of Michigan","MI","HMO","Yes",3.5,3.5,3.5,"Commercial","Blue"
"607",1351,4,"Health Alliance Plan of Michigan","MI","HMO/POS","Yes",3,3.5,3.5,"Commercial","Health Alliance"
"608",1449,4,"Physicians Health Plan","MI","HMO/POS","No",3,4.5,4,"Commercial","Other"
"609",1548,3.5,"Blue Cross Blue Shield of Michigan","MI","PPO","Yes",4,3,2.5,"Commercial","Blue"
"610",1644,3.5,"McLaren Health Plan","MI","HMO/POS","Yes",2.5,3,3.5,"Commercial","Other"
"611",1742,3.5,"United HealthCare Services","MI","PPO","Yes",3,3,2.5,"Commercial","United"
"612",1839,3.5,"UnitedHealthcare Insurance","MI","PPO","Yes",3,3,2.5,"Commercial","United"
"613",1937,3,"Aetna Life Insurance Company (Michigan)","MI","PPO","Yes",3.5,2,2,"Commercial","Aetna"
"614",2032,3,"Alliance Health and Life","MI","PPO","Yes",2.5,3,3,"Commercial","Other"
"615",2131,3,"Priority Health Insurance","MI","PPO","Yes",2.5,3,2,"Commercial","Other"
"616",2229,2.5,"Total Health Care USA","MI","HMO/POS","Yes",1.5,2.5,2,"Commercial","Other"
"617",962,4.5,"Blue Care Network of Michigan","MI","HMO/POS","Yes",3.5,3.5,4,"Medicare","Blue"
"618",1061,4.5,"Paramount Health Care","MI","HMO","Yes",4,4,4,"Medicare","Other"
"619",1158,4.5,"Priority Health","MI","HMO/POS","Yes",4,4,3.5,"Medicare","Other"
"620",1254,4,"Aetna Life Insurance Company (Michigan)","MI","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"621",1352,4,"Aetna Life Insurance Company (Pennsylvania)","MI","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"622",1450,4,"Health Alliance Plan of Michigan","MI","HMO/POS","Yes",3,3.5,3.5,"Medicare","Health Alliance"
"623",1549,4,"HealthPlus of Michigan","MI","HMO/POS","Yes",3,4,3.5,"Medicare","Other"
"624",1645,4,"Humana Insurance (Wisconsin)","MI","PPO","Yes",3.5,4,3.5,"Medicare","Humana"
"625",1743,4,"Priority Health","MI","PPO","Yes",4,4,3.5,"Medicare","Other"
"626",1840,4,"UnitedHealthcare Insurance","MI","HMO","No",4,5,4,"Medicare","United"
"627",1938,3.5,"Alliance Health and Life","MI","PPO","Yes",3,3.5,3,"Medicare","Other"
"628",2033,3.5,"Blue Cross Blue Shield of Michigan","MI","PPO","No",3.5,3.5,3,"Medicare","Blue"
"629",2132,3.5,"HealthPlus of Michigan","MI","PPO","No",4,3.5,3,"Medicare","Other"
"630",2230,3.5,"UnitedHealthcare Insurance","MI","PPO","Yes",3,3.5,3,"Medicare","United"
"631",2328,3,"Humana Insurance","MI","PPO","No",4,3,3,"Medicare","Humana"
"632",2426,2.5,"Molina Healthcare of Michigan †","MI","HMO","No",2,2.5,3,"Medicare","Molina"
"633",963,4.5,"Priority Health","MI","HMO","Yes",4,4,3.5,"Medicaid","Other"
"634",1062,4.5,"Upper Peninsula Health Plan","MI","HMO","Yes",4,4,4,"Medicaid","Other"
"635",1159,4,"Blue Cross Complete of Michigan","MI","HMO","Yes",3.5,3.5,3.5,"Medicaid","Blue"
"636",1255,4,"HealthPlus of Michigan","MI","HMO","Yes",3,3.5,3.5,"Medicaid","Other"
"637",1353,4,"Meridian Health Plan of Michigan","MI","HMO","Yes",3,4,3.5,"Medicaid","Other"
"638",1451,4,"Molina Healthcare of Michigan","MI","HMO","Yes",3.5,3.5,3.5,"Medicaid","Molina"
"639",1550,4,"UnitedHealthcare Community Plan","MI","HMO","Yes",3,3.5,3.5,"Medicaid","United"
"640",1646,3.5,"Aetna Better Health of Michigan (CoventryCares)","MI","HMO","Yes",2.5,3,2.5,"Medicaid","Coventry"
"641",1744,3.5,"McLaren Health Plan","MI","HMO","Yes",2.5,3,3,"Medicaid","Other"
"642",1841,3.5,"Midwest Health Plan","MI","HMO","Yes",2.5,3.5,3.5,"Medicaid","Other"
"643",1939,3.5,"Physicians Health Plan","MI","HMO","No",2.5,4,3.5,"Medicaid","Other"
"644",2034,3,"Total Health Care","MI","HMO","Yes",3,2.5,2.5,"Medicaid","Other"
"645",964,4.5,"Group Health Plan","MN","HMO/POS/PPO","Yes",4,4,4.5,"Commercial","Group Health"
"646",1063,4.5,"HealthPartners","MN","HMO/POS/PPO","Yes",4,4,4.5,"Commercial","Other"
"647",1160,4.5,"HealthPartners Administrators","MN","HMO/POS/PPO","Yes",4,4,4.5,"Commercial","Other"
"648",1256,4,"Blue Cross Blue Shield of Minnesota","MN","PPO","Yes",3,3.5,3.5,"Commercial","Blue"
"649",1354,4,"Medica","MN","HMO/POS","Yes",3,3.5,4,"Commercial","Other"
"650",1452,4,"Medica Insurance Company (MIC)","MN","PPO","Yes",3,3.5,4,"Commercial","Medica "
"651",1551,4,"Medica Self-Insured (MSI)","MN","PPO","Yes",3,3.5,4,"Commercial","Medica "
"652",1647,3.5,"PreferredOne Community Health Plan","MN","POS","Yes",2.5,2.5,4,"Commercial","Other"
"653",1745,2.5,"Aetna Life Insurance Company (Minnesota)","MN","PPO","Yes",3,2,2,"Commercial","Aetna"
"654",965,5,"Group Health Plan (Cost)","MN","HMO","Yes",4.5,4.5,4,"Medicare","Group Health"
"655",1064,4.5,"UCare Minnesota","MN","HMO/POS","Yes",5,4,4,"Medicare","Other"
"656",1161,4,"Aetna Life Insurance Company (Pennsylvania)","MN","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"657",1257,4,"Medica (Cost)","MN","HMO","No",4,3.5,4,"Medicare","Medica "
"658",1355,3.5,"Blue Plus †","MN","HMO","No",4,3,3,"Medicare","Blue"
"659",1453,3.5,"HealthPartners (MSHO) †","MN","HMO","No",3.5,3,4,"Medicare","Other"
"660",1552,3.5,"Humana Insurance (Ohio)","MN","PPO","Yes",3.5,3.5,3,"Medicare","Humana"
"661",1648,3.5,"UnitedHealthcare Insurance","MN","PPO","Yes",3,3.5,3,"Medicare","United"
"662",966,4,"Blue Plus (MN Care)","MN","HMO","Yes",3.5,2.5,4,"Medicaid","Blue"
"663",1065,4,"Blue Plus (PMAP)","MN","HMO","Yes",4,3,3.5,"Medicaid","Blue"
"664",1162,4,"Medica","MN","HMO","Yes",3.5,3.5,4,"Medicaid","Other"
"665",967,4,"Cigna HealthCare of Tennessee","MS","HMO/POS","Yes",4,3,3,"Commercial","Cigna"
"666",1066,2.5,"United HealthCare Services","MS","PPO","Yes",3,1.5,2,"Commercial","United"
"667",1163,2.5,"UnitedHealthcare Insurance","MS","PPO","Yes",3,1.5,2,"Commercial","United"
"668",1259,2,"Aetna Life Insurance Company (Mississippi)","MS","PPO","Yes",3,1.5,1.5,"Commercial","Aetna"
"669",1357,1.5,"Cigna Health and Life Insurance","MS","PPO","Yes",3,1,NA,"Commercial","Cigna"
"670",1455,1.5,"Connecticut General Life Insurance (Cigna)","MS","PPO","Yes",3,1,NA,"Commercial","Connecticut General"
"671",968,4,"Aetna Life Insurance Company (Mississippi)","MS","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"672",1067,4,"Aetna Life Insurance Company (Pennsylvania)","MS","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"673",1164,4,"Humana Medical Plan - Florida","MS","HMO","Yes",3,4,3.5,"Medicare","Humana"
"674",1260,3.5,"HealthSpring of Tennessee (H4454)","MS","HMO","No",3.5,4,3.5,"Medicare","HealthSpring"
"675",1358,3.5,"Humana Insurance (Ohio)","MS","PPO","Yes",3.5,3.5,3,"Medicare","Humana"
"676",1456,3.5,"UnitedHealthcare Insurance","MS","PPO","Yes",3,3.5,3,"Medicare","United"
"677",1555,3,"HealthSpring of Tennessee (H1415)","MS","HMO","No",3.5,2.5,3,"Medicare","HealthSpring"
"678",1651,3,"HealthSpring of Tennessee (H4407)","MS","HMO","No",3,4,3,"Medicare","HealthSpring"
"679",1748,3,"Humana Insurance","MS","PPO","No",4,3,3,"Medicare","Humana"
"680",1845,1.5,"Windsor Health Plan (TN)","MS","HMO","No",2,1.5,1.5,"Medicare","Other"
"681",969,2.5,"Magnolia Health Plan","MS","HMO","Yes",3,1.5,2,"Medicaid","Other"
"682",1068,2.5,"UnitedHealthcare Community Plan (CAN)","MS","HMO","Yes",3.5,1.5,1.5,"Medicaid","United"
"683",970,4,"Blue Cross and Blue Shield of Kansas City, Good Health HMO","MO","HMO","Yes",4,3,3.5,"Commercial","Blue"
"684",1069,3.5,"Anthem Blue Cross and Blue Shield in Missouri","MO","HMO/POS","Yes",3,2.5,3.5,"Commercial","Anthem"
"685",1165,3.5,"Blue Cross and Blue Shield of Kansas City","MO","PPO","Yes",3.5,2.5,3,"Commercial","Blue"
"686",1261,3.5,"Cigna Health and Life Insurance","MO","PPO","Yes",3.5,3,3.5,"Commercial","Cigna"
"687",1359,3.5,"Connecticut General Life Insurance (Cigna)","MO","PPO","Yes",3.5,3,3.5,"Commercial","Connecticut General"
"688",1457,3.5,"Coventry Health Care of Kansas","MO","HMO/POS","Yes",3.5,2.5,3,"Commercial","Coventry"
"689",1556,3.5,"Coventry Health Care of Missouri","MO","HMO/POS","Yes",4,3,3,"Commercial","Coventry"
"690",1652,3.5,"Humana Health Plan - Kansas City","MO","HMO/POS","Yes",4.5,2.5,2.5,"Commercial","Humana"
"691",1846,3,"Coventry Health and Life Insurance Company (Missouri)","MO","PPO","Yes",3.5,2.5,2.5,"Commercial","Coventry"
"692",1943,3,"Humana Health Plan","MO","HMO/POS","Yes",1.5,3,2.5,"Commercial","Humana"
"693",2038,3,"Humana Insurance (KS, MO)","MO","PPO","Yes",2,2.5,2.5,"Commercial","Humana"
"694",2137,3,"United HealthCare Services","MO","PPO","Yes",3,2.5,2.5,"Commercial","United"
"695",2232,3,"UnitedHealthcare Insurance","MO","PPO","Yes",3,2.5,2.5,"Commercial","United"
"696",2330,2.5,"Aetna Life Insurance Company (Missouri)","MO","PPO","Yes",3.5,1.5,2,"Commercial","Aetna"
"697",2427,2,"Cigna HealthCare of St. Louis","MO","HMO/POS","Yes",3,1.5,NA,"Commercial","Cigna"
"698",2523,2,"Coventry Health and Life Insurance Company (Kansas)","MO","PPO","Yes",2.5,1.5,1.5,"Commercial","Coventry"
"699",971,4,"Aetna Health (Pennsylvania)","MO","HMO","Yes",3.5,4,3,"Medicare","Aetna"
"700",1070,4,"Aetna Health (Pennsylvania) - Missouri","MO","HMO","Yes",3.5,4,3,"Medicare","Aetna"
"701",1166,4,"Aetna Life Insurance Company (Missouri)","MO","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"702",1262,4,"Aetna Life Insurance Company (Pennsylvania)","MO","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"703",1360,4,"Essence Healthcare","MO","HMO","No",5,4.5,3.5,"Medicare","Other"
"704",1458,4,"Humana Health Plan","MO","HMO","Yes",3.5,3.5,3.5,"Medicare","Humana"
"705",1557,4,"Humana Health Plan - Kansas City","MO","HMO","Yes",3.5,3.5,3.5,"Medicare","Humana"
"706",1653,3.5,"Coventry Health Care of Kansas","MO","HMO","No",3,3.5,3.5,"Medicare","Coventry"
"707",1750,3.5,"Coventry Health Care of Missouri (H2663)","MO","HMO/POS","No",3.5,4.5,3.5,"Medicare","Coventry"
"708",1847,3.5,"Coventry Health Care of Missouri (H2667)","MO","HMO/POS","No",4,4.5,3.5,"Medicare","Coventry"
"709",1944,3.5,"Humana Insurance (KS, MO)","MO","PPO","Yes",3.5,3,3,"Medicare","Humana"
"710",2039,3.5,"Humana Insurance (Ohio)","MO","PPO","Yes",3.5,3.5,3,"Medicare","Humana"
"711",2138,3.5,"United Healthcare Insurance","MO","PPO","Yes",3.5,3.5,3,"Medicare","United"
"712",2233,3.5,"UnitedHealthcare Insurance","MO","HMO/POS","Yes",3,3,3,"Medicare","United"
"713",2331,3.5,"UnitedHealthcare Insurance","MO","PPO","Yes",3,3.5,3,"Medicare","United"
"714",2428,3.5,"UnitedHealthcare of the Midwest","MO","HMO/POS","Yes",3.5,3,3,"Medicare","United"
"715",2524,3,"Coventry Health and Life Insurance (Missouri)","MO","PPO","No",3,3,3,"Medicare","Coventry"
"716",2621,3,"Coventry Health and Life Insurance Company","MO","PPO","No",3.5,3,3,"Medicare","Coventry"
"717",2718,3,"Humana Insurance","MO","PPO","No",4,3,3,"Medicare","Humana"
"718",2815,2.5,"Care Improvement Plus South Central Insurance (H6528)","MO","PPO","No",2.5,2.5,2,"Medicare","Care Improvement"
"719",972,3.5,"Aetna Better Health of Missouri","MO","HMO","Yes",4,3,2.5,"Medicaid","Aetna"
"720",1071,2.5,"Missouri Care Health Plan","MO","HMO","Yes",3,2,2.5,"Medicaid","Other"
"721",973,2.5,"PacificSource Health Plans - Montana","MT","PPO","Yes",2,1.5,2,"Commercial","Other"
"722",1072,2.5,"United HealthCare Services","MT","PPO","Yes",2,2,2.5,"Commercial","United"
"723",1168,2.5,"UnitedHealthcare Insurance","MT","PPO","Yes",2,2,2.5,"Commercial","United"
"724",1263,2,"Cigna Health and Life Insurance","MT","PPO","Yes",3,1.5,NA,"Commercial","Cigna"
"725",1361,2,"Connecticut General Life Insurance (Cigna)","MT","PPO","Yes",3,1.5,NA,"Commercial","Connecticut General"
"726",974,4,"Aetna Life Insurance Company (Pennsylvania)","MT","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"727",1073,3.5,"Humana Insurance (Ohio)","MT","PPO","Yes",3.5,3.5,3,"Medicare","Humana"
"728",1169,3.5,"UnitedHealthcare Insurance","MT","PPO","Yes",3,3.5,3,"Medicare","United"
"729",975,4,"Health Alliance Midwest","NE","HMO/POS","Yes",3,3.5,3.5,"Commercial","Health Alliance"
"730",1074,3.5,"Coventry Health Care of Nebraska","NE","HMO/POS","Yes",3.5,3.5,2.5,"Commercial","Coventry"
"731",1170,3.5,"Health Alliance Midwest","NE","PPO","Yes",2.5,3.5,3,"Commercial","Health Alliance"
"732",1265,3.5,"United HealthCare Services","NE","PPO","Yes",3,3,3,"Commercial","United"
"733",1363,3.5,"UnitedHealthcare Insurance","NE","PPO","Yes",3,3,3,"Commercial","United"
"734",1461,3,"Coventry Health and Life Insurance Company (Nebraska)","NE","PPO","Yes",3,2.5,1.5,"Commercial","Coventry"
"735",1559,2,"Aetna Life Insurance Company (Nebraska)","NE","PPO","Yes",2.5,2,1.5,"Commercial","Aetna"
"736",1655,2,"Cigna Health and Life Insurance","NE","PPO","Yes",3,1.5,NA,"Commercial","Cigna"
"737",1752,2,"Connecticut General Life Insurance (Cigna)","NE","PPO","Yes",3,1.5,NA,"Commercial","Connecticut General"
"738",976,4.5,"Health Alliance Midwest (H1463)","NE","HMO","Yes",4,4.5,3.5,"Medicare","Health Alliance"
"739",1075,4,"Aetna Life Insurance Company (Pennsylvania)","NE","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"740",1171,4,"Health Alliance Midwest","NE","PPO","Yes",4.5,3.5,3,"Medicare","Health Alliance"
"741",1266,4,"UnitedHealthcare of the Midlands","NE","HMO","Yes",3.5,4,3.5,"Medicare","United"
"742",1364,3.5,"Coventry Health Care of Nebraska","NE","HMO","No",3.5,3.5,3.5,"Medicare","Coventry"
"743",1462,3.5,"Coventry Health Care of Nebraska","NE","PPO","No",3.5,3,3.5,"Medicare","Coventry"
